,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,000001.SZ,20220429,15.69,15.74,14.97,15.32,15.65,-0.33,-2.1086,1645013.08,2503476.827
1,000002.SZ,20220429,18.75,19.77,18.39,19.38,18.7,0.68,3.6364,1917457.47,3665754.967
2,000004.SZ,20220429,11.71,12.69,11.71,12.58,13.01,-0.43,-3.3051,104178.95,126422.559
3,000005.SZ,20220429,1.82,1.9,1.82,1.86,1.92,-0.06,-3.125,314633.62,58225.349
4,000006.SZ,20220429,4.16,4.38,4.05,4.36,4.15,0.21,5.0602,492355.27,208035.582
5,000007.SZ,20220429,6.7,6.9,6.59,6.87,6.59,0.28,4.2489,49829.41,33760.286
6,000008.SZ,20220429,2.14,2.24,2.14,2.23,2.16,0.07,3.2407,278238.19,61282.195
7,000009.SZ,20220429,8.82,9.12,8.6,9.0,8.64,0.36,4.1667,631676.44,560242.132
8,000010.SZ,20220429,2.73,2.86,2.72,2.85,2.72,0.13,4.7794,88975.0,25143.002
9,000011.SZ,20220429,11.59,12.05,11.23,11.97,11.68,0.29,2.4829,313824.47,364727.051
10,000012.SZ,20220429,5.62,5.7,5.51,5.62,5.52,0.1,1.8116,643665.21,360168.452
11,000014.SZ,20220429,11.0,11.78,10.6,11.78,10.71,1.07,9.9907,483728.32,535720.643
12,000016.SZ,20220429,4.33,4.53,4.33,4.5,4.3,0.2,4.6512,131301.09,58383.774
13,000017.SZ,20220429,2.65,2.84,2.64,2.79,2.65,0.14,5.283,55169.01,15120.439
14,000019.SZ,20220429,6.93,7.18,6.91,7.14,6.9,0.24,3.4783,180301.49,127711.661
15,000020.SZ,20220429,7.75,8.01,7.74,7.95,7.72,0.23,2.9793,6896.0,5442.043
16,000021.SZ,20220429,9.29,9.83,9.26,9.75,9.18,0.57,6.2092,149791.76,143856.915
17,000023.SZ,20220429,9.48,10.56,9.29,10.56,9.6,0.96,10.0,63320.88,62591.374
18,000025.SZ,20220429,10.65,11.13,10.62,11.06,10.56,0.5,4.7348,35086.57,38384.034
19,000026.SZ,20220429,8.66,8.94,8.46,8.91,8.58,0.33,3.8462,32149.69,28294.622
20,000027.SZ,20220429,5.8,5.86,5.64,5.84,5.6,0.24,4.2857,215006.3,123895.333
21,000028.SZ,20220429,28.17,29.07,28.06,28.68,28.11,0.57,2.0277,28761.86,82230.074
22,000029.SZ,20220429,8.44,8.87,8.32,8.87,8.06,0.81,10.0496,116888.11,101259.786
23,000030.SZ,20220429,4.65,4.82,4.65,4.75,4.64,0.11,2.3707,59543.33,28319.101
24,000031.SZ,20220429,3.8,4.0,3.7,3.93,3.81,0.12,3.1496,428212.32,164212.117
25,000032.SZ,20220429,13.16,13.66,13.15,13.55,13.15,0.4,3.0418,34938.24,47016.409
26,000034.SZ,20220429,13.5,13.81,13.28,13.76,13.33,0.43,3.2258,78134.4,105933.13
27,000035.SZ,20220429,4.19,4.3,4.15,4.26,4.12,0.14,3.3981,107530.25,45447.032
28,000036.SZ,20220429,3.66,3.96,3.65,3.96,3.6,0.36,10.0,292232.3,112551.223
29,000037.SZ,20220429,5.47,5.7,5.43,5.63,5.41,0.22,4.0665,26810.0,14961.324
30,000038.SZ,20220429,5.74,6.36,5.74,6.05,6.38,-0.33,-5.1724,206013.0,121934.273
31,000039.SZ,20220429,12.4,12.65,12.31,12.5,12.25,0.25,2.0408,163393.47,204024.585
32,000040.SZ,20220429,2.62,2.84,2.62,2.8,2.63,0.17,6.4639,211537.77,58368.512
33,000042.SZ,20220429,7.11,7.82,7.05,7.82,7.11,0.71,9.9859,38174.35,28660.069
34,000045.SZ,20220429,6.3,6.53,6.3,6.42,6.25,0.17,2.72,51726.0,33002.584
35,000046.SZ,20220429,1.42,1.49,1.41,1.48,1.42,0.06,4.2254,752282.35,109428.493
36,000048.SZ,20220429,18.55,18.66,18.04,18.45,18.4,0.05,0.2717,26759.08,49148.563
37,000049.SZ,20220429,30.7,31.36,30.36,31.08,30.35,0.73,2.4053,64350.8,199346.566
38,000050.SZ,20220429,8.87,9.25,8.87,9.16,8.85,0.31,3.5028,91531.99,82858.169
39,000055.SZ,20220429,3.8,3.9,3.8,3.88,3.77,0.11,2.9178,67011.5,25829.336
40,000056.SZ,20220429,5.35,5.35,5.35,5.35,5.94,-0.59,-9.9327,112838.0,60368.33
41,000058.SZ,20220429,4.63,4.91,4.54,4.88,4.58,0.3,6.5502,59643.77,28578.141
42,000059.SZ,20220429,5.74,6.02,5.73,5.91,5.74,0.17,2.9617,132131.71,78164.54
43,000060.SZ,20220429,4.09,4.2,4.08,4.19,4.06,0.13,3.202,370487.54,153614.149
44,000061.SZ,20220429,5.82,6.07,5.82,5.98,5.8,0.18,3.1034,255891.43,152622.584
45,000062.SZ,20220429,10.74,11.27,10.73,11.25,10.64,0.61,5.7331,44953.81,49796.174
46,000063.SZ,20220429,23.85,24.28,23.52,24.13,23.71,0.42,1.7714,604162.88,1446999.596
47,000065.SZ,20220429,6.99,7.26,6.97,7.2,6.95,0.25,3.5971,193748.7,138038.444
48,000066.SZ,20220429,8.62,9.11,8.61,9.02,8.5,0.52,6.1176,369941.52,328874.327
49,000068.SZ,20220429,2.39,2.54,2.39,2.52,2.39,0.13,5.4393,85303.24,21320.426
50,000069.SZ,20220429,5.95,6.08,5.67,6.05,5.93,0.12,2.0236,1535571.26,905963.713
51,000070.SZ,20220429,4.53,4.68,4.53,4.63,4.53,0.1,2.2075,47459.6,21936.889
52,000078.SZ,20220429,3.15,3.26,3.13,3.23,3.15,0.08,2.5397,246880.81,79312.761
53,000088.SZ,20220429,4.64,4.78,4.58,4.74,4.61,0.13,2.82,74306.93,34992.941
54,000089.SZ,20220429,6.3,6.44,6.21,6.38,6.34,0.04,0.6309,208391.36,131685.595
55,000090.SZ,20220429,6.1,6.71,5.91,6.66,6.1,0.56,9.1803,971459.17,611297.376
56,000096.SZ,20220429,8.05,8.74,8.05,8.71,8.05,0.66,8.1988,22473.01,19231.535
57,000099.SZ,20220429,6.66,6.86,6.63,6.82,6.65,0.17,2.5564,95375.83,64562.254
58,000100.SZ,20220429,4.12,4.18,4.07,4.18,4.08,0.1,2.451,1635684.88,676921.79
59,000150.SZ,20220429,2.01,2.12,2.01,2.11,2.03,0.08,3.9409,162469.41,33951.887
