,ts_code,trade_date,two_day_MA10,one_day_MA10,today_close,tomorrow_open,tomorrow_high,tomorrow_low,target_price,diff_value,get_close,get_high,get_open
0,002198.XSHE,2021-11-16,8.28,8.37,,8.88,8.97,8.46,8.46,-0.47%,0,-0.56%,-7.54%
1,002198.XSHE,2021-11-15,8.18,8.28,,8.57,8.94,8.5,8.38,1.31%,5.73%,6.68%,2.27%
2,002198.XSHE,2021-10-20,7.98,8.1,,8.0,8.05,7.85,8.22,3.65%,-3.16%,-2.07%,-2.68%
3,002198.XSHE,2021-10-19,7.85,7.98,,8.33,8.38,7.92,8.11,-2.10%,0,-2.07%,-2.68%
4,002198.XSHE,2021-10-18,7.74,7.85,,8.36,8.51,8.28,7.96,-2.14%,0,-2.07%,-2.68%
5,002198.XSHE,2021-07-09,9.66,9.69,,9.1,9.41,9.1,9.72,5.86%,-5.25%,-3.19%,-6.38%
6,002198.XSHE,2021-07-08,9.64,9.66,,9.31,9.68,9.15,9.68,7.02%,-4.96%,0.00%,-3.82%
7,002198.XSHE,2021-07-07,9.58,9.64,,9.55,9.57,9.0,9.7,2.68%,-3.20%,-1.34%,-1.55%
8,002198.XSHE,2021-07-06,9.49,9.58,,10.38,10.45,9.44,9.67,-4.45%,0,-1.34%,-1.55%
9,002198.XSHE,2021-06-29,8.91,9.07,,9.44,9.74,9.26,9.23,0.11%,4.12%,5.53%,2.28%
10,002198.XSHE,2021-06-28,8.78,8.91,,9.3,9.73,9.22,9.04,-1.22%,0,5.53%,2.28%
11,002198.XSHE,2021-06-25,8.65,8.78,,9.31,9.39,9.15,8.91,0.11%,3.14%,5.39%,4.49%
12,002198.XSHE,2021-06-24,8.51,8.65,,9.18,9.48,8.9,8.79,3.30%,4.66%,7.85%,4.44%
13,002198.XSHE,2021-06-23,8.32,8.51,,9.33,9.35,8.5,8.7,-5.63%,0,7.85%,4.44%
14,002198.XSHE,2021-06-22,8.13,8.32,,9.9,10.5,9.19,8.51,-9.28%,0,7.85%,4.44%
15,002198.XSHE,2021-06-21,8.02,8.13,,9.69,10.3,9.3,8.24,-4.98%,0,7.85%,4.44%
16,002198.XSHE,2021-06-15,7.52,7.61,,7.79,8.51,7.77,7.7,5.19%,10.52%,10.52%,1.17%
17,002198.XSHE,2021-06-11,7.39,7.52,,7.64,7.89,7.3,7.65,7.32%,1.18%,3.14%,-0.13%
18,002198.XSHE,2021-06-10,7.26,7.39,,7.09,7.92,7.09,7.52,-4.79%,0,3.14%,-0.13%
19,002198.XSHE,2021-06-09,7.14,7.26,,7.88,7.88,7.88,7.38,-6.78%,0,3.14%,-0.13%
20,002198.XSHE,2021-06-08,7.02,7.14,,7.88,7.88,7.88,7.26,-8.54%,0,3.14%,-0.13%
21,002198.XSHE,2021-06-07,6.91,7.02,,7.88,7.88,7.88,7.13,-10.52%,0,3.14%,-0.13%
22,002198.XSHE,2021-06-04,6.78,6.91,,7.88,7.88,7.88,7.04,-11.93%,0,3.14%,-0.13%
23,002198.XSHE,2021-04-30,6.77,6.83,,5.61,5.8,5.4,6.89,15.82%,-18.58%,-15.82%,-18.58%
24,002198.XSHE,2021-04-29,6.61,6.77,,5.8,5.8,5.8,6.93,7.07%,-16.31%,-16.31%,-16.31%
25,002198.XSHE,2021-04-28,6.45,6.61,,6.44,6.44,6.44,6.77,-5.76%,0,-16.31%,-16.31%
26,002198.XSHE,2021-04-27,6.29,6.45,,7.16,7.16,7.16,6.61,-8.32%,0,-16.31%,-16.31%
27,002198.XSHE,2021-04-26,6.14,6.29,,7.16,7.16,7.16,6.44,-11.18%,0,-16.31%,-16.31%
28,002198.XSHE,2021-04-23,5.97,6.14,,7.16,7.16,7.16,6.31,-13.47%,0,-16.31%,-16.31%
29,002198.XSHE,2021-04-22,5.85,5.97,,7.16,7.16,7.16,6.09,-11.49%,0,-16.31%,-16.31%
