,ts_code,trade_date,two_day_MA10,one_day_MA10,today_close,tomorrow_open,tomorrow_high,tomorrow_low,target_price,diff_value,get_close,get_high,get_open
0,000821.XSHE,2022-05-26,9.26,9.33,,9.54,9.7,9.22,9.4,0.96%,0.00%,3.19%,1.49%
1,000821.XSHE,2022-05-25,9.1,9.26,,9.6,9.8,9.31,9.42,2.34%,0.85%,4.03%,1.91%
2,000821.XSHE,2022-05-24,8.88,9.1,,9.47,9.67,9.2,9.32,-2.47%,0,4.03%,1.91%
3,000821.XSHE,2022-05-23,8.64,8.88,,9.89,10.11,9.55,9.12,-4.17%,0,4.03%,1.91%
4,000821.XSHE,2022-05-20,8.44,8.64,,9.65,10.09,9.5,8.84,-8.26%,0,4.03%,1.91%
5,000821.XSHE,2022-05-19,8.29,8.44,,9.66,10.2,9.57,8.59,-2.21%,0,4.03%,1.91%
6,000821.XSHE,2021-12-13,15.51,15.69,,15.5,15.75,15.08,15.87,2.21%,-4.47%,-0.76%,-2.33%
7,000821.XSHE,2021-12-10,15.35,15.51,,15.75,15.87,15.52,15.67,3.19%,-0.96%,1.28%,0.51%
8,000821.XSHE,2021-12-09,15.2,15.35,,15.4,16.27,15.17,15.5,-0.71%,0,1.28%,0.51%
9,000821.XSHE,2021-12-08,15.08,15.2,,16.08,16.33,15.61,15.32,-1.31%,0,1.28%,0.51%
10,000821.XSHE,2021-12-07,14.96,15.08,,16.12,16.27,15.52,15.2,0.46%,5.92%,7.04%,6.05%
11,000821.XSHE,2021-11-04,14.52,14.52,,14.22,14.4,13.55,14.52,3.51%,-5.17%,-0.83%,-2.07%
12,000821.XSHE,2021-11-03,14.42,14.52,,14.01,15.05,14.01,14.62,7.46%,-1.44%,2.94%,-4.17%
13,000821.XSHE,2021-11-02,14.25,14.42,,14.78,14.88,13.53,14.59,-0.82%,0,2.94%,-4.17%
14,000821.XSHE,2021-11-01,14.05,14.25,,15.38,15.57,14.71,14.45,-1.73%,0,2.94%,-4.17%
15,000821.XSHE,2021-09-16,16.24,16.5,,16.65,17.04,15.44,16.76,0.12%,-6.15%,1.67%,-0.66%
16,000821.XSHE,2021-09-03,15.71,16.15,,15.12,15.51,14.24,16.59,7.23%,-7.05%,-6.51%,-8.86%
17,000821.XSHE,2021-09-02,15.31,15.71,,16.7,16.99,15.39,16.11,4.59%,-4.35%,5.46%,3.66%
18,000821.XSHE,2021-09-01,14.92,15.31,,15.77,17.46,15.37,15.7,3.57%,8.92%,11.21%,0.45%
19,000821.XSHE,2021-08-31,14.51,14.92,,16.47,16.77,15.14,15.33,-5.68%,0,11.21%,0.45%
