,ts_code,trade_date,two_day_MA10,one_day_MA10,today_close,tomorrow_open,tomorrow_high,tomorrow_low,target_price,diff_value,get_close,get_high,get_open
0,002232.XSHE,2022-05-24,12.58,12.75,,12.51,13.6,12.51,12.92,3.64%,-0.08%,5.26%,-3.17%
1,002232.XSHE,2022-05-20,12.32,12.44,,13.23,13.92,13.0,12.56,-1.99%,0,5.26%,-3.17%
2,002232.XSHE,2021-12-23,26.94,27.73,,26.0,26.26,24.51,28.52,10.52%,-12.24%,-7.92%,-8.84%
3,002232.XSHE,2021-12-22,26.16,26.94,,27.45,27.47,25.52,27.72,2.85%,-7.94%,-0.90%,-0.97%
4,002232.XSHE,2021-12-21,25.0,26.16,,27.17,29.5,26.93,27.32,1.90%,3.81%,7.98%,-0.55%
5,002232.XSHE,2021-12-20,23.53,25.0,,28.73,30.0,26.8,26.47,-5.52%,0,7.98%,-0.55%
6,002232.XSHE,2021-12-17,21.95,23.53,,30.17,32.66,27.93,25.11,-15.77%,0,7.98%,-0.55%
7,002232.XSHE,2021-12-16,20.52,21.95,,31.66,33.48,29.07,23.38,-14.20%,0,7.98%,-0.55%
8,002232.XSHE,2021-12-15,19.09,20.52,,27.21,30.6,26.7,21.95,-21.09%,0,7.98%,-0.55%
9,002232.XSHE,2021-12-14,17.61,19.09,,27.37,29.12,26.58,20.57,-32.86%,0,7.98%,-0.55%
10,002232.XSHE,2021-12-13,16.37,17.61,,28.7,29.96,27.33,18.85,-37.93%,0,7.98%,-0.55%
11,002232.XSHE,2021-12-10,15.32,16.37,,27.1,27.24,26.0,17.42,-32.09%,0,7.98%,-0.55%
12,002232.XSHE,2021-12-09,14.51,15.32,,23.01,24.76,23.01,16.13,-20.33%,0,7.98%,-0.55%
13,002232.XSHE,2021-12-08,13.75,14.51,,20.29,22.51,19.41,15.27,-16.11%,0,7.98%,-0.55%
14,002232.XSHE,2021-12-07,13.17,13.75,,17.91,21.45,17.73,14.33,-21.77%,0,7.98%,-0.55%
15,002232.XSHE,2021-12-06,12.73,13.17,,17.92,19.7,17.45,13.61,-26.45%,0,7.98%,-0.55%
16,002232.XSHE,2021-12-03,12.4,12.73,,17.95,17.95,17.21,13.06,-21.59%,0,7.98%,-0.55%
17,002232.XSHE,2021-12-02,12.23,12.4,,16.2,16.32,15.88,12.57,-14.56%,0,7.98%,-0.55%
18,002232.XSHE,2021-12-01,11.94,12.23,,14.4,14.84,14.4,12.52,-6.23%,0,7.98%,-0.55%
19,002232.XSHE,2021-11-30,11.74,11.94,,14.06,14.59,13.3,12.14,-1.73%,0,7.98%,-0.55%
20,002232.XSHE,2021-11-29,11.52,11.74,,12.47,13.68,12.35,11.96,-0.33%,0,7.98%,-0.55%
21,002232.XSHE,2021-11-26,11.29,11.52,,12.09,12.87,12.0,11.75,-1.70%,0,7.98%,-0.55%
22,002232.XSHE,2021-11-25,11.04,11.29,,12.31,12.41,11.95,11.54,-3.64%,0,7.98%,-0.55%
23,002232.XSHE,2021-11-24,10.81,11.04,,12.14,12.4,11.96,11.27,-5.86%,0,7.98%,-0.55%
24,002232.XSHE,2021-11-23,10.56,10.81,,12.13,12.6,11.93,11.06,-7.87%,0,7.98%,-0.55%
25,002232.XSHE,2021-11-22,10.38,10.56,,12.17,12.37,11.93,10.74,-10.43%,0,7.98%,-0.55%
26,002232.XSHE,2021-11-19,10.18,10.38,,11.9,12.62,11.86,10.58,-7.84%,0,7.98%,-0.55%
27,002232.XSHE,2021-11-18,9.94,10.18,,11.53,12.09,11.41,10.42,-10.65%,0,7.98%,-0.55%
28,002232.XSHE,2021-07-12,12.32,12.36,,12.48,12.87,12.26,12.4,0.40%,1.77%,3.79%,0.65%
29,002232.XSHE,2021-07-09,12.18,12.32,,12.51,12.69,12.35,12.46,3.13%,0.40%,1.85%,0.40%
30,002232.XSHE,2021-07-08,12.02,12.18,,12.23,12.6,12.07,12.34,-0.08%,0,1.85%,0.40%
31,002232.XSHE,2021-07-07,11.89,12.02,,12.8,12.87,12.35,12.15,-2.55%,0,1.85%,0.40%
32,002232.XSHE,2021-07-06,11.63,11.89,,12.8,13.1,12.46,12.15,-3.62%,0,1.85%,0.40%
33,002232.XSHE,2021-07-02,11.5,11.5,,13.76,13.76,13.76,11.5,1.65%,19.65%,19.65%,19.65%
34,002232.XSHE,2021-01-22,12.48,12.69,,12.53,13.21,12.25,12.9,4.19%,2.40%,2.40%,-2.87%
35,002232.XSHE,2021-01-21,12.32,12.48,,13.21,13.23,12.36,12.64,-3.32%,0,2.40%,-2.87%
36,002232.XSHE,2021-01-20,12.28,12.32,,13.25,13.45,13.06,12.36,-0.16%,0,2.40%,-2.87%
