,ts_code,trade_date,two_day_MA10,one_day_MA10,today_close,tomorrow_open,tomorrow_high,tomorrow_low,target_price,diff_value,get_close,get_high,get_open
0,601618.XSHG,2021-12-13,3.98,4.0,,4.04,4.06,3.91,4.02,-0.50%,0,3.94%,2.86%
1,601618.XSHG,2021-12-10,3.97,3.98,,4.09,4.19,4.04,3.99,-1.00%,0,3.94%,2.86%
2,601618.XSHG,2021-12-09,3.94,3.97,,4.08,4.13,4.03,4.0,-1.50%,0,3.94%,2.86%
3,601618.XSHG,2021-12-08,3.91,3.94,,4.11,4.15,4.06,3.97,-2.77%,0,3.94%,2.86%
4,601618.XSHG,2021-09-16,5.36,5.4,,5.11,5.25,4.96,5.44,5.70%,-5.51%,-3.49%,-6.07%
5,601618.XSHG,2021-09-15,5.33,5.36,,5.35,5.4,5.13,5.39,4.08%,-4.82%,0.19%,-0.74%
6,601618.XSHG,2021-09-14,5.19,5.33,,5.27,5.39,5.17,5.47,2.93%,-3.29%,-1.46%,-3.66%
7,601618.XSHG,2021-09-13,5.08,5.19,,5.78,5.79,5.31,5.3,-6.79%,0,-1.46%,-3.66%
8,601618.XSHG,2021-09-10,4.95,5.08,,5.74,6.0,5.66,5.21,-8.64%,0,-1.46%,-3.66%
9,601618.XSHG,2021-09-09,4.83,4.95,,5.79,6.3,5.66,5.07,-4.93%,0,-1.46%,-3.66%
10,601618.XSHG,2021-09-08,4.7,4.83,,5.47,5.87,5.32,4.96,-4.03%,0,-1.46%,-3.66%
11,601618.XSHG,2021-09-07,4.57,4.7,,5.32,5.75,5.16,4.83,-2.90%,0,-1.46%,-3.66%
12,601618.XSHG,2021-09-06,4.45,4.57,,5.03,5.43,4.97,4.69,-5.33%,0,-1.46%,-3.66%
13,601618.XSHG,2021-09-03,4.32,4.45,,5.04,5.25,4.94,4.58,-6.99%,0,-1.46%,-3.66%
14,601618.XSHG,2021-09-02,4.24,4.32,,5.0,5.28,4.9,4.4,-6.82%,0,-1.46%,-3.66%
15,601618.XSHG,2021-09-01,4.14,4.24,,4.7,5.18,4.7,4.34,-9.91%,0,-1.46%,-3.66%
16,601618.XSHG,2021-08-31,4.07,4.14,,5.05,5.27,4.77,4.21,-5.46%,0,-1.46%,-3.66%
17,601618.XSHG,2021-08-30,3.98,4.07,,4.55,5.01,4.44,4.16,-6.97%,0,-1.46%,-3.66%
18,601618.XSHG,2021-08-27,3.91,3.98,,4.66,4.71,4.45,4.05,-9.63%,0,-1.46%,-3.66%
