,ts_code,trade_date,two_day_MA10,one_day_MA10,today_close,tomorrow_open,tomorrow_high,tomorrow_low,target_price,diff_value,get_close,get_high,get_open
0,600354.XSHG,2022-05-26,6.27,6.35,,6.66,6.8,6.53,6.43,0.78%,3.89%,5.75%,3.58%
1,600354.XSHG,2022-05-25,6.22,6.27,,6.53,6.7,6.38,6.32,-1.27%,0,5.75%,3.58%
2,600354.XSHG,2022-05-24,6.12,6.22,,6.52,6.62,6.4,6.32,-1.74%,0,5.75%,3.58%
3,600354.XSHG,2022-04-22,6.77,6.82,,5.88,6.02,5.62,6.87,9.17%,-18.20%,-12.37%,-14.41%
4,600354.XSHG,2022-04-21,6.65,6.77,,6.4,6.57,6.24,6.89,-0.58%,0,-12.37%,-14.41%
5,600354.XSHG,2022-04-18,6.53,6.54,,6.71,7.37,6.55,6.55,3.21%,8.40%,12.52%,2.44%
6,600354.XSHG,2022-04-15,6.52,6.53,,6.43,6.94,6.34,6.54,2.14%,2.45%,6.12%,-1.68%
7,600354.XSHG,2022-04-07,6.2,6.24,,6.39,6.4,6.1,6.28,-0.96%,0,6.12%,-1.68%
8,600354.XSHG,2022-04-06,6.14,6.2,,6.51,6.68,6.34,6.26,1.44%,1.92%,6.71%,3.99%
9,600354.XSHG,2022-04-01,6.05,6.14,,6.18,6.7,6.17,6.23,-0.32%,0,6.71%,3.99%
10,600354.XSHG,2021-12-28,6.65,6.7,,6.6,6.72,6.48,6.75,1.33%,-3.41%,-0.44%,-2.22%
11,600354.XSHG,2021-12-27,6.58,6.65,,6.76,6.89,6.66,6.72,2.38%,-0.30%,2.53%,0.60%
12,600354.XSHG,2021-12-24,6.5,6.58,,6.96,7.04,6.56,6.66,-2.85%,0,2.53%,0.60%
13,600354.XSHG,2021-12-23,6.42,6.5,,7.05,7.18,6.85,6.58,-4.10%,0,2.53%,0.60%
14,600354.XSHG,2021-12-22,6.34,6.42,,6.88,7.1,6.85,6.5,-3.38%,0,2.53%,0.60%
15,600354.XSHG,2021-09-22,6.28,6.36,,6.47,6.74,6.43,6.44,1.40%,4.50%,4.66%,0.47%
16,600354.XSHG,2021-09-17,6.19,6.28,,6.45,6.54,6.35,6.37,0.94%,1.26%,2.67%,1.26%
17,600354.XSHG,2021-09-16,6.1,6.19,,6.55,6.72,6.31,6.28,-1.27%,0,2.67%,1.26%
18,600354.XSHG,2021-09-15,6.04,6.1,,6.4,6.75,6.36,6.16,-0.81%,0,2.67%,1.26%
19,600354.XSHG,2021-07-26,7.56,7.64,,7.25,7.39,6.61,7.72,6.74%,-13.99%,-4.27%,-6.09%
