,ts_code,trade_date,two_day_MA10,one_day_MA10,today_close,tomorrow_open,tomorrow_high,tomorrow_low,target_price,diff_value,get_close,get_high,get_open
0,600095.XSHG,2021-11-30,9.93,10.01,,9.93,10.23,9.91,10.09,2.18%,0.10%,1.39%,-1.59%
1,600095.XSHG,2021-11-29,9.85,9.93,,10.29,10.36,9.87,10.01,-0.10%,0,1.39%,-1.59%
2,600095.XSHG,2021-11-26,9.78,9.85,,10.02,10.58,10.02,9.92,-1.92%,0,1.39%,-1.59%
3,600095.XSHG,2021-11-25,9.67,9.78,,10.25,10.4,10.11,9.89,-2.83%,0,1.39%,-1.59%
4,600095.XSHG,2021-11-24,9.51,9.67,,10.42,10.52,10.17,9.83,-5.60%,0,1.39%,-1.59%
5,600095.XSHG,2021-06-04,12.99,13.04,,11.61,11.86,11.18,13.09,10.54%,-13.60%,-9.40%,-11.31%
6,600095.XSHG,2021-06-03,12.79,12.99,,11.97,12.99,11.71,13.19,8.34%,-9.02%,-1.52%,-9.25%
7,600095.XSHG,2021-06-02,12.47,12.79,,12.61,12.96,12.09,13.11,3.89%,-6.71%,-1.14%,-3.81%
8,600095.XSHG,2021-06-01,11.97,12.47,,13.49,13.6,12.6,12.97,-3.01%,0,-1.14%,-3.81%
9,600095.XSHG,2021-05-31,11.4,11.97,,14.14,14.16,13.36,12.54,-9.97%,0,-1.14%,-3.81%
10,600095.XSHG,2021-05-28,10.69,11.4,,14.0,14.66,13.79,12.11,-17.18%,0,-1.14%,-3.81%
11,600095.XSHG,2021-05-27,10.12,10.69,,14.95,15.59,14.19,11.26,-23.00%,0,-1.14%,-3.81%
12,600095.XSHG,2021-05-26,9.67,10.12,,14.03,14.85,13.85,10.57,-27.72%,0,-1.14%,-3.81%
13,600095.XSHG,2021-05-25,9.29,9.67,,13.5,13.5,13.5,10.05,-8.76%,0,-1.14%,-3.81%
14,600095.XSHG,2021-05-24,8.93,9.29,,10.93,12.27,10.93,9.65,-14.92%,0,-1.14%,-3.81%
