,ts_code,trade_date,two_day_MA10,one_day_MA10,today_close,tomorrow_open,tomorrow_high,tomorrow_low,target_price,diff_value,get_close,get_high,get_open
0,605286.XSHG,2022-05-26,29.0,29.69,,31.2,32.2,29.8,30.38,-1.32%,0,0.86%,0.86%
1,605286.XSHG,2022-05-25,28.55,29.0,,32.8,34.1,30.78,29.45,-1.83%,0,0.86%,0.86%
2,605286.XSHG,2022-05-24,27.73,28.55,,31.98,33.42,29.99,29.37,-3.44%,0,0.86%,0.86%
3,605286.XSHG,2022-05-23,26.9,27.73,,32.41,32.98,30.38,28.56,-7.25%,0,0.86%,0.86%
4,605286.XSHG,2022-05-20,26.15,26.9,,31.22,33.24,30.63,27.65,-7.12%,0,0.86%,0.86%
5,605286.XSHG,2022-05-19,25.47,26.15,,29.62,31.35,29.62,26.83,-0.19%,0,0.86%,0.86%
6,605286.XSHG,2022-05-18,24.66,25.47,,26.91,29.49,26.88,26.28,-2.89%,0,0.86%,0.86%
7,605286.XSHG,2022-05-17,24.03,24.66,,27.77,28.76,27.04,25.29,-5.18%,0,0.86%,0.86%
8,605286.XSHG,2022-03-25,29.01,29.14,,27.38,28.05,26.48,29.27,5.98%,-7.79%,-4.17%,-6.46%
9,605286.XSHG,2022-03-24,28.69,29.01,,29.01,29.25,27.52,29.33,3.10%,-5.39%,-0.27%,-1.09%
10,605286.XSHG,2022-02-25,27.32,27.4,,26.97,27.28,25.61,27.48,2.84%,-1.89%,-0.73%,-1.86%
11,605286.XSHG,2022-02-24,27.1,27.32,,27.47,27.72,26.7,27.54,4.94%,-2.32%,0.65%,-0.25%
12,605286.XSHG,2022-02-23,26.85,27.1,,28.46,29.45,26.18,27.35,0.18%,-1.46%,7.68%,4.06%
13,605286.XSHG,2022-02-22,26.6,26.85,,27.3,29.48,27.3,27.1,-0.22%,0,7.68%,4.06%
14,605286.XSHG,2022-02-21,26.15,26.6,,27.6,28.09,27.16,27.05,-2.03%,0,7.68%,4.06%
15,605286.XSHG,2021-11-23,40.87,41.3,,39.0,41.58,38.0,41.73,5.32%,-4.55%,-0.36%,-6.54%
16,605286.XSHG,2021-11-22,39.95,40.87,,40.58,41.32,39.51,41.79,2.92%,-4.28%,-1.12%,-2.90%
17,605286.XSHG,2021-11-19,39.04,39.95,,41.69,42.78,40.57,40.86,-0.44%,0,-1.12%,-2.90%
18,605286.XSHG,2021-11-18,38.01,39.04,,41.46,43.66,41.04,40.07,-2.00%,0,-1.12%,-2.90%
19,605286.XSHG,2021-11-17,37.29,38.01,,43.24,43.89,40.87,38.73,-4.83%,0,-1.12%,-2.90%
20,605286.XSHG,2021-11-16,36.75,37.29,,42.0,44.83,40.6,37.83,0.56%,12.61%,18.50%,11.02%
21,605286.XSHG,2021-11-15,35.7,36.75,,39.18,43.11,37.62,37.8,-1.56%,0,18.50%,11.02%
22,605286.XSHG,2021-11-12,34.4,35.7,,41.0,41.0,38.39,37.0,-3.65%,0,18.50%,11.02%
23,605286.XSHG,2021-11-11,33.17,34.4,,39.7,43.0,38.35,35.63,-7.94%,0,18.50%,11.02%
24,605286.XSHG,2021-11-10,31.59,33.17,,38.95,42.0,38.46,34.75,-9.64%,0,18.50%,11.02%
25,605286.XSHG,2021-11-09,30.09,31.59,,39.3,39.73,38.1,33.09,-5.47%,0,18.50%,11.02%
26,605286.XSHG,2021-11-08,28.73,30.09,,38.0,40.18,34.9,31.45,-12.62%,0,18.50%,11.02%
27,605286.XSHG,2021-11-05,27.24,28.73,,36.2,37.15,35.42,30.22,-4.40%,0,18.50%,11.02%
28,605286.XSHG,2021-11-04,25.84,27.24,,32.0,36.2,31.55,28.64,-7.23%,0,18.50%,11.02%
29,605286.XSHG,2021-11-03,24.08,25.84,,31.3,33.58,30.71,27.6,-17.07%,0,18.50%,11.02%
30,605286.XSHG,2021-11-02,22.53,24.08,,35.0,35.0,32.31,25.63,-26.61%,0,18.50%,11.02%
31,605286.XSHG,2021-11-01,21.29,22.53,,32.45,36.96,32.45,23.77,-30.46%,0,18.50%,11.02%
32,605286.XSHG,2021-10-29,20.32,21.29,,33.83,33.83,31.01,22.26,-28.03%,0,18.50%,11.02%
33,605286.XSHG,2021-10-28,19.47,20.32,,28.5,30.75,28.5,21.17,-26.07%,0,18.50%,11.02%
34,605286.XSHG,2021-10-27,18.87,19.47,,28.88,29.47,26.69,20.07,-30.29%,0,18.50%,11.02%
35,605286.XSHG,2021-10-26,18.48,18.87,,26.79,26.79,26.15,19.26,-26.43%,0,18.50%,11.02%
36,605286.XSHG,2021-08-20,19.41,19.54,,19.19,20.01,19.11,19.67,3.66%,1.02%,1.73%,-2.44%
37,605286.XSHG,2021-08-19,19.26,19.41,,19.15,19.38,18.95,19.56,0.72%,-2.76%,-0.92%,-2.10%
38,605286.XSHG,2021-08-18,19.1,19.26,,19.99,20.01,19.42,19.42,0.62%,0.10%,3.04%,2.94%
39,605286.XSHG,2021-08-17,18.85,19.1,,20.01,20.3,19.3,19.35,-3.98%,0,3.04%,2.94%
40,605286.XSHG,2021-08-16,18.72,18.85,,21.5,21.55,20.12,18.98,-3.32%,0,3.04%,2.94%
