,ts_code,trade_date,two_day_MA10,one_day_MA10,today_close,tomorrow_open,tomorrow_high,tomorrow_low,target_price,diff_value,get_close,get_high,get_open
0,000957.XSHE,2022-05-26,6.33,6.92,,11.55,12.41,11.28,7.51,-34.49%,0,1.24%,0.77%
1,000957.XSHE,2022-05-25,5.82,6.33,,10.78,11.28,10.1,6.84,-38.45%,0,1.24%,0.77%
2,000957.XSHE,2022-05-24,5.4,5.82,,9.5,10.25,9.47,6.24,-47.44%,0,1.24%,0.77%
3,000957.XSHE,2022-05-23,5.06,5.4,,9.32,9.32,9.2,5.74,-40.94%,0,1.24%,0.77%
4,000957.XSHE,2022-05-20,4.79,5.06,,8.4,8.47,8.09,5.33,-44.47%,0,1.24%,0.77%
5,000957.XSHE,2022-05-19,4.57,4.79,,7.7,7.7,7.7,5.01,-39.72%,0,1.24%,0.77%
6,000957.XSHE,2021-12-24,5.54,5.56,,5.55,5.62,5.46,5.58,0.54%,0.36%,0.72%,-0.54%
7,000957.XSHE,2021-11-16,5.01,5.07,,5.22,5.35,5.22,5.13,-1.36%,0,0.72%,-0.54%
8,000957.XSHE,2020-12-30,8.73,8.72,,8.76,9.03,8.57,8.71,7.00%,0.23%,3.67%,0.57%
9,000957.XSHE,2020-12-08,8.53,8.52,,8.33,8.38,8.05,8.51,3.53%,-5.41%,-1.53%,-2.12%
10,000957.XSHE,2020-12-07,8.51,8.53,,8.21,8.58,8.21,8.55,4.44%,-1.40%,0.35%,-3.98%
11,000957.XSHE,2020-12-04,8.37,8.51,,8.39,8.41,8.17,8.65,3.70%,-4.28%,-2.77%,-3.01%
12,000957.XSHE,2020-12-03,8.22,8.37,,8.68,8.77,8.33,8.52,-0.59%,0,-2.77%,-3.01%
13,000957.XSHE,2020-12-02,8.08,8.22,,9.15,9.18,8.57,8.36,-4.55%,0,-2.77%,-3.01%
14,000957.XSHE,2020-12-01,7.95,8.08,,8.78,9.64,8.74,8.21,-2.31%,0,-2.77%,-3.01%
15,000957.XSHE,2020-11-30,7.84,7.95,,8.51,9.17,8.4,8.06,-3.10%,0,-2.77%,-3.01%
16,000957.XSHE,2020-11-27,7.79,7.84,,8.52,8.91,8.31,7.89,-0.38%,0,-2.77%,-3.01%
17,000957.XSHE,2020-11-26,7.7,7.79,,7.92,8.79,7.92,7.88,0.76%,8.50%,11.55%,0.51%
18,000957.XSHE,2020-11-25,7.65,7.7,,8.18,8.19,7.82,7.75,-4.77%,0,11.55%,0.51%
19,000957.XSHE,2020-11-24,7.6,7.65,,8.31,8.65,8.12,7.7,-6.23%,0,11.55%,0.51%
20,000957.XSHE,2020-09-28,7.65,7.69,,7.27,7.29,7.12,7.73,7.50%,-7.50%,-5.69%,-5.95%
21,000957.XSHE,2020-07-16,7.11,7.18,,6.94,7.13,6.83,7.25,5.10%,-3.86%,-1.66%,-4.28%
22,000957.XSHE,2020-07-15,7.02,7.11,,7.19,7.26,6.88,7.2,0.28%,-4.17%,0.83%,-0.14%
