,Unnamed: 0,Unnamed: 0.1,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,Unnamed: 0_x,Unnamed: 0.1_x,trade_date_x,open_x,high_x,low_x,close_x,pre_close_x,change_x,pct_chg_x,vol_x,amount_x,Unnamed: 0_y,Unnamed: 0.1_y,trade_date_y,open_y,high_y,low_y,close_y,pre_close_y,change_y,pct_chg_y,vol_y,amount_y
0,52.0,52.0,000078.SZ,20220304.0,3.89,3.89,3.7,3.89,3.54,0.35,9.887,771897.86,300102.125,,,,,,,,,,,,,,,,,,,,,,,,
1,80.0,80.0,000411.SZ,20220304.0,13.1,14.41,13.07,14.41,13.1,1.31,10.0,44334.31,62983.125,,,,,,,,,,,,,,,,,,,,,,,,
2,251.0,251.0,000710.SZ,20220304.0,16.9,18.7,16.9,18.7,17.0,1.7,10.0,198059.65,364879.491,,,,,,,,,,,,,,,,,,,,,,,,
3,359.0,359.0,000881.SZ,20220304.0,9.7,10.24,9.7,10.24,9.31,0.93,9.9893,539990.02,551088.171,,,,,,,,,,,,,,,,,,,,,,,,
4,409.0,409.0,000950.SZ,20220304.0,5.15,5.59,5.15,5.59,5.08,0.51,10.0394,434742.1,237670.263,,,,,,,,,,,,,,,,,,,,,,,,
7,467.0,467.0,001234.SZ,20220304.0,26.27,28.8,26.27,28.8,26.18,2.62,10.0076,88529.42,246620.209,,,,,,,,,,,,,,,,,,,,,,,,
10,654.0,654.0,002178.SZ,20220304.0,5.77,6.48,5.68,6.48,5.89,0.59,10.017,1552066.32,951895.777,,,,,,,,,,,,,,,,,,,,,,,,
12,721.0,721.0,002246.SZ,20220304.0,9.8,9.99,9.37,9.99,9.08,0.91,10.022,364158.25,355618.574,,,,,,,,,,,,,,,,,,,,,,,,
13,907.0,907.0,002435.SZ,20220304.0,5.2,5.58,5.12,5.58,5.07,0.51,10.0592,322914.53,177620.014,,,,,,,,,,,,,,,,,,,,,,,,
14,945.0,945.0,002474.SZ,20220304.0,6.88,7.52,6.77,7.52,6.84,0.68,9.9415,373510.61,272808.011,,,,,,,,,,,,,,,,,,,,,,,,
15,1057.0,1057.0,002589.SZ,20220304.0,3.89,4.27,3.89,4.27,3.88,0.39,10.0515,906284.07,378193.122,,,,,,,,,,,,,,,,,,,,,,,,
17,1165.0,1165.0,002699.SZ,20220304.0,4.84,5.37,4.83,5.37,4.88,0.49,10.041,1192147.4,612934.98,,,,,,,,,,,,,,,,,,,,,,,,
18,1187.0,1187.0,002725.SZ,20220304.0,8.73,9.6,8.5,9.6,8.73,0.87,9.9656,346420.21,316967.476,,,,,,,,,,,,,,,,,,,,,,,,
20,1329.0,1329.0,002878.SZ,20220304.0,21.85,24.02,21.83,24.02,21.84,2.18,9.9817,187628.08,430513.855,,,,,,,,,,,,,,,,,,,,,,,,
21,1348.0,1348.0,002898.SZ,20220304.0,11.77,13.07,11.71,13.07,11.88,1.19,10.0168,54038.56,68545.763,,,,,,,,,,,,,,,,,,,,,,,,
22,1438.0,1438.0,002997.SZ,20220304.0,19.3,20.79,19.0,20.79,18.9,1.89,10.0,228671.27,465638.571,,,,,,,,,,,,,,,,,,,,,,,,
23,1739.0,1739.0,300264.SZ,20220304.0,7.65,9.08,7.65,8.63,7.85,0.78,9.9363,898790.91,760984.147,,,,,,,,,,,,,,,,,,,,,,,,
24,2501.0,2501.0,301056.SZ,20220304.0,10.58,12.86,10.55,11.78,10.72,1.06,9.8881,273179.58,326767.249,,,,,,,,,,,,,,,,,,,,,,,,
28,2754.0,2754.0,600192.SH,20220304.0,5.49,6.03,5.42,6.03,5.48,0.55,10.0365,324106.98,188077.681,,,,,,,,,,,,,,,,,,,,,,,,
30,3068.0,3068.0,600587.SH,20220304.0,23.48,25.93,23.08,25.93,23.57,2.36,10.0127,253609.36,639027.954,,,,,,,,,,,,,,,,,,,,,,,,
31,3131.0,3131.0,600661.SH,20220304.0,10.96,11.98,10.71,11.98,10.89,1.09,10.0092,216933.9,246899.969,,,,,,,,,,,,,,,,,,,,,,,,
32,3149.0,3149.0,600684.SH,20220304.0,3.81,4.19,3.81,4.19,3.81,0.38,9.9738,438890.38,179801.389,,,,,,,,,,,,,,,,,,,,,,,,
34,3283.0,3283.0,600833.SH,20220304.0,10.38,11.55,10.34,11.55,10.5,1.05,10.0,269232.36,306246.346,,,,,,,,,,,,,,,,,,,,,,,,
35,3460.0,3460.0,601199.SH,20220304.0,6.1,6.78,6.0,6.78,6.16,0.62,10.0649,674613.0,443090.07,,,,,,,,,,,,,,,,,,,,,,,,
36,3642.0,3642.0,603029.SH,20220304.0,19.88,21.4,19.88,21.4,19.45,1.95,10.0257,155882.87,326433.477,,,,,,,,,,,,,,,,,,,,,,,,
38,3840.0,3840.0,603368.SH,20220304.0,17.15,19.03,17.13,19.03,17.3,1.73,10.0,312445.28,579191.462,,,,,,,,,,,,,,,,,,,,,,,,
41,4177.0,4177.0,605116.SH,20220304.0,22.15,24.53,22.15,24.53,22.3,2.23,10.0,78642.84,187902.744,,,,,,,,,,,,,,,,,,,,,,,,
42,4227.0,4227.0,605333.SH,20220304.0,20.59,22.57,20.02,22.57,20.52,2.05,9.9903,42714.16,92800.683,,,,,,,,,,,,,,,,,,,,,,,,
