,Unnamed: 0,Unnamed: 0.1,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,Unnamed: 0_x,Unnamed: 0.1_x,trade_date_x,open_x,high_x,low_x,close_x,pre_close_x,change_x,pct_chg_x,vol_x,amount_x,Unnamed: 0_y,Unnamed: 0.1_y,trade_date_y,open_y,high_y,low_y,close_y,pre_close_y,change_y,pct_chg_y,vol_y,amount_y
0,96.0,96.0,000498.SZ,20220426.0,8.47,9.43,8.43,9.43,8.57,0.86,10.035,587894.73,542811.836,,,,,,,,,,,,,,,,,,,,,,,,
1,142.0,142.0,000555.SZ,20220426.0,9.69,10.44,9.64,10.44,9.49,0.95,10.0105,185174.38,188608.91,,,,,,,,,,,,,,,,,,,,,,,,
2,186.0,186.0,000615.SZ,20220426.0,8.81,9.61,8.48,9.61,8.74,0.87,9.9542,929000.77,868672.987,,,,,,,,,,,,,,,,,,,,,,,,
3,254.0,254.0,000715.SZ,20220426.0,9.24,9.24,9.01,9.24,8.4,0.84,10.0,460070.48,424991.468,,,,,,,,,,,,,,,,,,,,,,,,
5,281.0,281.0,000756.SZ,20220426.0,9.44,10.32,9.22,10.32,9.38,0.94,10.0213,481838.59,478973.405,,,,,,,,,,,,,,,,,,,,,,,,
6,284.0,284.0,000759.SZ,20220426.0,4.79,4.99,4.69,4.99,4.54,0.45,9.9119,79925.0,39760.871,,,,,,,,,,,,,,,,,,,,,,,,
7,337.0,337.0,000839.SZ,20220426.0,2.32,2.73,2.32,2.73,2.48,0.25,10.0806,2921776.05,774268.394,,,,,,,,,,,,,,,,,,,,,,,,
8,457.0,457.0,001215.SZ,20220426.0,40.29,45.32,40.21,45.32,41.2,4.12,10.0,18540.24,80996.85,,,,,,,,,,,,,,,,,,,,,,,,
9,526.0,526.0,002050.SZ,20220426.0,13.79,14.66,13.73,14.65,13.33,1.32,9.9025,488857.1,701638.946,,,,,,,,,,,,,,,,,,,,,,,,
10,660.0,660.0,002187.SZ,20220426.0,10.8,11.17,10.54,11.17,10.15,1.02,10.0493,261914.94,290916.805,,,,,,,,,,,,,,,,,,,,,,,,
11,678.0,678.0,002205.SZ,20220426.0,11.13,12.18,11.0,12.18,11.07,1.11,10.0271,613196.35,727836.94,,,,,,,,,,,,,,,,,,,,,,,,
12,699.0,699.0,002227.SZ,20220426.0,10.05,11.06,9.86,11.06,10.05,1.01,10.0498,29820.01,31601.994,,,,,,,,,,,,,,,,,,,,,,,,
