,Unnamed: 0,Unnamed: 0.1,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,Unnamed: 0_x,Unnamed: 0.1_x,trade_date_x,open_x,high_x,low_x,close_x,pre_close_x,change_x,pct_chg_x,vol_x,amount_x,Unnamed: 0_y,Unnamed: 0.1_y,trade_date_y,open_y,high_y,low_y,close_y,pre_close_y,change_y,pct_chg_y,vol_y,amount_y
0,11.0,11.0,000014.SZ,20220428.0,9.25,10.71,9.25,10.71,9.74,0.97,9.9589,323536.5,320709.083,,,,,,,,,,,,,,,,,,,,,,,,
1,22.0,22.0,000029.SZ,20220428.0,7.32,8.06,7.08,8.06,7.33,0.73,9.9591,107190.97,80921.123,,,,,,,,,,,,,,,,,,,,,,,,
2,73.0,73.0,000402.SZ,20220428.0,5.59,6.06,5.5,6.06,5.51,0.55,9.9819,1028757.48,608539.971,,,,,,,,,,,,,,,,,,,,,,,,
3,107.0,107.0,000514.SZ,20220428.0,4.84,5.47,4.76,5.47,4.97,0.5,10.0604,1310213.31,671927.363,,,,,,,,,,,,,,,,,,,,,,,,
4,108.0,108.0,000516.SZ,20220428.0,7.05,7.8,6.97,7.8,7.09,0.71,10.0141,975808.12,746974.552,,,,,,,,,,,,,,,,,,,,,,,,
5,140.0,140.0,000553.SZ,20220428.0,8.38,8.78,8.38,8.78,7.98,0.8,10.0251,128602.58,111664.839,,,,,,,,,,,,,,,,,,,,,,,,
6,150.0,150.0,000565.SZ,20220428.0,4.99,5.18,4.96,5.18,4.71,0.47,9.9788,71322.29,36348.799,,,,,,,,,,,,,,,,,,,,,,,,
7,175.0,175.0,000600.SZ,20220428.0,3.75,4.05,3.7,4.05,3.68,0.37,10.0543,156561.99,62198.08,,,,,,,,,,,,,,,,,,,,,,,,
8,259.0,259.0,000720.SZ,20220428.0,4.34,4.76,4.31,4.76,4.33,0.43,9.9307,116492.0,54548.032,,,,,,,,,,,,,,,,,,,,,,,,
10,272.0,272.0,000736.SZ,20220428.0,21.11,23.1,20.79,23.1,21.0,2.1,10.0,1083037.47,2396540.279,,,,,,,,,,,,,,,,,,,,,,,,
13,370.0,370.0,000899.SZ,20220428.0,5.08,5.08,5.08,5.08,4.62,0.46,9.9567,53295.5,27074.114,,,,,,,,,,,,,,,,,,,,,,,,
14,416.0,416.0,000963.SZ,20220428.0,31.0,32.35,30.73,32.35,29.41,2.94,9.9966,196739.85,621637.916,,,,,,,,,,,,,,,,,,,,,,,,
15,464.0,464.0,001267.SZ,20220428.0,4.7,5.21,4.66,5.21,4.74,0.47,9.9156,114013.96,57918.806,,,,,,,,,,,,,,,,,,,,,,,,
16,560.0,560.0,002088.SZ,20220428.0,14.41,14.41,14.41,14.41,13.1,1.31,10.0,3293.11,4745.371,,,,,,,,,,,,,,,,,,,,,,,,
20,714.0,714.0,002244.SZ,20220428.0,7.2,7.93,7.13,7.93,7.21,0.72,9.9861,727981.14,564699.861,,,,,,,,,,,,,,,,,,,,,,,,
21,804.0,804.0,002336.SZ,20220428.0,5.53,5.84,5.35,5.84,5.31,0.53,9.9812,51710.0,29661.536,,,,,,,,,,,,,,,,,,,,,,,,
23,886.0,886.0,002419.SZ,20220428.0,6.14,6.14,6.14,6.14,5.58,0.56,10.0358,82268.24,50512.699,,,,,,,,,,,,,,,,,,,,,,,,
24,919.0,919.0,002453.SZ,20220428.0,9.07,10.11,8.8,10.11,9.19,0.92,10.0109,378643.12,368313.019,,,,,,,,,,,,,,,,,,,,,,,,
26,1145.0,1145.0,002685.SZ,20220428.0,2.5,2.74,2.5,2.74,2.49,0.25,10.0402,101270.0,27270.154,,,,,,,,,,,,,,,,,,,,,,,,
32,1342.0,1342.0,002898.SZ,20220428.0,9.39,10.57,9.39,10.57,9.61,0.96,9.9896,91683.54,93402.735,,,,,,,,,,,,,,,,,,,,,,,,
33,1381.0,1381.0,002941.SZ,20220428.0,16.0,18.19,15.68,18.19,16.54,1.65,9.9758,592223.17,1000097.564,,,,,,,,,,,,,,,,,,,,,,,,
35,1453.0,1453.0,003019.SZ,20220428.0,23.99,24.0,23.1,24.0,21.82,2.18,9.9908,34931.64,83423.946,,,,,,,,,,,,,,,,,,,,,,,,
37,2791.0,2791.0,600220.SH,20220428.0,2.57,2.84,2.49,2.84,2.58,0.26,10.0775,1394126.61,378509.245,,,,,,,,,,,,,,,,,,,,,,,,
38,2812.0,2812.0,600243.SH,20220428.0,4.02,4.58,3.97,4.58,4.16,0.42,10.0962,390594.65,176153.341,,,,,,,,,,,,,,,,,,,,,,,,
39,2878.0,2878.0,600325.SH,20220428.0,6.83,7.21,6.8,7.21,6.55,0.66,10.0763,301661.23,213638.291,,,,,,,,,,,,,,,,,,,,,,,,
40,2915.0,2915.0,600370.SH,20220428.0,2.94,3.07,2.9,3.07,2.79,0.28,10.0358,331954.88,100363.371,,,,,,,,,,,,,,,,,,,,,,,,
41,3005.0,3005.0,600502.SH,20220428.0,5.59,6.4,5.52,6.4,5.82,0.58,9.9656,3135607.66,1859110.123,,,,,,,,,,,,,,,,,,,,,,,,
42,3037.0,3037.0,600538.SH,20220428.0,5.4,6.11,5.3,6.11,5.55,0.56,10.0901,690120.71,409501.315,,,,,,,,,,,,,,,,,,,,,,,,
43,3041.0,3041.0,600545.SH,20220428.0,2.85,2.85,2.85,2.85,2.59,0.26,10.0386,64107.26,18270.569,,,,,,,,,,,,,,,,,,,,,,,,
44,3139.0,3139.0,600657.SH,20220428.0,5.36,6.01,5.36,6.01,5.46,0.55,10.0733,1784252.25,1048440.931,,,,,,,,,,,,,,,,,,,,,,,,
45,3164.0,3164.0,600689.SH,20220428.0,7.18,8.06,6.97,8.06,7.33,0.73,9.9591,216358.56,164161.943,,,,,,,,,,,,,,,,,,,,,,,,
47,3424.0,3424.0,601038.SH,20220428.0,9.38,10.04,9.38,10.04,9.13,0.91,9.9671,118171.18,115627.198,,,,,,,,,,,,,,,,,,,,,,,,
48,3476.0,3476.0,601231.SH,20220428.0,11.02,11.41,10.87,11.41,10.37,1.04,10.0289,145076.82,162893.188,,,,,,,,,,,,,,,,,,,,,,,,
49,3515.0,3515.0,601579.SH,20220428.0,11.51,13.01,11.45,13.01,11.83,1.18,9.9746,261131.59,331944.887,,,,,,,,,,,,,,,,,,,,,,,,
51,3586.0,3586.0,601898.SH,20220428.0,8.7,9.46,8.55,9.46,8.6,0.86,10.0,1057448.42,972606.368,,,,,,,,,,,,,,,,,,,,,,,,
52,3725.0,3725.0,603155.SH,20220428.0,45.76,48.88,45.2,48.88,44.44,4.44,9.991,21464.46,101621.668,,,,,,,,,,,,,,,,,,,,,,,,
53,3815.0,3815.0,603317.SH,20220428.0,18.98,21.32,18.58,21.32,19.38,1.94,10.0103,230772.88,462361.084,,,,,,,,,,,,,,,,,,,,,,,,
55,3920.0,3920.0,603585.SH,20220428.0,16.88,17.6,16.7,17.6,16.0,1.6,10.0,24717.69,42696.702,,,,,,,,,,,,,,,,,,,,,,,,
56,3994.0,3994.0,603706.SH,20220428.0,14.32,15.82,14.09,15.82,14.38,1.44,10.0139,40369.3,62591.021,,,,,,,,,,,,,,,,,,,,,,,,
57,4039.0,4039.0,603803.SH,20220428.0,6.0,6.36,6.0,6.36,5.78,0.58,10.0346,47707.94,29920.952,,,,,,,,,,,,,,,,,,,,,,,,
58,4072.0,4072.0,603868.SH,20220428.0,53.0,54.63,51.67,54.63,49.66,4.97,10.0081,13437.97,72053.346,,,,,,,,,,,,,,,,,,,,,,,,
60,4111.0,4111.0,603928.SH,20220428.0,10.0,10.52,9.87,10.52,9.56,0.96,10.0418,18407.0,19259.454,,,,,,,,,,,,,,,,,,,,,,,,
61,4145.0,4145.0,603990.SH,20220428.0,14.6,16.19,14.48,16.19,14.72,1.47,9.9864,71407.29,110499.266,,,,,,,,,,,,,,,,,,,,,,,,
62,4265.0,4265.0,605598.SH,20220428.0,15.99,19.55,15.99,19.55,17.77,1.78,10.0169,289188.57,490554.955,,,,,,,,,,,,,,,,,,,,,,,,
