,Unnamed: 0,Unnamed: 0.1,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,Unnamed: 0_x,Unnamed: 0.1_x,trade_date_x,open_x,high_x,low_x,close_x,pre_close_x,change_x,pct_chg_x,vol_x,amount_x,Unnamed: 0_y,Unnamed: 0.1_y,trade_date_y,open_y,high_y,low_y,close_y,pre_close_y,change_y,pct_chg_y,vol_y,amount_y
0,14.0,14.0,000019.SZ,20220329.0,8.3,9.3,8.13,9.3,8.45,0.85,10.0592,389275.2,353150.175,,,,,,,,,,,,,,,,,,,,,,,,
1,88.0,88.0,000422.SZ,20220329.0,19.3,21.22,19.03,21.22,19.29,1.93,10.0052,1128633.25,2321986.33,,,,,,,,,,,,,,,,,,,,,,,,
3,133.0,133.0,000545.SZ,20220329.0,4.28,4.28,4.28,4.28,3.89,0.39,10.0257,156464.01,66966.596,,,,,,,,,,,,,,,,,,,,,,,,
4,156.0,156.0,000572.SZ,20220329.0,5.4,5.91,5.4,5.91,5.37,0.54,10.0559,719002.84,418656.338,,,,,,,,,,,,,,,,,,,,,,,,
5,219.0,219.0,000667.SZ,20220329.0,1.95,2.2,1.89,2.2,2.0,0.2,10.0,4052738.84,821558.551,,,,,,,,,,,,,,,,,,,,,,,,
6,248.0,248.0,000707.SZ,20220329.0,9.01,10.0,9.01,10.0,9.09,0.91,10.011,322725.85,312941.166,,,,,,,,,,,,,,,,,,,,,,,,
7,269.0,269.0,000731.SZ,20220329.0,9.02,9.88,8.92,9.87,8.98,0.89,9.9109,830944.78,793244.994,,,,,,,,,,,,,,,,,,,,,,,,
9,301.0,301.0,000790.SZ,20220329.0,5.49,6.02,5.43,6.02,5.47,0.55,10.0548,359639.41,210677.044,,,,,,,,,,,,,,,,,,,,,,,,
10,308.0,308.0,000798.SZ,20220329.0,7.86,8.68,7.81,8.68,7.89,0.79,10.0127,101272.69,85596.627,,,,,,,,,,,,,,,,,,,,,,,,
11,447.0,447.0,000999.SZ,20220329.0,39.85,43.35,38.66,43.35,39.41,3.94,9.9975,263442.61,1098114.771,,,,,,,,,,,,,,,,,,,,,,,,
