,Unnamed: 0,Unnamed: 0.1,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,Unnamed: 0_x,Unnamed: 0.1_x,trade_date_x,open_x,high_x,low_x,close_x,pre_close_x,change_x,pct_chg_x,vol_x,amount_x,Unnamed: 0_y,Unnamed: 0.1_y,trade_date_y,open_y,high_y,low_y,close_y,pre_close_y,change_y,pct_chg_y,vol_y,amount_y
0,7.0,7.0,000009.SZ,20220427.0,8.05,8.86,7.92,8.86,8.05,0.81,10.0621,901879.63,763242.946,,,,,,,,,,,,,,,,,,,,,,,,
1,62.0,62.0,000155.SZ,20220427.0,13.96,15.63,13.79,15.63,14.21,1.42,9.993,515627.52,766992.916,,,,,,,,,,,,,,,,,,,,,,,,
2,71.0,71.0,000400.SZ,20220427.0,13.32,14.61,13.32,14.61,13.28,1.33,10.0151,396043.37,559046.5,,,,,,,,,,,,,,,,,,,,,,,,
4,136.0,136.0,000548.SZ,20220427.0,3.68,4.07,3.66,4.07,3.7,0.37,10.0,120509.92,47412.597,,,,,,,,,,,,,,,,,,,,,,,,
5,212.0,212.0,000657.SZ,20220427.0,8.4,9.38,8.25,9.38,8.53,0.85,9.9648,124666.86,110760.045,,,,,,,,,,,,,,,,,,,,,,,,
7,274.0,274.0,000738.SZ,20220427.0,20.4,21.81,20.3,21.81,19.83,1.98,9.9849,178973.75,382219.365,,,,,,,,,,,,,,,,,,,,,,,,
9,286.0,286.0,000762.SZ,20220427.0,26.97,29.92,26.8,29.92,27.2,2.72,10.0,310916.59,887176.542,,,,,,,,,,,,,,,,,,,,,,,,
10,314.0,314.0,000807.SZ,20220427.0,9.22,10.24,9.08,10.24,9.31,0.93,9.9893,1028279.84,1013776.713,,,,,,,,,,,,,,,,,,,,,,,,
11,332.0,332.0,000831.SZ,20220427.0,19.54,21.78,19.4,21.78,19.8,1.98,10.0,373256.28,777734.129,,,,,,,,,,,,,,,,,,,,,,,,
13,367.0,367.0,000893.SZ,20220427.0,31.6,34.72,31.22,34.72,31.56,3.16,10.0127,188838.95,631182.196,,,,,,,,,,,,,,,,,,,,,,,,
14,418.0,418.0,000965.SZ,20220427.0,6.24,6.58,6.16,6.58,5.98,0.6,10.0334,3049176.76,1980765.214,,,,,,,,,,,,,,,,,,,,,,,,
15,505.0,505.0,002028.SZ,20220427.0,25.2,27.72,24.64,27.72,25.2,2.52,10.0,109638.82,289208.025,,,,,,,,,,,,,,,,,,,,,,,,
16,513.0,513.0,002036.SZ,20220427.0,9.76,10.8,9.76,10.8,9.82,0.98,9.9796,396505.15,408546.698,,,,,,,,,,,,,,,,,,,,,,,,
17,516.0,516.0,002039.SZ,20220427.0,15.79,16.92,15.61,16.92,15.38,1.54,10.013,64745.52,106095.113,,,,,,,,,,,,,,,,,,,,,,,,
18,518.0,518.0,002041.SZ,20220427.0,19.67,21.87,19.21,21.87,19.88,1.99,10.0101,217627.19,453758.339,,,,,,,,,,,,,,,,,,,,,,,,
19,537.0,537.0,002060.SZ,20220427.0,6.73,7.08,6.61,7.08,6.44,0.64,9.9379,2191576.78,1525123.117,,,,,,,,,,,,,,,,,,,,,,,,
20,549.0,549.0,002074.SZ,20220427.0,23.0,25.25,22.68,25.25,22.95,2.3,10.0218,405502.24,974186.307,,,,,,,,,,,,,,,,,,,,,,,,
21,599.0,599.0,002125.SZ,20220427.0,10.03,10.56,9.95,10.56,9.6,0.96,10.0,326582.82,337542.019,,,,,,,,,,,,,,,,,,,,,,,,
22,649.0,649.0,002176.SZ,20220427.0,16.33,18.18,16.15,18.18,16.53,1.65,9.9819,843459.33,1463377.112,,,,,,,,,,,,,,,,,,,,,,,,
23,665.0,665.0,002192.SZ,20220427.0,77.1,86.23,76.21,86.23,78.39,7.84,10.0013,93569.94,764241.144,,,,,,,,,,,,,,,,,,,,,,,,
25,712.0,712.0,002240.SZ,20220427.0,34.51,37.46,34.34,37.46,34.05,3.41,10.0147,338216.74,1226386.6,,,,,,,,,,,,,,,,,,,,,,,,
26,713.0,713.0,002241.SZ,20220427.0,28.73,30.39,28.7,30.39,27.63,2.76,9.9891,760585.99,2272604.961,,,,,,,,,,,,,,,,,,,,,,,,
27,717.0,717.0,002245.SZ,20220427.0,15.7,17.69,15.49,17.69,16.08,1.61,10.0124,426455.16,721413.464,,,,,,,,,,,,,,,,,,,,,,,,
28,796.0,796.0,002326.SZ,20220427.0,22.01,24.23,21.55,24.23,22.03,2.2,9.9864,490774.6,1132967.549,,,,,,,,,,,,,,,,,,,,,,,,
29,805.0,805.0,002335.SZ,20220427.0,16.54,18.4,16.4,18.4,16.73,1.67,9.9821,123959.51,216483.089,,,,,,,,,,,,,,,,,,,,,,,,
31,903.0,903.0,002434.SZ,20220427.0,5.79,6.38,5.65,6.38,5.8,0.58,10.0,273477.87,168421.967,,,,,,,,,,,,,,,,,,,,,,,,
32,927.0,927.0,002459.SZ,20220427.0,68.04,76.84,68.0,76.84,69.85,6.99,10.0072,190005.52,1403670.639,,,,,,,,,,,,,,,,,,,,,,,,
33,928.0,928.0,002460.SZ,20220427.0,92.0,101.46,89.9,101.46,92.24,9.22,9.9957,340855.01,3287920.722,,,,,,,,,,,,,,,,,,,,,,,,
34,934.0,934.0,002466.SZ,20220427.0,58.92,65.35,58.05,65.35,59.41,5.94,9.9983,569897.06,3544825.211,,,,,,,,,,,,,,,,,,,,,,,,
35,951.0,951.0,002484.SZ,20220427.0,15.03,16.54,15.03,16.54,15.04,1.5,9.9734,50771.08,82457.122,,,,,,,,,,,,,,,,,,,,,,,,
36,964.0,964.0,002497.SZ,20220427.0,23.0,25.53,22.88,25.53,23.21,2.32,9.9957,684181.82,1674650.719,,,,,,,,,,,,,,,,,,,,,,,,
38,1050.0,1050.0,002585.SZ,20220427.0,11.89,12.73,11.8,12.73,11.57,1.16,10.0259,339624.73,418032.287,,,,,,,,,,,,,,,,,,,,,,,,
39,1061.0,1061.0,002596.SZ,20220427.0,3.33,3.61,3.29,3.61,3.28,0.33,10.061,2259021.39,798220.718,,,,,,,,,,,,,,,,,,,,,,,,
40,1120.0,1120.0,002657.SZ,20220427.0,11.33,12.64,11.01,12.64,11.49,1.15,10.0087,242884.49,289036.098,,,,,,,,,,,,,,,,,,,,,,,,
