,Unnamed: 0,Unnamed: 0.1,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,Unnamed: 0_x,Unnamed: 0.1_x,trade_date_x,open_x,high_x,low_x,close_x,pre_close_x,change_x,pct_chg_x,vol_x,amount_x,Unnamed: 0_y,Unnamed: 0.1_y,trade_date_y,open_y,high_y,low_y,close_y,pre_close_y,change_y,pct_chg_y,vol_y,amount_y
0,40.0,40.0,000056.SZ,20220506.0,4.38,5.3,4.38,5.3,4.82,0.48,9.9585,421545.61,198882.199,,,,,,,,,,,,,,,,,,,,,,,,
1,48.0,48.0,000066.SZ,20220506.0,8.76,9.87,8.65,9.87,8.97,0.9,10.0334,632611.84,602306.191,,,,,,,,,,,,,,,,,,,,,,,,
2,97.0,97.0,000503.SZ,20220506.0,7.72,8.61,7.51,8.61,7.83,0.78,9.9617,231158.0,187223.88,,,,,,,,,,,,,,,,,,,,,,,,
3,100.0,100.0,000506.SZ,20220506.0,2.97,2.97,2.97,2.97,2.7,0.27,10.0,84601.4,25126.615,,,,,,,,,,,,,,,,,,,,,,,,
4,197.0,197.0,000632.SZ,20220506.0,3.55,3.85,3.43,3.85,3.5,0.35,10.0,363666.67,131272.678,,,,,,,,,,,,,,,,,,,,,,,,
5,238.0,238.0,000701.SZ,20220506.0,5.62,6.38,5.55,6.38,5.8,0.58,10.0,238377.43,147528.297,,,,,,,,,,,,,,,,,,,,,,,,
7,315.0,315.0,000815.SZ,20220506.0,9.91,11.28,9.86,11.28,10.25,1.03,10.0488,431598.91,453512.717,,,,,,,,,,,,,,,,,,,,,,,,
8,405.0,405.0,000953.SZ,20220506.0,5.63,6.31,5.47,6.31,5.74,0.57,9.9303,121703.01,72501.781,,,,,,,,,,,,,,,,,,,,,,,,
9,417.0,417.0,000968.SZ,20220506.0,10.4,11.67,10.33,11.67,10.61,1.06,9.9906,902943.45,1028345.576,,,,,,,,,,,,,,,,,,,,,,,,
10,450.0,450.0,001210.SZ,20220506.0,22.75,25.67,22.61,25.67,23.34,2.33,9.9829,16307.68,39948.717,,,,,,,,,,,,,,,,,,,,,,,,
11,451.0,451.0,001211.SZ,20220506.0,22.75,25.44,22.32,25.44,23.13,2.31,9.987,16879.0,41530.082,,,,,,,,,,,,,,,,,,,,,,,,
13,461.0,461.0,001234.SZ,20220506.0,25.5,28.72,25.16,28.72,26.11,2.61,9.9962,55645.62,155302.551,,,,,,,,,,,,,,,,,,,,,,,,
14,469.0,469.0,001317.SZ,20220506.0,53.0,59.88,52.0,59.88,54.44,5.44,9.9927,81304.6,459384.376,,,,,,,,,,,,,,,,,,,,,,,,
17,566.0,566.0,002094.SZ,20220506.0,3.08,3.45,3.05,3.45,3.14,0.31,9.8726,151393.36,50247.018,,,,,,,,,,,,,,,,,,,,,,,,
18,567.0,567.0,002095.SZ,20220506.0,11.7,13.16,11.6,13.16,11.96,1.2,10.0334,78518.87,100133.623,,,,,,,,,,,,,,,,,,,,,,,,
19,575.0,575.0,002103.SZ,20220506.0,3.75,4.26,3.73,4.26,3.87,0.39,10.0775,288035.47,118175.118,,,,,,,,,,,,,,,,,,,,,,,,
20,642.0,642.0,002173.SZ,20220506.0,5.58,6.31,5.54,6.31,5.74,0.57,9.9303,184785.0,109786.532,,,,,,,,,,,,,,,,,,,,,,,,
21,662.0,662.0,002193.SZ,20220506.0,5.2,5.83,4.91,5.83,5.3,0.53,10.0,75090.17,42016.857,,,,,,,,,,,,,,,,,,,,,,,,
22,676.0,676.0,002207.SZ,20220506.0,6.5,7.4,6.45,7.4,6.73,0.67,9.9554,405822.72,278835.769,,,,,,,,,,,,,,,,,,,,,,,,
26,883.0,883.0,002418.SZ,20220506.0,2.55,2.87,2.51,2.87,2.61,0.26,9.9617,206222.0,55174.94,,,,,,,,,,,,,,,,,,,,,,,,
28,1008.0,1008.0,002551.SZ,20220506.0,4.21,4.74,4.17,4.74,4.31,0.43,9.9768,281735.5,126307.236,,,,,,,,,,,,,,,,,,,,,,,,
30,1098.0,1098.0,002644.SZ,20220506.0,7.93,8.99,7.88,8.99,8.17,0.82,10.0367,133263.05,112281.146,,,,,,,,,,,,,,,,,,,,,,,,
32,1145.0,1145.0,002693.SZ,20220506.0,6.05,7.39,6.05,7.39,6.72,0.67,9.9702,936757.5,603063.311,,,,,,,,,,,,,,,,,,,,,,,,
33,1162.0,1162.0,002713.SZ,20220506.0,5.8,6.49,5.69,6.49,5.9,0.59,10.0,58093.77,35776.108,,,,,,,,,,,,,,,,,,,,,,,,
38,1240.0,1240.0,002799.SZ,20220506.0,9.87,10.84,9.61,10.84,9.85,0.99,10.0508,41172.96,43252.388,,,,,,,,,,,,,,,,,,,,,,,,
39,1244.0,1244.0,002803.SZ,20220506.0,10.9,12.33,10.8,12.33,11.21,1.12,9.9911,104425.01,122899.481,,,,,,,,,,,,,,,,,,,,,,,,
40,1264.0,1264.0,002826.SZ,20220506.0,8.68,9.7,8.6,9.7,8.82,0.88,9.9773,52902.0,48661.532,,,,,,,,,,,,,,,,,,,,,,,,
42,1308.0,1308.0,002873.SZ,20220506.0,14.32,16.06,14.15,16.06,14.6,1.46,10.0,135686.29,206803.064,,,,,,,,,,,,,,,,,,,,,,,,
43,1316.0,1316.0,002882.SZ,20220506.0,8.06,9.02,7.97,9.02,8.2,0.82,10.0,49559.0,42828.509,,,,,,,,,,,,,,,,,,,,,,,,
44,1339.0,1339.0,002907.SZ,20220506.0,11.3,12.62,11.05,12.62,11.47,1.15,10.0262,65888.54,78350.838,,,,,,,,,,,,,,,,,,,,,,,,
45,1362.0,1362.0,002932.SZ,20220506.0,117.72,131.27,117.25,131.27,119.34,11.93,9.9966,52723.94,671137.47,,,,,,,,,,,,,,,,,,,,,,,,
46,1431.0,1431.0,003007.SZ,20220506.0,18.36,20.69,18.1,20.69,18.81,1.88,9.9947,89615.5,176840.7,,,,,,,,,,,,,,,,,,,,,,,,
50,2798.0,2798.0,600243.SH,20220506.0,4.71,5.54,4.71,5.54,5.04,0.5,9.9206,835816.38,433908.085,,,,,,,,,,,,,,,,,,,,,,,,
52,2899.0,2899.0,600370.SH,20220506.0,3.04,3.41,3.01,3.41,3.1,0.31,10.0,991542.68,330325.753,,,,,,,,,,,,,,,,,,,,,,,,
53,2960.0,2960.0,600463.SH,20220506.0,7.0,7.9,7.0,7.9,7.18,0.72,10.0279,102964.25,78271.654,,,,,,,,,,,,,,,,,,,,,,,,
54,3018.0,3018.0,600536.SH,20220506.0,32.0,36.34,31.83,36.34,33.04,3.3,9.9879,100303.3,349800.575,,,,,,,,,,,,,,,,,,,,,,,,
55,3021.0,3021.0,600539.SH,20220506.0,5.76,6.42,5.65,6.42,5.84,0.58,9.9315,44366.01,27574.318,,,,,,,,,,,,,,,,,,,,,,,,
58,3116.0,3116.0,600651.SH,20220506.0,2.98,3.28,2.95,3.28,2.98,0.3,10.0671,269152.22,87133.169,,,,,,,,,,,,,,,,,,,,,,,,
60,3202.0,3202.0,600756.SH,20220506.0,10.71,12.1,10.62,12.1,11.0,1.1,10.0,166399.53,191554.656,,,,,,,,,,,,,,,,,,,,,,,,
61,3240.0,3240.0,600800.SH,20220506.0,4.05,4.05,4.05,4.05,3.68,0.37,10.0543,69257.03,28049.097,,,,,,,,,,,,,,,,,,,,,,,,
62,3325.0,3325.0,600898.SH,20220506.0,6.5,7.33,6.3,7.33,6.66,0.67,10.0601,159743.43,110072.781,,,,,,,,,,,,,,,,,,,,,,,,
63,3630.0,3630.0,603033.SH,20220506.0,21.0,23.39,20.5,23.39,21.26,2.13,10.0188,41475.44,93196.351,,,,,,,,,,,,,,,,,,,,,,,,
67,3741.0,3741.0,603209.SH,20220506.0,20.58,23.31,20.4,23.31,21.19,2.12,10.0047,100859.85,228767.884,,,,,,,,,,,,,,,,,,,,,,,,
69,3819.0,3819.0,603353.SH,20220506.0,18.0,18.47,17.67,18.47,16.79,1.68,10.006,16439.17,30057.993,,,,,,,,,,,,,,,,,,,,,,,,
70,3828.0,3828.0,603366.SH,20220506.0,4.01,4.27,4.01,4.27,3.88,0.39,10.0515,55052.0,23347.322,,,,,,,,,,,,,,,,,,,,,,,,
73,3981.0,3981.0,603716.SH,20220506.0,12.65,14.16,12.58,14.16,12.87,1.29,10.0233,56583.54,78284.621,,,,,,,,,,,,,,,,,,,,,,,,
74,4030.0,4030.0,603819.SH,20220506.0,11.55,12.69,11.55,12.69,11.54,1.15,9.9653,75830.12,95081.091,,,,,,,,,,,,,,,,,,,,,,,,
75,4052.0,4052.0,603868.SH,20220506.0,61.6,69.41,60.01,69.41,63.1,6.31,10.0,48726.67,323816.708,,,,,,,,,,,,,,,,,,,,,,,,
77,4205.0,4205.0,605286.SH,20220506.0,20.37,23.1,20.15,23.1,21.0,2.1,10.0,34136.51,75845.349,,,,,,,,,,,,,,,,,,,,,,,,
