,Unnamed: 0,Unnamed: 0.1,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,Unnamed: 0_x,Unnamed: 0.1_x,trade_date_x,open_x,high_x,low_x,close_x,pre_close_x,change_x,pct_chg_x,vol_x,amount_x,Unnamed: 0_y,Unnamed: 0.1_y,trade_date_y,open_y,high_y,low_y,close_y,pre_close_y,change_y,pct_chg_y,vol_y,amount_y
0,46.0,46.0,000063.SZ,20220323.0,25.99,25.99,25.99,25.99,23.63,2.36,9.9873,153961.61,400146.224,,,,,,,,,,,,,,,,,,,,,,,,
2,144.0,144.0,000558.SZ,20220323.0,3.42,3.78,3.42,3.78,3.44,0.34,9.8837,1270524.0,463345.811,,,,,,,,,,,,,,,,,,,,,,,,
3,163.0,163.0,000586.SZ,20220323.0,8.15,8.97,8.08,8.97,8.15,0.82,10.0613,91214.73,80907.831,,,,,,,,,,,,,,,,,,,,,,,,
4,181.0,181.0,000608.SZ,20220323.0,3.4,3.83,3.37,3.83,3.48,0.35,10.0575,667448.72,242543.02,,,,,,,,,,,,,,,,,,,,,,,,
6,273.0,273.0,000736.SZ,20220323.0,7.82,8.65,7.4,8.65,7.86,0.79,10.0509,374997.48,306898.712,,,,,,,,,,,,,,,,,,,,,,,,
7,344.0,344.0,000852.SZ,20220323.0,6.77,7.04,6.63,7.04,6.4,0.64,10.0,331552.11,229630.719,,,,,,,,,,,,,,,,,,,,,,,,
8,371.0,371.0,000897.SZ,20220323.0,2.88,3.17,2.84,3.17,2.88,0.29,10.0694,1094823.73,329417.345,,,,,,,,,,,,,,,,,,,,,,,,
11,568.0,568.0,002090.SZ,20220323.0,8.2,8.86,8.1,8.86,8.05,0.81,10.0621,95999.82,83307.982,,,,,,,,,,,,,,,,,,,,,,,,
12,671.0,671.0,002194.SZ,20220323.0,8.67,9.53,8.66,9.53,8.66,0.87,10.0462,56048.03,52963.538,,,,,,,,,,,,,,,,,,,,,,,,
13,759.0,759.0,002285.SZ,20220323.0,3.86,4.19,3.82,4.19,3.81,0.38,9.9738,2382304.5,962525.035,,,,,,,,,,,,,,,,,,,,,,,,
14,774.0,774.0,002300.SZ,20220323.0,6.78,7.38,6.76,7.38,6.71,0.67,9.9851,263818.2,191175.262,,,,,,,,,,,,,,,,,,,,,,,,
15,783.0,783.0,002309.SZ,20220323.0,7.83,7.83,7.51,7.83,7.12,0.71,9.9719,1068200.79,834284.847,,,,,,,,,,,,,,,,,,,,,,,,
16,843.0,843.0,002370.SZ,20220323.0,6.19,6.83,6.04,6.83,6.21,0.62,9.9839,871531.16,575471.545,,,,,,,,,,,,,,,,,,,,,,,,
17,868.0,868.0,002395.SZ,20220323.0,9.33,10.27,9.32,10.27,9.34,0.93,9.9572,33727.19,34009.938,,,,,,,,,,,,,,,,,,,,,,,,
18,948.0,948.0,002476.SZ,20220323.0,4.85,5.31,4.81,5.31,4.83,0.48,9.9379,267049.09,136721.538,,,,,,,,,,,,,,,,,,,,,,,,
19,953.0,953.0,002482.SZ,20220323.0,3.45,3.45,3.45,3.45,3.14,0.31,9.8726,383227.05,132213.332,,,,,,,,,,,,,,,,,,,,,,,,
20,958.0,958.0,002487.SZ,20220323.0,32.99,35.45,32.52,35.45,32.23,3.22,9.9907,501965.69,1739663.166,,,,,,,,,,,,,,,,,,,,,,,,
21,969.0,969.0,002498.SZ,20220323.0,4.1,4.43,4.1,4.43,4.03,0.4,9.9256,1080833.99,471534.351,,,,,,,,,,,,,,,,,,,,,,,,
22,1016.0,1016.0,002547.SZ,20220323.0,3.8,4.2,3.8,4.2,3.82,0.38,9.9476,1037692.15,431375.168,,,,,,,,,,,,,,,,,,,,,,,,
23,1047.0,1047.0,002578.SZ,20220323.0,4.33,4.75,4.28,4.75,4.32,0.43,9.9537,662085.62,307706.666,,,,,,,,,,,,,,,,,,,,,,,,
25,1107.0,1107.0,002639.SZ,20220323.0,13.5,13.5,13.3,13.5,12.27,1.23,10.0244,393921.12,531785.536,,,,,,,,,,,,,,,,,,,,,,,,
