,Unnamed: 0,Unnamed: 0.1,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,Unnamed: 0_x,Unnamed: 0.1_x,trade_date_x,open_x,high_x,low_x,close_x,pre_close_x,change_x,pct_chg_x,vol_x,amount_x,Unnamed: 0_y,Unnamed: 0.1_y,trade_date_y,open_y,high_y,low_y,close_y,pre_close_y,change_y,pct_chg_y,vol_y,amount_y
0,92.0,92.0,000428.SZ,20220121.0,3.28,3.5,3.19,3.5,3.18,0.32,10.0629,613122.35,209781.721,,,,,,,,,,,,,,,,,,,,,,,,
1,156.0,156.0,000573.SZ,20220121.0,3.22,3.56,3.21,3.56,3.24,0.32,9.8765,355906.11,121059.803,,,,,,,,,,,,,,,,,,,,,,,,
3,191.0,191.0,000622.SZ,20220121.0,3.98,4.43,3.98,4.43,4.03,0.4,9.9256,291420.56,124134.762,,,,,,,,,,,,,,,,,,,,,,,,
4,225.0,225.0,000677.SZ,20220121.0,3.2,3.53,3.19,3.53,3.21,0.32,9.9688,662831.07,229589.697,,,,,,,,,,,,,,,,,,,,,,,,
5,243.0,243.0,000701.SZ,20220121.0,5.45,6.0,5.28,6.0,5.45,0.55,10.0917,219158.08,127039.496,,,,,,,,,,,,,,,,,,,,,,,,
6,251.0,251.0,000711.SZ,20220121.0,2.92,3.21,2.89,3.21,2.92,0.29,9.9315,359508.8,113596.637,,,,,,,,,,,,,,,,,,,,,,,,
7,338.0,338.0,000838.SZ,20220121.0,6.41,7.07,6.36,7.07,6.43,0.64,9.9533,417552.54,283927.564,,,,,,,,,,,,,,,,,,,,,,,,
8,406.0,406.0,000948.SZ,20220121.0,15.15,16.29,15.0,16.29,14.81,1.48,9.9932,323385.18,521630.406,,,,,,,,,,,,,,,,,,,,,,,,
9,411.0,411.0,000953.SZ,20220121.0,6.36,7.01,6.22,7.01,6.37,0.64,10.0471,310228.08,212742.752,,,,,,,,,,,,,,,,,,,,,,,,
10,451.0,451.0,001205.SZ,20220121.0,27.85,30.82,27.69,30.82,28.02,2.8,9.9929,31500.86,92876.097,,,,,,,,,,,,,,,,,,,,,,,,
11,512.0,512.0,002037.SZ,20220121.0,7.65,8.38,7.59,8.38,7.62,0.76,9.9738,116457.21,95770.269,,,,,,,,,,,,,,,,,,,,,,,,
12,534.0,534.0,002059.SZ,20220121.0,7.58,7.84,7.58,7.84,7.13,0.71,9.9579,496710.86,386976.761,,,,,,,,,,,,,,,,,,,,,,,,
13,567.0,567.0,002095.SZ,20220121.0,15.3,16.94,15.25,16.94,15.4,1.54,10.0,120580.59,196812.728,,,,,,,,,,,,,,,,,,,,,,,,
14,668.0,668.0,002197.SZ,20220121.0,9.05,10.1,8.87,10.1,9.18,0.92,10.0218,755568.22,749461.595,,,,,,,,,,,,,,,,,,,,,,,,
17,804.0,804.0,002336.SZ,20220121.0,5.62,6.26,5.62,6.26,5.69,0.57,10.0176,141762.98,85100.343,,,,,,,,,,,,,,,,,,,,,,,,
20,1041.0,1041.0,002578.SZ,20220121.0,4.02,4.42,4.01,4.42,4.02,0.4,9.9502,547470.24,236209.97,,,,,,,,,,,,,,,,,,,,,,,,
21,1175.0,1175.0,002717.SZ,20220121.0,4.54,4.54,4.42,4.54,4.13,0.41,9.9274,1139299.95,516968.493,,,,,,,,,,,,,,,,,,,,,,,,
22,1325.0,1325.0,002879.SZ,20220121.0,24.87,27.32,24.1,27.32,24.84,2.48,9.9839,61854.76,160619.91,,,,,,,,,,,,,,,,,,,,,,,,
23,2673.0,2673.0,600123.SH,20220121.0,10.3,11.09,10.26,11.09,10.08,1.01,10.0198,795035.23,845992.988,,,,,,,,,,,,,,,,,,,,,,,,
24,2780.0,2780.0,600250.SH,20220121.0,4.95,5.38,4.95,5.38,4.89,0.49,10.0204,138843.59,73224.218,,,,,,,,,,,,,,,,,,,,,,,,
25,2868.0,2868.0,600358.SH,20220121.0,4.7,4.98,4.62,4.98,4.53,0.45,9.9338,374599.27,185665.893,,,,,,,,,,,,,,,,,,,,,,,,
26,2942.0,2942.0,600463.SH,20220121.0,8.1,9.1,8.04,9.1,8.27,0.83,10.0363,101824.49,89401.452,,,,,,,,,,,,,,,,,,,,,,,,
27,2949.0,2949.0,600476.SH,20220121.0,12.52,13.62,12.46,13.62,12.38,1.24,10.0162,72644.4,97114.489,,,,,,,,,,,,,,,,,,,,,,,,
28,3008.0,3008.0,600546.SH,20220121.0,9.92,9.92,9.92,9.92,9.02,0.9,9.9778,251019.93,249011.771,,,,,,,,,,,,,,,,,,,,,,,,
29,3145.0,3145.0,600706.SH,20220121.0,9.47,9.47,9.47,9.47,8.61,0.86,9.9884,60886.47,57659.487,,,,,,,,,,,,,,,,,,,,,,,,
30,3191.0,3191.0,600756.SH,20220121.0,17.71,20.17,17.5,20.17,18.34,1.83,9.9782,993839.75,1952838.223,,,,,,,,,,,,,,,,,,,,,,,,
32,3289.0,3289.0,600866.SH,20220121.0,5.48,6.05,5.43,6.05,5.5,0.55,10.0,915101.8,537719.178,,,,,,,,,,,,,,,,,,,,,,,,
33,3345.0,3345.0,600961.SH,20220121.0,10.07,11.14,10.07,11.14,10.13,1.01,9.9704,261740.8,284193.306,,,,,,,,,,,,,,,,,,,,,,,,
34,3614.0,3614.0,603023.SH,20220121.0,4.84,4.85,4.72,4.85,4.41,0.44,9.9773,128245.96,62169.214,,,,,,,,,,,,,,,,,,,,,,,,
36,3670.0,3670.0,603106.SH,20220121.0,6.21,6.92,6.17,6.92,6.29,0.63,10.0159,376302.03,250977.914,,,,,,,,,,,,,,,,,,,,,,,,
38,3796.0,3796.0,603337.SH,20220121.0,26.6,26.7,25.6,26.7,24.27,2.43,10.0124,119764.89,316900.295,,,,,,,,,,,,,,,,,,,,,,,,
41,4200.0,4200.0,605319.SH,20220121.0,17.16,18.73,17.05,18.73,17.03,1.7,9.9824,92370.46,171248.118,,,,,,,,,,,,,,,,,,,,,,,,
42,4216.0,4216.0,605398.SH,20220121.0,40.59,44.91,40.2,44.91,40.83,4.08,9.9927,27847.02,121051.956,,,,,,,,,,,,,,,,,,,,,,,,
