,Unnamed: 0,Unnamed: 0.1,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,Unnamed: 0_x,Unnamed: 0.1_x,trade_date_x,open_x,high_x,low_x,close_x,pre_close_x,change_x,pct_chg_x,vol_x,amount_x,Unnamed: 0_y,Unnamed: 0.1_y,trade_date_y,open_y,high_y,low_y,close_y,pre_close_y,change_y,pct_chg_y,vol_y,amount_y
2,272.0,272.0,000736.SZ,20220425.0,16.57,19.15,16.3,19.15,17.41,1.74,9.9943,1255522.87,2353646.859,,,,,,,,,,,,,,,,,,,,,,,,
4,776.0,776.0,002305.SZ,20220425.0,2.43,2.56,2.37,2.56,2.33,0.23,9.8712,1099538.99,276564.777,,,,,,,,,,,,,,,,,,,,,,,,
5,1016.0,1016.0,002550.SZ,20220425.0,5.08,5.42,5.02,5.42,4.93,0.49,9.9391,902180.84,481710.964,,,,,,,,,,,,,,,,,,,,,,,,
6,1302.0,1302.0,002852.SZ,20220425.0,11.39,11.97,11.28,11.97,10.88,1.09,10.0184,123751.28,146765.401,,,,,,,,,,,,,,,,,,,,,,,,
7,1323.0,1323.0,002875.SZ,20220425.0,9.7,9.7,9.7,9.7,8.82,0.88,9.9773,36474.32,35380.09,,,,,,,,,,,,,,,,,,,,,,,,
8,1419.0,1419.0,002980.SZ,20220425.0,25.88,27.71,25.5,27.71,25.19,2.52,10.004,15169.01,41566.0,,,,,,,,,,,,,,,,,,,,,,,,
9,2670.0,2670.0,600062.SH,20220425.0,22.6,24.87,22.41,24.87,22.61,2.26,9.9956,1117542.07,2681285.628,,,,,,,,,,,,,,,,,,,,,,,,
10,2884.0,2884.0,600318.SH,20220425.0,6.59,7.5,6.53,7.5,6.82,0.68,9.9707,815954.58,593031.923,,,,,,,,,,,,,,,,,,,,,,,,
11,2980.0,2980.0,600448.SH,20220425.0,4.3,4.55,4.2,4.55,4.14,0.41,9.9034,2336322.32,1052380.795,,,,,,,,,,,,,,,,,,,,,,,,
12,3050.0,3050.0,600538.SH,20220425.0,5.08,5.67,5.02,5.67,5.15,0.52,10.0971,628148.82,348869.125,,,,,,,,,,,,,,,,,,,,,,,,
13,3159.0,3159.0,600665.SH,20220425.0,4.49,4.8,4.43,4.8,4.36,0.44,10.0917,448535.55,210921.667,,,,,,,,,,,,,,,,,,,,,,,,
15,3277.0,3277.0,600805.SH,20220425.0,4.0,4.3,3.97,4.3,3.91,0.39,9.9744,445738.64,189409.115,,,,,,,,,,,,,,,,,,,,,,,,
16,3368.0,3368.0,600909.SH,20220425.0,4.67,5.15,4.64,5.15,4.68,0.47,10.0427,3000282.06,1527784.687,,,,,,,,,,,,,,,,,,,,,,,,
17,3731.0,3731.0,603129.SH,20220425.0,94.79,107.55,94.79,107.55,97.77,9.78,10.0031,24401.08,256513.332,,,,,,,,,,,,,,,,,,,,,,,,
18,3846.0,3846.0,603337.SH,20220425.0,21.0,21.54,20.27,21.54,19.58,1.96,10.0102,37463.89,79610.61,,,,,,,,,,,,,,,,,,,,,,,,
19,3855.0,3855.0,603357.SH,20220425.0,9.91,11.11,9.91,11.11,10.1,1.01,10.0,391166.7,430379.27,,,,,,,,,,,,,,,,,,,,,,,,
20,3939.0,3939.0,603595.SH,20220425.0,25.7,25.71,25.7,25.71,23.37,2.34,10.0128,14895.39,38292.558,,,,,,,,,,,,,,,,,,,,,,,,
