,Unnamed: 0,Unnamed: 0.1,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,Unnamed: 0_x,Unnamed: 0.1_x,trade_date_x,open_x,high_x,low_x,close_x,pre_close_x,change_x,pct_chg_x,vol_x,amount_x,Unnamed: 0_y,Unnamed: 0.1_y,trade_date_y,open_y,high_y,low_y,close_y,pre_close_y,change_y,pct_chg_y,vol_y,amount_y
0,2.0,2.0,000004.SZ,20220105.0,20.04,21.99,20.04,21.99,19.99,2.0,10.005,75662.54,162479.285,,,,,,,,,,,,,,,,,,,,,,,,
3,134.0,134.0,000546.SZ,20220105.0,12.98,14.31,12.54,14.31,13.01,1.3,9.9923,995522.03,1396907.962,,,,,,,,,,,,,,,,,,,,,,,,
4,141.0,141.0,000554.SZ,20220105.0,5.46,5.98,5.38,5.98,5.44,0.54,9.9265,302968.45,174052.972,,,,,,,,,,,,,,,,,,,,,,,,
5,144.0,144.0,000558.SZ,20220105.0,4.6,4.66,4.46,4.66,4.24,0.42,9.9057,584883.35,270072.032,,,,,,,,,,,,,,,,,,,,,,,,
9,438.0,438.0,000985.SZ,20220105.0,14.3,15.64,14.23,15.64,14.22,1.42,9.9859,35243.0,53446.302,,,,,,,,,,,,,,,,,,,,,,,,
10,508.0,508.0,002034.SZ,20220105.0,19.51,19.51,19.51,19.51,17.74,1.77,9.9775,52196.34,101835.059,,,,,,,,,,,,,,,,,,,,,,,,
13,812.0,812.0,002345.SZ,20220105.0,5.7,6.33,5.67,6.33,5.75,0.58,10.087,879625.35,537435.107,,,,,,,,,,,,,,,,,,,,,,,,
15,821.0,821.0,002354.SZ,20220105.0,6.01,6.92,5.98,6.92,6.29,0.63,10.0159,3200953.23,2037724.673,,,,,,,,,,,,,,,,,,,,,,,,
16,945.0,945.0,002481.SZ,20220105.0,8.95,9.77,8.95,9.77,8.88,0.89,10.0225,448359.56,428424.075,,,,,,,,,,,,,,,,,,,,,,,,
17,950.0,950.0,002486.SZ,20220105.0,3.11,3.41,3.07,3.41,3.1,0.31,10.0,553995.06,184913.609,,,,,,,,,,,,,,,,,,,,,,,,
18,1099.0,1099.0,002638.SZ,20220105.0,2.03,2.21,1.98,2.21,2.01,0.2,9.9502,1530155.62,324832.868,,,,,,,,,,,,,,,,,,,,,,,,
19,1100.0,1100.0,002639.SZ,20220105.0,13.7,15.33,12.6,15.33,13.94,1.39,9.9713,2410685.38,3325897.031,,,,,,,,,,,,,,,,,,,,,,,,
21,1159.0,1159.0,002699.SZ,20220105.0,6.55,7.3,6.45,7.3,6.64,0.66,9.9398,1765240.68,1239392.199,,,,,,,,,,,,,,,,,,,,,,,,
25,1400.0,1400.0,002963.SZ,20220105.0,18.27,19.07,18.09,19.07,17.34,1.73,9.9769,133177.81,249351.203,,,,,,,,,,,,,,,,,,,,,,,,
28,2913.0,2913.0,600423.SH,20220105.0,4.2,4.63,4.16,4.63,4.21,0.42,9.9762,327061.18,147528.725,,,,,,,,,,,,,,,,,,,,,,,,
29,2989.0,2989.0,600530.SH,20220105.0,4.54,4.94,4.41,4.94,4.49,0.45,10.0223,676080.8,327156.278,,,,,,,,,,,,,,,,,,,,,,,,
30,3138.0,3138.0,600706.SH,20220105.0,7.54,8.24,7.39,8.24,7.49,0.75,10.0134,144051.61,112883.56,,,,,,,,,,,,,,,,,,,,,,,,
31,3181.0,3181.0,600753.SH,20220105.0,16.67,18.22,16.67,18.22,16.56,1.66,10.0242,171492.32,307311.997,,,,,,,,,,,,,,,,,,,,,,,,
32,3276.0,3276.0,600860.SH,20220105.0,18.4,20.42,18.23,20.42,18.56,1.86,10.0216,441950.07,851995.905,,,,,,,,,,,,,,,,,,,,,,,,
34,3403.0,3403.0,601107.SH,20220105.0,4.87,5.47,4.81,5.47,4.97,0.5,10.0604,1230402.17,652400.239,,,,,,,,,,,,,,,,,,,,,,,,
35,3524.0,3524.0,601798.SH,20220105.0,8.82,9.7,8.45,9.7,8.82,0.88,9.9773,406126.5,375192.772,,,,,,,,,,,,,,,,,,,,,,,,
36,3656.0,3656.0,603096.SH,20220105.0,30.94,34.1,30.94,34.1,31.0,3.1,10.0,53800.58,177137.706,,,,,,,,,,,,,,,,,,,,,,,,
38,3698.0,3698.0,603176.SH,20220105.0,2.97,2.97,2.97,2.97,2.7,0.27,10.0,2442.31,725.366,,,,,,,,,,,,,,,,,,,,,,,,
41,4205.0,4205.0,605388.SH,20220105.0,18.42,20.15,18.32,20.15,18.32,1.83,9.9891,167898.52,329521.094,,,,,,,,,,,,,,,,,,,,,,,,
42,4221.0,4221.0,605599.SH,20220105.0,13.7,15.08,13.7,15.08,13.71,1.37,9.9927,191597.62,281583.808,,,,,,,,,,,,,,,,,,,,,,,,
