,Unnamed: 0,Unnamed: 0.1,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,Unnamed: 0_x,Unnamed: 0.1_x,trade_date_x,open_x,high_x,low_x,close_x,pre_close_x,change_x,pct_chg_x,vol_x,amount_x,Unnamed: 0_y,Unnamed: 0.1_y,trade_date_y,open_y,high_y,low_y,close_y,pre_close_y,change_y,pct_chg_y,vol_y,amount_y
0,85.0,85.0,000419.SZ,20220119.0,4.84,5.3,4.79,5.3,4.82,0.48,9.9585,314644.44,157456.338,,,,,,,,,,,,,,,,,,,,,,,,
1,112.0,112.0,000520.SZ,20220119.0,3.73,3.73,3.73,3.73,3.39,0.34,10.0295,92066.21,34340.696,,,,,,,,,,,,,,,,,,,,,,,,
2,171.0,171.0,000597.SZ,20220119.0,6.03,6.63,5.98,6.63,6.03,0.6,9.9502,342989.12,215267.516,,,,,,,,,,,,,,,,,,,,,,,,
3,216.0,216.0,000665.SZ,20220119.0,9.51,11.2,9.51,11.2,10.18,1.02,10.0196,2624328.78,2775467.956,,,,,,,,,,,,,,,,,,,,,,,,
4,320.0,320.0,000815.SZ,20220119.0,6.98,7.51,6.9,7.51,6.83,0.68,9.9561,565255.37,414321.658,,,,,,,,,,,,,,,,,,,,,,,,
5,380.0,380.0,000909.SZ,20220119.0,7.74,8.53,7.71,8.53,7.75,0.78,10.0645,365058.86,305643.272,,,,,,,,,,,,,,,,,,,,,,,,
9,649.0,649.0,002178.SZ,20220119.0,5.6,6.38,5.22,6.38,5.8,0.58,10.0,1952916.0,1145387.838,,,,,,,,,,,,,,,,,,,,,,,,
10,705.0,705.0,002235.SZ,20220119.0,5.98,5.98,5.98,5.98,5.44,0.54,9.9265,282625.05,169009.779,,,,,,,,,,,,,,,,,,,,,,,,
13,817.0,817.0,002349.SZ,20220119.0,16.24,18.92,16.23,18.92,17.2,1.72,10.0,1013098.42,1803264.039,,,,,,,,,,,,,,,,,,,,,,,,
14,886.0,886.0,002419.SZ,20220119.0,6.4,7.07,6.28,7.07,6.43,0.64,9.9533,473748.78,327682.008,,,,,,,,,,,,,,,,,,,,,,,,
16,1047.0,1047.0,002584.SZ,20220119.0,11.85,12.47,11.47,12.47,11.34,1.13,9.9647,1296669.3,1584008.871,,,,,,,,,,,,,,,,,,,,,,,,
17,1119.0,1119.0,002657.SZ,20220119.0,12.55,13.89,12.52,13.89,12.63,1.26,9.9762,329664.01,439402.428,,,,,,,,,,,,,,,,,,,,,,,,
18,1120.0,1120.0,002658.SZ,20220119.0,8.63,9.63,8.62,9.63,8.75,0.88,10.0571,171089.9,158542.767,,,,,,,,,,,,,,,,,,,,,,,,
19,1175.0,1175.0,002717.SZ,20220119.0,3.39,3.75,3.39,3.75,3.41,0.34,9.9707,897159.31,330363.821,,,,,,,,,,,,,,,,,,,,,,,,
20,1321.0,1321.0,002875.SZ,20220119.0,9.72,10.8,9.62,10.8,9.82,0.98,9.9796,120861.55,126969.712,,,,,,,,,,,,,,,,,,,,,,,,
21,1360.0,1360.0,002917.SZ,20220119.0,11.7,13.06,11.61,13.06,11.87,1.19,10.0253,107030.02,133209.822,,,,,,,,,,,,,,,,,,,,,,,,
22,1437.0,1437.0,003001.SZ,20220119.0,20.62,22.68,20.62,22.68,20.62,2.06,9.9903,36739.11,82034.477,,,,,,,,,,,,,,,,,,,,,,,,
23,1438.0,1438.0,003002.SZ,20220119.0,13.96,14.55,13.57,14.55,13.23,1.32,9.9773,176908.0,252514.102,,,,,,,,,,,,,,,,,,,,,,,,
25,2678.0,2678.0,600128.SH,20220119.0,7.88,8.67,7.88,8.67,7.88,0.79,10.0254,212309.1,181574.215,,,,,,,,,,,,,,,,,,,,,,,,
26,2721.0,2721.0,600180.SH,20220119.0,7.9,7.9,7.39,7.9,7.18,0.72,10.0279,266681.7,206315.425,,,,,,,,,,,,,,,,,,,,,,,,
27,2869.0,2869.0,600358.SH,20220119.0,4.3,4.77,4.3,4.77,4.34,0.43,9.9078,321723.4,151662.031,,,,,,,,,,,,,,,,,,,,,,,,
28,3116.0,3116.0,600668.SH,20220119.0,18.0,20.79,17.81,20.79,18.9,1.89,10.0,742938.54,1464551.028,,,,,,,,,,,,,,,,,,,,,,,,
29,3146.0,3146.0,600706.SH,20220119.0,7.78,8.54,7.78,8.54,7.76,0.78,10.0515,76707.0,63781.877,,,,,,,,,,,,,,,,,,,,,,,,
30,3173.0,3173.0,600735.SH,20220119.0,7.2,7.89,7.11,7.89,7.17,0.72,10.0418,334084.41,254930.721,,,,,,,,,,,,,,,,,,,,,,,,
32,3238.0,3238.0,600808.SH,20220119.0,4.29,4.48,4.23,4.48,4.07,0.41,10.0737,2986235.88,1318694.182,,,,,,,,,,,,,,,,,,,,,,,,
33,3302.0,3302.0,600880.SH,20220119.0,8.53,8.95,8.48,8.95,8.14,0.81,9.9509,1093956.66,969206.739,,,,,,,,,,,,,,,,,,,,,,,,
34,3305.0,3305.0,600883.SH,20220119.0,8.3,9.1,8.28,9.1,8.27,0.83,10.0363,74858.13,67367.553,,,,,,,,,,,,,,,,,,,,,,,,
39,3704.0,3704.0,603171.SH,20220119.0,35.9,40.47,35.61,40.47,36.79,3.68,10.0027,95375.6,363780.965,,,,,,,,,,,,,,,,,,,,,,,,
41,3711.0,3711.0,603183.SH,20220119.0,6.19,7.0,6.12,7.0,6.36,0.64,10.0629,483525.43,321851.866,,,,,,,,,,,,,,,,,,,,,,,,
42,3741.0,3741.0,603229.SH,20220119.0,39.85,42.22,39.0,42.22,38.38,3.84,10.0052,136096.69,568558.935,,,,,,,,,,,,,,,,,,,,,,,,
43,3843.0,3843.0,603489.SH,20220119.0,215.11,230.23,215.01,230.23,209.3,20.93,10.0,7152.7,162182.886,,,,,,,,,,,,,,,,,,,,,,,,
44,3891.0,3891.0,603598.SH,20220119.0,17.0,18.35,15.84,18.35,16.68,1.67,10.012,609480.58,1058133.04,,,,,,,,,,,,,,,,,,,,,,,,
46,3969.0,3969.0,603721.SH,20220119.0,15.35,16.74,15.35,16.74,15.22,1.52,9.9869,69240.0,114182.475,,,,,,,,,,,,,,,,,,,,,,,,
47,4008.0,4008.0,603811.SH,20220119.0,16.07,18.15,16.01,18.15,16.5,1.65,10.0,185257.82,322316.067,,,,,,,,,,,,,,,,,,,,,,,,
48,4049.0,4049.0,603887.SH,20220119.0,9.0,10.05,8.95,10.05,9.14,0.91,9.9562,370926.18,362554.095,,,,,,,,,,,,,,,,,,,,,,,,
49,4088.0,4088.0,603958.SH,20220119.0,6.64,7.27,6.61,7.27,6.61,0.66,9.9849,52344.97,36953.928,,,,,,,,,,,,,,,,,,,,,,,,
50,4131.0,4131.0,605055.SH,20220119.0,7.94,8.72,7.93,8.72,7.93,0.79,9.9622,99044.64,85726.726,,,,,,,,,,,,,,,,,,,,,,,,
51,4656.0,4656.0,835670.BJ,20220119.0,27.6,33.68,27.52,32.96,30.0,2.96,9.8667,57328.75,178935.951,,,,,,,,,,,,,,,,,,,,,,,,
