,Unnamed: 0,Unnamed: 0.1,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,Unnamed: 0_x,Unnamed: 0.1_x,trade_date_x,open_x,high_x,low_x,close_x,pre_close_x,change_x,pct_chg_x,vol_x,amount_x,Unnamed: 0_y,Unnamed: 0.1_y,trade_date_y,open_y,high_y,low_y,close_y,pre_close_y,change_y,pct_chg_y,vol_y,amount_y
1,465.0,465.0,001227.SZ,20220118.0,5.65,5.65,5.65,5.65,5.14,0.51,9.9222,107114.59,60519.743,,,,,,,,,,,,,,,,,,,,,,,,
3,470.0,470.0,001317.SZ,20220118.0,76.39,85.03,75.76,85.03,77.3,7.73,10.0,70333.16,583004.739,,,,,,,,,,,,,,,,,,,,,,,,
4,537.0,537.0,002062.SZ,20220118.0,4.53,5.02,4.47,5.02,4.56,0.46,10.0877,619696.61,298260.696,,,,,,,,,,,,,,,,,,,,,,,,
5,544.0,544.0,002069.SZ,20220118.0,3.97,4.26,3.97,4.26,3.87,0.39,10.0775,841885.83,349918.243,,,,,,,,,,,,,,,,,,,,,,,,
6,782.0,782.0,002314.SZ,20220118.0,3.7,4.08,3.7,4.08,3.71,0.37,9.973,910550.38,363377.12,,,,,,,,,,,,,,,,,,,,,,,,
7,784.0,784.0,002316.SZ,20220118.0,6.3,6.92,5.86,6.92,6.29,0.63,10.0159,961958.11,643024.007,,,,,,,,,,,,,,,,,,,,,,,,
9,841.0,841.0,002374.SZ,20220118.0,8.18,9.04,8.01,9.04,8.22,0.82,9.9757,2892919.62,2493657.318,,,,,,,,,,,,,,,,,,,,,,,,
12,1068.0,1068.0,002606.SZ,20220118.0,10.28,11.53,10.28,11.53,10.48,1.05,10.0191,764069.86,835449.637,,,,,,,,,,,,,,,,,,,,,,,,
15,2576.0,2576.0,430510.BJ,20220118.0,18.18,21.65,18.18,19.86,18.06,1.8,9.9668,11432.1,23143.064,,,,,,,,,,,,,,,,,,,,,,,,
16,2613.0,2613.0,600053.SH,20220118.0,17.01,18.85,16.95,18.85,17.14,1.71,9.9767,114783.77,209418.003,,,,,,,,,,,,,,,,,,,,,,,,
17,2774.0,2774.0,600238.SH,20220118.0,16.16,17.77,16.05,17.77,16.15,1.62,10.031,505754.9,888534.068,,,,,,,,,,,,,,,,,,,,,,,,
18,2836.0,2836.0,600315.SH,20220118.0,41.7,41.7,40.88,41.7,37.91,3.79,9.9974,280799.02,1169832.682,,,,,,,,,,,,,,,,,,,,,,,,
20,3154.0,3154.0,600714.SH,20220118.0,15.13,16.59,15.08,16.59,15.08,1.51,10.0133,146088.23,234395.995,,,,,,,,,,,,,,,,,,,,,,,,
22,3375.0,3375.0,600996.SH,20220118.0,6.28,6.91,6.27,6.91,6.28,0.63,10.0318,649056.67,443622.999,,,,,,,,,,,,,,,,,,,,,,,,
24,3419.0,3419.0,601127.SH,20220118.0,45.75,51.93,44.82,51.93,47.21,4.72,9.9979,330668.82,1643943.546,,,,,,,,,,,,,,,,,,,,,,,,
25,3466.0,3466.0,601339.SH,20220118.0,6.97,6.97,6.89,6.97,6.34,0.63,9.9369,216635.79,150896.983,,,,,,,,,,,,,,,,,,,,,,,,
26,3534.0,3534.0,601800.SH,20220118.0,8.42,9.24,8.38,9.24,8.4,0.84,10.0,1757628.57,1583280.564,,,,,,,,,,,,,,,,,,,,,,,,
31,3740.0,3740.0,603227.SH,20220118.0,7.73,7.73,7.73,7.73,7.03,0.7,9.9573,61142.0,47262.766,,,,,,,,,,,,,,,,,,,,,,,,
32,3806.0,3806.0,603357.SH,20220118.0,10.64,11.7,10.3,11.7,10.64,1.06,9.9624,345061.11,388030.257,,,,,,,,,,,,,,,,,,,,,,,,
33,3908.0,3908.0,603616.SH,20220118.0,7.6,8.46,7.46,8.46,7.69,0.77,10.013,480048.4,385640.412,,,,,,,,,,,,,,,,,,,,,,,,
35,4101.0,4101.0,603979.SH,20220118.0,20.86,22.77,20.6,22.77,20.7,2.07,10.0,71638.6,158520.437,,,,,,,,,,,,,,,,,,,,,,,,
36,4190.0,4190.0,605287.SH,20220118.0,31.46,34.73,30.16,34.73,31.57,3.16,10.0095,66776.99,217045.215,,,,,,,,,,,,,,,,,,,,,,,,
38,4219.0,4219.0,605499.SH,20220118.0,158.25,172.15,158.25,172.15,156.5,15.65,10.0,18949.79,320421.021,,,,,,,,,,,,,,,,,,,,,,,,
