,Unnamed: 0,Unnamed: 0.1,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,Unnamed: 0_x,Unnamed: 0.1_x,trade_date_x,open_x,high_x,low_x,close_x,pre_close_x,change_x,pct_chg_x,vol_x,amount_x,Unnamed: 0_y,Unnamed: 0.1_y,trade_date_y,open_y,high_y,low_y,close_y,pre_close_y,change_y,pct_chg_y,vol_y,amount_y
0,92.0,92.0,000428.SZ,20220125.0,3.4,3.76,3.33,3.76,3.42,0.34,9.9415,712328.7,257521.233,,,,,,,,,,,,,,,,,,,,,,,,
1,105.0,105.0,000510.SZ,20220125.0,5.55,5.87,5.46,5.87,5.34,0.53,9.9251,425581.74,245217.579,,,,,,,,,,,,,,,,,,,,,,,,
2,180.0,180.0,000608.SZ,20220125.0,3.16,3.49,3.14,3.49,3.17,0.32,10.0946,314384.97,108313.735,,,,,,,,,,,,,,,,,,,,,,,,
4,225.0,225.0,000677.SZ,20220125.0,3.49,3.85,3.38,3.85,3.5,0.35,10.0,856745.0,316737.12,,,,,,,,,,,,,,,,,,,,,,,,
6,626.0,626.0,002155.SZ,20220125.0,10.64,11.54,10.6,11.54,10.49,1.05,10.0095,1427589.29,1606794.652,,,,,,,,,,,,,,,,,,,,,,,,
9,991.0,991.0,002528.SZ,20220125.0,4.2,4.2,4.18,4.2,3.82,0.38,9.9476,424127.27,178132.715,,,,,,,,,,,,,,,,,,,,,,,,
10,1115.0,1115.0,002654.SZ,20220125.0,4.18,4.62,4.16,4.62,4.2,0.42,10.0,877882.01,403090.766,,,,,,,,,,,,,,,,,,,,,,,,
11,1177.0,1177.0,002721.SZ,20220125.0,3.4,3.72,3.37,3.72,3.38,0.34,10.0592,550401.61,200481.843,,,,,,,,,,,,,,,,,,,,,,,,
12,1278.0,1278.0,002830.SZ,20220125.0,10.97,12.02,10.97,12.02,10.93,1.09,9.9726,34334.11,40896.959,,,,,,,,,,,,,,,,,,,,,,,,
13,1436.0,1436.0,003002.SZ,20220125.0,15.08,16.15,14.97,16.15,14.68,1.47,10.0136,141541.99,225890.202,,,,,,,,,,,,,,,,,,,,,,,,
15,1472.0,1472.0,003042.SZ,20220125.0,36.0,39.36,34.88,39.36,35.78,3.58,10.0056,183416.12,691975.659,,,,,,,,,,,,,,,,,,,,,,,,
16,2781.0,2781.0,600250.SH,20220125.0,5.1,5.76,5.05,5.76,5.24,0.52,9.9237,249958.3,136159.764,,,,,,,,,,,,,,,,,,,,,,,,
18,2869.0,2869.0,600358.SH,20220125.0,4.7,5.46,4.7,5.46,4.96,0.5,10.0806,740633.48,381115.509,,,,,,,,,,,,,,,,,,,,,,,,
21,3402.0,3402.0,601069.SH,20220125.0,11.95,13.02,11.9,13.02,11.84,1.18,9.9662,225235.04,282912.799,,,,,,,,,,,,,,,,,,,,,,,,
22,3694.0,3694.0,603150.SH,20220125.0,54.15,54.15,51.02,54.15,49.23,4.92,9.9939,87904.34,474195.782,,,,,,,,,,,,,,,,,,,,,,,,
24,4052.0,4052.0,603887.SH,20220125.0,9.77,10.88,9.72,10.88,9.89,0.99,10.0101,423328.26,439928.16,,,,,,,,,,,,,,,,,,,,,,,,
25,4068.0,4068.0,603912.SH,20220125.0,14.26,15.33,14.26,15.33,13.94,1.39,9.9713,87413.53,133512.895,,,,,,,,,,,,,,,,,,,,,,,,
