,Unnamed: 0,Unnamed: 0.1,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,Unnamed: 0_x,Unnamed: 0.1_x,trade_date_x,open_x,high_x,low_x,close_x,pre_close_x,change_x,pct_chg_x,vol_x,amount_x,Unnamed: 0_y,Unnamed: 0.1_y,trade_date_y,open_y,high_y,low_y,close_y,pre_close_y,change_y,pct_chg_y,vol_y,amount_y
0,17.0,17.0,000023.SZ,20220527.0,10.71,11.78,10.6,11.78,10.71,1.07,9.9907,77174.9,88316.465,,,,,,,,,,,,,,,,,,,,,,,,
2,19.0,19.0,000026.SZ,20220527.0,10.0,10.0,10.0,10.0,9.09,0.91,10.011,32411.21,32411.21,,,,,,,,,,,,,,,,,,,,,,,,
3,22.0,22.0,000029.SZ,20220527.0,8.58,9.3,8.47,9.3,8.45,0.85,10.0592,202288.86,180949.642,,,,,,,,,,,,,,,,,,,,,,,,
4,60.0,60.0,000151.SZ,20220527.0,13.99,14.63,13.67,14.63,13.3,1.33,10.0,374066.89,534652.91,,,,,,,,,,,,,,,,,,,,,,,,
6,137.0,137.0,000554.SZ,20220527.0,5.4,5.84,5.35,5.84,5.31,0.53,9.9812,445275.13,253502.319,,,,,,,,,,,,,,,,,,,,,,,,
8,169.0,169.0,000599.SZ,20220527.0,3.73,4.05,3.66,4.05,3.68,0.37,10.0543,244735.94,96457.049,,,,,,,,,,,,,,,,,,,,,,,,
9,196.0,196.0,000635.SZ,20220527.0,9.18,10.09,9.08,10.09,9.17,0.92,10.0327,197298.63,191839.891,,,,,,,,,,,,,,,,,,,,,,,,
10,254.0,254.0,000722.SZ,20220527.0,17.63,19.67,17.25,19.67,17.88,1.79,10.0112,1258564.05,2355342.968,,,,,,,,,,,,,,,,,,,,,,,,
11,265.0,265.0,000736.SZ,20220527.0,18.61,20.75,18.25,20.75,18.86,1.89,10.0212,1118140.06,2211490.516,,,,,,,,,,,,,,,,,,,,,,,,
13,300.0,300.0,000798.SZ,20220527.0,9.9,10.89,9.6,10.89,9.9,0.99,10.0,486555.36,513945.121,,,,,,,,,,,,,,,,,,,,,,,,
14,314.0,314.0,000816.SZ,20220527.0,4.07,4.43,4.02,4.43,4.03,0.4,9.9256,2089480.59,906264.831,,,,,,,,,,,,,,,,,,,,,,,,
15,336.0,336.0,000856.SZ,20220527.0,7.8,8.51,7.73,8.51,7.74,0.77,9.9483,187829.21,151687.354,,,,,,,,,,,,,,,,,,,,,,,,
16,343.0,343.0,000868.SZ,20220527.0,4.57,5.06,4.5,5.06,4.6,0.46,10.0,1445799.27,718202.412,,,,,,,,,,,,,,,,,,,,,,,,
19,429.0,429.0,000985.SZ,20220527.0,16.7,18.51,16.64,18.51,16.83,1.68,9.9822,114534.94,205401.94,,,,,,,,,,,,,,,,,,,,,,,,
20,450.0,450.0,001212.SZ,20220527.0,38.0,39.16,35.9,39.16,35.6,3.56,10.0,96158.41,362349.104,,,,,,,,,,,,,,,,,,,,,,,,
22,539.0,539.0,002066.SZ,20220527.0,10.45,11.55,10.43,11.55,10.5,1.05,10.0,136680.18,153525.084,,,,,,,,,,,,,,,,,,,,,,,,
25,675.0,675.0,002207.SZ,20220527.0,7.77,8.39,7.77,8.39,7.63,0.76,9.9607,531565.75,439920.736,,,,,,,,,,,,,,,,,,,,,,,,
28,816.0,816.0,002351.SZ,20220527.0,8.12,8.79,8.1,8.79,7.99,0.8,10.0125,89025.17,76988.556,,,,,,,,,,,,,,,,,,,,,,,,
30,938.0,938.0,002481.SZ,20220527.0,8.1,8.93,8.06,8.93,8.12,0.81,9.9754,785247.69,682774.958,,,,,,,,,,,,,,,,,,,,,,,,
31,949.0,949.0,002492.SZ,20220527.0,5.98,6.62,5.93,6.62,6.02,0.6,9.9668,330345.33,211926.146,,,,,,,,,,,,,,,,,,,,,,,,
32,1111.0,1111.0,002659.SZ,20220527.0,3.81,4.18,3.77,4.18,3.8,0.38,10.0,448444.15,184311.647,,,,,,,,,,,,,,,,,,,,,,,,
35,1233.0,1233.0,002793.SZ,20220527.0,8.56,8.56,8.56,8.56,7.78,0.78,10.0257,28466.7,24367.495,,,,,,,,,,,,,,,,,,,,,,,,
36,1246.0,1246.0,002808.SZ,20220527.0,6.93,7.48,6.69,7.48,6.8,0.68,10.0,195174.78,141499.256,,,,,,,,,,,,,,,,,,,,,,,,
37,1290.0,1290.0,002856.SZ,20220527.0,11.34,11.34,11.34,11.34,10.31,1.03,9.9903,37096.4,42067.318,,,,,,,,,,,,,,,,,,,,,,,,
38,1316.0,1316.0,002883.SZ,20220527.0,18.3,20.25,17.81,20.25,18.41,1.84,9.9946,234545.14,455507.674,,,,,,,,,,,,,,,,,,,,,,,,
39,1339.0,1339.0,002908.SZ,20220527.0,11.15,12.27,11.06,12.27,11.15,1.12,10.0448,237115.96,282500.462,,,,,,,,,,,,,,,,,,,,,,,,
40,1353.0,1353.0,002923.SZ,20220527.0,16.78,18.15,16.22,18.15,16.5,1.65,10.0,136299.59,241212.145,,,,,,,,,,,,,,,,,,,,,,,,
41,1383.0,1383.0,002957.SZ,20220527.0,13.4,14.65,13.33,14.65,13.32,1.33,9.985,81692.18,118567.504,,,,,,,,,,,,,,,,,,,,,,,,
42,1390.0,1390.0,002965.SZ,20220527.0,23.29,25.29,22.99,25.29,22.99,2.3,10.0043,43401.63,106417.383,,,,,,,,,,,,,,,,,,,,,,,,
43,1400.0,1400.0,002976.SZ,20220527.0,17.43,18.99,17.17,18.99,17.26,1.73,10.0232,12129.2,22738.326,,,,,,,,,,,,,,,,,,,,,,,,
45,1453.0,1453.0,003032.SZ,20220527.0,13.62,14.91,13.44,14.91,13.55,1.36,10.0369,71279.25,102372.56,,,,,,,,,,,,,,,,,,,,,,,,
46,2642.0,2642.0,600053.SH,20220527.0,15.09,16.45,14.85,16.45,14.95,1.5,10.0334,84575.62,132973.569,,,,,,,,,,,,,,,,,,,,,,,,
48,2680.0,2680.0,600099.SH,20220527.0,8.6,9.48,8.52,9.48,8.62,0.86,9.9768,122867.86,115053.386,,,,,,,,,,,,,,,,,,,,,,,,
49,2746.0,2746.0,600178.SH,20220527.0,6.58,7.27,6.5,7.27,6.61,0.66,9.9849,244005.15,176119.045,,,,,,,,,,,,,,,,,,,,,,,,
50,2777.0,2777.0,600213.SH,20220527.0,8.65,9.83,8.46,9.83,8.94,0.89,9.9553,377038.34,345067.807,,,,,,,,,,,,,,,,,,,,,,,,
52,2836.0,2836.0,600284.SH,20220527.0,7.29,8.05,7.26,8.05,7.32,0.73,9.9727,1200859.38,946413.213,,,,,,,,,,,,,,,,,,,,,,,,
53,2861.0,2861.0,600313.SH,20220527.0,13.1,14.78,12.89,14.78,13.44,1.34,9.9702,2687295.81,3751416.527,,,,,,,,,,,,,,,,,,,,,,,,
55,2990.0,2990.0,600495.SH,20220527.0,3.65,3.97,3.6,3.97,3.61,0.36,9.9723,381080.61,147314.171,,,,,,,,,,,,,,,,,,,,,,,,
56,2996.0,2996.0,600501.SH,20220527.0,10.84,11.62,10.77,11.62,10.56,1.06,10.0379,142830.56,161824.818,,,,,,,,,,,,,,,,,,,,,,,,
57,2997.0,2997.0,600502.SH,20220527.0,7.43,7.95,7.25,7.95,7.23,0.72,9.9585,3694646.21,2864223.365,,,,,,,,,,,,,,,,,,,,,,,,
58,2998.0,2998.0,600503.SH,20220527.0,3.08,3.08,3.08,3.08,2.8,0.28,10.0,125581.62,38679.139,,,,,,,,,,,,,,,,,,,,,,,,
59,3097.0,3097.0,600618.SH,20220527.0,11.5,12.64,11.5,12.64,11.49,1.15,10.0087,260819.25,316566.612,,,,,,,,,,,,,,,,,,,,,,,,
60,3110.0,3110.0,600636.SH,20220527.0,7.12,7.73,7.02,7.73,7.03,0.7,9.9573,121021.85,89899.353,,,,,,,,,,,,,,,,,,,,,,,,
61,3126.0,3126.0,600653.SH,20220527.0,2.1,2.3,2.1,2.3,2.09,0.21,10.0478,1734377.27,392740.291,,,,,,,,,,,,,,,,,,,,,,,,
62,3132.0,3132.0,600661.SH,20220527.0,8.36,9.19,8.28,9.19,8.35,0.84,10.0599,167026.27,147298.17,,,,,,,,,,,,,,,,,,,,,,,,
63,3133.0,3133.0,600662.SH,20220527.0,6.15,6.62,6.1,6.62,6.02,0.6,9.9668,275632.65,176052.562,,,,,,,,,,,,,,,,,,,,,,,,
65,3183.0,3183.0,600721.SH,20220527.0,7.07,7.76,7.0,7.76,7.05,0.71,10.0709,116435.03,86780.87,,,,,,,,,,,,,,,,,,,,,,,,
66,3191.0,3191.0,600730.SH,20220527.0,5.22,5.7,5.15,5.7,5.18,0.52,10.0386,236278.46,131747.464,,,,,,,,,,,,,,,,,,,,,,,,
67,3196.0,3196.0,600735.SH,20220527.0,6.56,7.08,6.46,7.08,6.44,0.64,9.9379,409451.16,282074.928,,,,,,,,,,,,,,,,,,,,,,,,
68,3307.0,3307.0,600861.SH,20220527.0,18.22,19.9,18.0,19.9,18.09,1.81,10.0055,108637.38,206609.974,,,,,,,,,,,,,,,,,,,,,,,,
69,3359.0,3359.0,600938.SH,20220527.0,17.2,18.5,17.2,18.5,16.82,1.68,9.9881,2420395.08,4392283.582,,,,,,,,,,,,,,,,,,,,,,,,
70,3368.0,3368.0,600962.SH,20220527.0,10.69,11.83,10.6,11.83,10.75,1.08,10.0465,114117.17,130201.481,,,,,,,,,,,,,,,,,,,,,,,,
71,3630.0,3630.0,603017.SH,20220527.0,9.4,10.31,9.4,10.31,9.37,0.94,10.032,88606.07,90413.549,,,,,,,,,,,,,,,,,,,,,,,,
72,3701.0,3701.0,603115.SH,20220527.0,20.13,22.14,19.82,22.14,20.13,2.01,9.9851,90965.25,196411.962,,,,,,,,,,,,,,,,,,,,,,,,
73,3772.0,3772.0,603230.SH,20220527.0,12.03,13.08,11.98,13.08,11.89,1.19,10.0084,120835.93,153129.235,,,,,,,,,,,,,,,,,,,,,,,,
76,3812.0,3812.0,603320.SH,20220527.0,11.05,12.08,11.05,12.08,10.98,1.1,10.0182,22543.51,26891.617,,,,,,,,,,,,,,,,,,,,,,,,
78,3960.0,3960.0,603662.SH,20220527.0,16.27,17.74,16.25,17.74,16.13,1.61,9.9814,42215.78,74280.275,,,,,,,,,,,,,,,,,,,,,,,,
80,4167.0,4167.0,605068.SH,20220527.0,20.22,22.06,20.12,22.06,20.05,2.01,10.0249,75472.49,163618.102,,,,,,,,,,,,,,,,,,,,,,,,
81,4172.0,4172.0,605086.SH,20220527.0,18.51,20.09,18.22,20.09,18.26,1.83,10.0219,34847.43,68430.696,,,,,,,,,,,,,,,,,,,,,,,,
83,4246.0,4246.0,605399.SH,20220527.0,46.25,50.38,46.2,50.38,45.8,4.58,10.0,79586.45,396201.571,,,,,,,,,,,,,,,,,,,,,,,,
84,4251.0,4251.0,605555.SH,20220527.0,29.8,32.67,29.7,32.67,29.7,2.97,10.0,80045.43,260394.537,,,,,,,,,,,,,,,,,,,,,,,,
