,Unnamed: 0,Unnamed: 0.1,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,Unnamed: 0_x,Unnamed: 0.1_x,trade_date_x,open_x,high_x,low_x,close_x,pre_close_x,change_x,pct_chg_x,vol_x,amount_x,Unnamed: 0_y,Unnamed: 0.1_y,trade_date_y,open_y,high_y,low_y,close_y,pre_close_y,change_y,pct_chg_y,vol_y,amount_y
1,210.0,210.0,000656.SZ,20220422.0,4.14,4.53,4.01,4.53,4.12,0.41,9.9515,3046575.62,1341034.049,,,,,,,,,,,,,,,,,,,,,,,,
2,224.0,224.0,000677.SZ,20220422.0,3.38,3.38,3.38,3.38,3.07,0.31,10.0977,99417.54,33603.128,,,,,,,,,,,,,,,,,,,,,,,,
3,242.0,242.0,000701.SZ,20220422.0,5.55,6.17,5.53,6.17,5.61,0.56,9.9822,116288.75,70741.622,,,,,,,,,,,,,,,,,,,,,,,,
5,260.0,260.0,000722.SZ,20220422.0,8.45,9.38,7.75,9.38,8.53,0.85,9.9648,394169.51,346261.712,,,,,,,,,,,,,,,,,,,,,,,,
6,295.0,295.0,000785.SZ,20220422.0,4.52,4.82,4.42,4.82,4.38,0.44,10.0457,465159.85,220165.282,,,,,,,,,,,,,,,,,,,,,,,,
8,420.0,420.0,000968.SZ,20220422.0,11.19,12.32,11.19,12.32,11.2,1.12,10.0,1160080.61,1401945.574,,,,,,,,,,,,,,,,,,,,,,,,
9,439.0,439.0,000993.SZ,20220422.0,11.91,13.24,11.91,13.24,12.04,1.2,9.9668,472262.28,601411.882,,,,,,,,,,,,,,,,,,,,,,,,
10,448.0,448.0,001205.SZ,20220422.0,18.06,19.69,18.0,19.69,17.9,1.79,10.0,33722.2,64437.417,,,,,,,,,,,,,,,,,,,,,,,,
11,452.0,452.0,001209.SZ,20220422.0,22.59,23.86,22.17,23.86,21.69,2.17,10.0046,24252.61,56181.697,,,,,,,,,,,,,,,,,,,,,,,,
14,505.0,505.0,002029.SZ,20220422.0,5.57,6.09,5.57,6.09,5.54,0.55,9.9278,254747.72,150421.64,,,,,,,,,,,,,,,,,,,,,,,,
15,538.0,538.0,002062.SZ,20220422.0,4.62,5.15,4.54,5.15,4.68,0.47,10.0427,355490.0,179160.899,,,,,,,,,,,,,,,,,,,,,,,,
16,660.0,660.0,002187.SZ,20220422.0,8.77,9.94,8.77,9.94,9.04,0.9,9.9558,84382.28,82387.583,,,,,,,,,,,,,,,,,,,,,,,,
18,866.0,866.0,002397.SZ,20220422.0,3.45,3.78,3.41,3.78,3.44,0.34,9.8837,301223.79,109343.418,,,,,,,,,,,,,,,,,,,,,,,,
19,1025.0,1025.0,002561.SZ,20220422.0,7.52,8.43,7.52,8.43,7.66,0.77,10.0522,211978.17,170813.615,,,,,,,,,,,,,,,,,,,,,,,,
20,1194.0,1194.0,002737.SZ,20220422.0,14.65,15.52,14.65,15.52,14.11,1.41,9.9929,134222.24,203467.108,,,,,,,,,,,,,,,,,,,,,,,,
