,Unnamed: 0,Unnamed: 0.1,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,Unnamed: 0_x,Unnamed: 0.1_x,trade_date_x,open_x,high_x,low_x,close_x,pre_close_x,change_x,pct_chg_x,vol_x,amount_x,Unnamed: 0_y,Unnamed: 0.1_y,trade_date_y,open_y,high_y,low_y,close_y,pre_close_y,change_y,pct_chg_y,vol_y,amount_y
2,192.0,192.0,000622.SZ,20220113.0,4.18,4.6,4.18,4.6,4.18,0.42,10.0478,147354.22,66726.941,,,,,,,,,,,,,,,,,,,,,,,,
4,294.0,294.0,000779.SZ,20220113.0,9.88,10.85,9.88,10.85,9.86,0.99,10.0406,104257.26,108884.604,,,,,,,,,,,,,,,,,,,,,,,,
5,317.0,317.0,000810.SZ,20220113.0,12.35,12.93,12.22,12.93,11.75,1.18,10.0426,376054.19,474871.508,,,,,,,,,,,,,,,,,,,,,,,,
6,337.0,337.0,000836.SZ,20220113.0,3.11,3.11,3.07,3.11,2.83,0.28,9.894,852465.93,265081.525,,,,,,,,,,,,,,,,,,,,,,,,
8,537.0,537.0,002062.SZ,20220113.0,4.45,4.88,4.43,4.88,4.44,0.44,9.9099,894369.92,427866.472,,,,,,,,,,,,,,,,,,,,,,,,
9,607.0,607.0,002134.SZ,20220113.0,9.42,10.36,9.35,10.36,9.42,0.94,9.9788,107915.03,108808.973,,,,,,,,,,,,,,,,,,,,,,,,
10,658.0,658.0,002186.SZ,20220113.0,11.11,12.3,10.95,12.3,11.18,1.12,10.0179,335931.95,397573.738,,,,,,,,,,,,,,,,,,,,,,,,
11,695.0,695.0,002224.SZ,20220113.0,5.38,5.93,5.36,5.93,5.39,0.54,10.0186,163863.65,95842.269,,,,,,,,,,,,,,,,,,,,,,,,
12,772.0,772.0,002303.SZ,20220113.0,3.91,4.18,3.8,4.18,3.8,0.38,10.0,792992.03,325386.132,,,,,,,,,,,,,,,,,,,,,,,,
14,805.0,805.0,002336.SZ,20220113.0,5.37,5.9,5.32,5.9,5.36,0.54,10.0746,57528.67,32422.301,,,,,,,,,,,,,,,,,,,,,,,,
15,818.0,818.0,002349.SZ,20220113.0,11.71,13.3,11.58,13.3,12.09,1.21,10.0083,1371630.66,1725462.884,,,,,,,,,,,,,,,,,,,,,,,,
18,994.0,994.0,002530.SZ,20220113.0,6.65,7.32,6.61,7.32,6.65,0.67,10.0752,300331.34,211279.062,,,,,,,,,,,,,,,,,,,,,,,,
23,1161.0,1161.0,002699.SZ,20220113.0,6.52,7.16,6.36,7.16,6.51,0.65,9.9846,1932658.8,1352729.738,,,,,,,,,,,,,,,,,,,,,,,,
25,1318.0,1318.0,002870.SZ,20220113.0,37.08,40.6,36.51,40.6,36.91,3.69,9.9973,32519.91,126127.992,,,,,,,,,,,,,,,,,,,,,,,,
26,1322.0,1322.0,002875.SZ,20220113.0,10.77,10.77,10.77,10.77,9.79,0.98,10.0102,28694.94,30904.45,,,,,,,,,,,,,,,,,,,,,,,,
28,1375.0,1375.0,002932.SZ,20220113.0,95.0,102.49,93.88,102.49,93.17,9.32,10.0032,141024.77,1398543.838,,,,,,,,,,,,,,,,,,,,,,,,
31,1476.0,1476.0,003042.SZ,20220113.0,24.98,27.42,24.98,27.42,24.93,2.49,9.988,41840.57,112261.706,,,,,,,,,,,,,,,,,,,,,,,,
32,1867.0,1867.0,300399.SZ,20220113.0,14.88,14.88,13.32,13.64,12.4,1.24,10.0,244708.01,347110.162,,,,,,,,,,,,,,,,,,,,,,,,
33,2629.0,2629.0,600072.SH,20220113.0,16.12,16.12,16.12,16.12,14.65,1.47,10.0341,35378.57,57030.255,,,,,,,,,,,,,,,,,,,,,,,,
35,2895.0,2895.0,600386.SH,20220113.0,4.48,4.96,4.46,4.96,4.51,0.45,9.9778,355523.5,173319.108,,,,,,,,,,,,,,,,,,,,,,,,
36,3116.0,3116.0,600668.SH,20220113.0,16.71,18.58,16.7,18.58,16.89,1.69,10.0059,547295.45,967427.201,,,,,,,,,,,,,,,,,,,,,,,,
37,3153.0,3153.0,600714.SH,20220113.0,12.19,13.41,12.11,13.41,12.19,1.22,10.0082,90772.88,117601.838,,,,,,,,,,,,,,,,,,,,,,,,
38,3237.0,3237.0,600807.SH,20220113.0,4.91,5.27,4.6,5.27,4.79,0.48,10.0209,1236559.13,632379.167,,,,,,,,,,,,,,,,,,,,,,,,
41,3414.0,3414.0,601116.SH,20220113.0,9.65,10.49,9.55,10.49,9.54,0.95,9.9581,128103.19,129490.883,,,,,,,,,,,,,,,,,,,,,,,,
43,3719.0,3719.0,603196.SH,20220113.0,8.95,10.01,8.95,10.01,9.1,0.91,10.0,73317.0,71117.7,,,,,,,,,,,,,,,,,,,,,,,,
46,4002.0,4002.0,603803.SH,20220113.0,8.44,8.49,8.4,8.49,7.72,0.77,9.9741,90477.78,76775.073,,,,,,,,,,,,,,,,,,,,,,,,
48,4133.0,4133.0,605060.SH,20220113.0,17.35,19.02,17.35,19.02,17.29,1.73,10.0058,129638.15,242684.408,,,,,,,,,,,,,,,,,,,,,,,,
50,4150.0,4150.0,605118.SH,20220113.0,16.9,18.46,16.66,18.46,16.78,1.68,10.0119,71985.06,128169.104,,,,,,,,,,,,,,,,,,,,,,,,
51,4171.0,4171.0,605188.SH,20220113.0,8.25,9.08,8.21,9.08,8.25,0.83,10.0606,146038.03,128298.295,,,,,,,,,,,,,,,,,,,,,,,,
