,Unnamed: 0,Unnamed: 0.1,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,Unnamed: 0_x,Unnamed: 0.1_x,trade_date_x,open_x,high_x,low_x,close_x,pre_close_x,change_x,pct_chg_x,vol_x,amount_x,Unnamed: 0_y,Unnamed: 0.1_y,trade_date_y,open_y,high_y,low_y,close_y,pre_close_y,change_y,pct_chg_y,vol_y,amount_y
0,6.0,6.0,000008.SZ,20220218.0,2.59,2.88,2.56,2.88,2.62,0.26,9.9237,992299.53,272297.126,,,,,,,,,,,,,,,,,,,,,,,,
1,15.0,15.0,000020.SZ,20220218.0,10.07,10.98,9.95,10.98,9.98,1.0,10.02,28180.03,30465.41,,,,,,,,,,,,,,,,,,,,,,,,
2,107.0,107.0,000514.SZ,20220218.0,3.86,4.21,3.81,4.21,3.83,0.38,9.9217,315668.08,128202.201,,,,,,,,,,,,,,,,,,,,,,,,
3,191.0,191.0,000620.SZ,20220218.0,3.0,3.32,2.92,3.32,3.02,0.3,9.9338,1345906.38,426155.841,,,,,,,,,,,,,,,,,,,,,,,,
4,270.0,270.0,000732.SZ,20220218.0,2.7,2.97,2.7,2.97,2.7,0.27,10.0,1049848.32,300008.586,,,,,,,,,,,,,,,,,,,,,,,,
5,321.0,321.0,000815.SZ,20220218.0,7.27,7.27,7.27,7.27,6.61,0.66,9.9849,99016.01,71984.639,,,,,,,,,,,,,,,,,,,,,,,,
8,550.0,550.0,002075.SZ,20220218.0,6.11,6.57,6.06,6.57,5.97,0.6,10.0503,1561634.01,1010422.507,,,,,,,,,,,,,,,,,,,,,,,,
9,652.0,652.0,002178.SZ,20220218.0,4.77,5.28,4.76,5.28,4.8,0.48,10.0,373585.0,193229.456,,,,,,,,,,,,,,,,,,,,,,,,
10,787.0,787.0,002316.SZ,20220218.0,5.95,6.58,5.87,6.58,5.98,0.6,10.0334,767657.41,482948.653,,,,,,,,,,,,,,,,,,,,,,,,
11,902.0,902.0,002432.SZ,20220218.0,60.42,66.45,60.42,66.45,60.41,6.04,9.9983,897397.15,5777802.374,,,,,,,,,,,,,,,,,,,,,,,,
13,1124.0,1124.0,002659.SZ,20220218.0,4.11,4.61,4.09,4.61,4.19,0.42,10.0239,447666.0,199636.944,,,,,,,,,,,,,,,,,,,,,,,,
15,1208.0,1208.0,002749.SZ,20220218.0,9.57,10.63,9.52,10.63,9.66,0.97,10.0414,70603.23,73025.665,,,,,,,,,,,,,,,,,,,,,,,,
16,1216.0,1216.0,002758.SZ,20220218.0,12.53,13.96,12.4,13.96,12.69,1.27,10.0079,322142.54,441046.884,,,,,,,,,,,,,,,,,,,,,,,,
18,1228.0,1228.0,002771.SZ,20220218.0,11.11,11.11,11.11,11.11,10.1,1.01,10.0,25039.61,27819.006,,,,,,,,,,,,,,,,,,,,,,,,
19,1238.0,1238.0,002781.SZ,20220218.0,6.69,7.5,6.69,7.5,6.82,0.68,9.9707,115682.0,84216.494,,,,,,,,,,,,,,,,,,,,,,,,
20,1392.0,1392.0,002949.SZ,20220218.0,18.85,20.08,18.65,20.08,18.25,1.83,10.0274,84502.44,167765.195,,,,,,,,,,,,,,,,,,,,,,,,
21,1446.0,1446.0,003007.SZ,20220218.0,18.79,20.11,18.61,20.11,18.28,1.83,10.0109,29289.48,58358.104,,,,,,,,,,,,,,,,,,,,,,,,
23,2783.0,2783.0,600232.SH,20220218.0,5.52,6.07,5.49,6.07,5.52,0.55,9.9638,188166.64,111362.767,,,,,,,,,,,,,,,,,,,,,,,,
24,2920.0,2920.0,600397.SH,20220218.0,3.18,3.5,3.17,3.5,3.18,0.32,10.0629,595360.73,203627.987,,,,,,,,,,,,,,,,,,,,,,,,
25,2948.0,2948.0,600446.SH,20220218.0,16.4,18.51,16.35,18.51,16.83,1.68,9.9822,968172.89,1740990.292,,,,,,,,,,,,,,,,,,,,,,,,
26,2954.0,2954.0,600458.SH,20220218.0,12.53,14.01,12.51,14.01,12.74,1.27,9.9686,329334.77,451135.629,,,,,,,,,,,,,,,,,,,,,,,,
27,2995.0,2995.0,600510.SH,20220218.0,8.39,9.04,8.34,9.04,8.22,0.82,9.9757,400265.66,353978.498,,,,,,,,,,,,,,,,,,,,,,,,
28,2997.0,2997.0,600512.SH,20220218.0,3.73,4.21,3.73,4.21,3.83,0.38,9.9217,2286520.75,939235.614,,,,,,,,,,,,,,,,,,,,,,,,
29,3005.0,3005.0,600521.SH,20220218.0,19.51,21.62,19.5,21.62,19.65,1.97,10.0254,418089.8,884818.914,,,,,,,,,,,,,,,,,,,,,,,,
30,3075.0,3075.0,600602.SH,20220218.0,6.65,7.12,6.58,7.12,6.47,0.65,10.0464,382905.81,266514.082,,,,,,,,,,,,,,,,,,,,,,,,
31,3098.0,3098.0,600629.SH,20220218.0,7.28,8.17,7.27,8.17,7.43,0.74,9.9596,185444.91,146505.987,,,,,,,,,,,,,,,,,,,,,,,,
32,3244.0,3244.0,600797.SH,20220218.0,6.9,6.95,6.75,6.95,6.32,0.63,9.9684,309540.86,214291.756,,,,,,,,,,,,,,,,,,,,,,,,
33,3390.0,3390.0,600996.SH,20220218.0,7.69,7.69,7.69,7.69,6.99,0.7,10.0143,182560.01,140388.648,,,,,,,,,,,,,,,,,,,,,,,,
37,3723.0,3723.0,603171.SH,20220218.0,35.48,39.49,35.3,39.49,35.9,3.59,10.0,106727.28,412233.939,,,,,,,,,,,,,,,,,,,,,,,,
40,3927.0,3927.0,603616.SH,20220218.0,8.48,9.7,8.2,9.7,8.82,0.88,9.9773,600565.47,553346.352,,,,,,,,,,,,,,,,,,,,,,,,
42,4064.0,4064.0,603881.SH,20220218.0,37.39,38.4,36.65,38.4,34.91,3.49,9.9971,249228.64,949860.453,,,,,,,,,,,,,,,,,,,,,,,,
