trade_date,ts_code,open,close,high,low,volume,money,MA5,MA10,MA20,MA30
2022-05-27,605123.XSHG,110.44,109.15,112.0,108.5,1049724.0,115533776.0,107.41,108.56,106.93,103.22
2022-05-26,605123.XSHG,103.11,109.25,114.0,102.23,2018631.0,220254381.0,107.18,108.63,105.74,102.99
2022-05-25,605123.XSHG,104.21,104.25,106.94,103.58,818606.0,85943762.0,107.26,108.71,104.66,102.78
2022-05-24,605123.XSHG,109.0,104.67,113.38,104.34,1536071.0,167424321.0,108.47,109.33,104.28,102.94
2022-05-23,605123.XSHG,107.56,109.73,110.72,106.17,1063054.0,114958811.0,109.79,109.91,103.94,103.1
2022-05-20,605123.XSHG,109.96,107.98,112.48,104.1,2230561.0,239451165.0,109.7,109.86,103.5,103.19
2022-05-19,605123.XSHG,108.81,109.68,110.74,107.0,1333864.0,145041843.0,110.09,109.8,103.24,103.63
2022-05-18,605123.XSHG,110.87,110.28,112.56,109.01,890060.0,98427824.0,110.16,109.4,102.72,104.02
2022-05-17,605123.XSHG,108.99,111.28,114.0,106.99,973679.0,107023966.0,110.2,108.54,101.89,104.58
2022-05-16,605123.XSHG,110.66,109.29,113.51,108.69,548938.0,60608197.0,110.03,106.82,101.11,105.08
2022-05-13,605123.XSHG,111.61,109.91,111.61,108.69,463406.0,50874340.0,110.02,105.3,100.56,105.59
2022-05-12,605123.XSHG,108.98,110.05,111.67,108.58,821800.0,90578569.0,109.51,102.85,100.17,106.24
2022-05-11,605123.XSHG,113.0,110.47,114.8,110.0,1044363.0,117244661.0,108.64,100.6,99.81,106.94
2022-05-10,605123.XSHG,110.24,110.45,118.17,106.03,2079510.0,233644277.0,106.88,99.22,99.74,107.81
2022-05-09,605123.XSHG,105.77,109.2,110.0,104.3,1311750.0,140938583.0,103.61,97.97,99.7,108.67
2022-05-06,605123.XSHG,103.0,107.39,108.5,101.51,2155848.0,228148207.0,100.58,97.15,99.86,109.62
2022-05-05,605123.XSHG,103.08,105.7,110.38,98.5,2847704.0,302243505.0,96.2,96.67,100.55,110.71
2022-04-29,605123.XSHG,93.98,101.66,102.49,92.91,2226535.0,218078663.0,92.56,96.05,101.33,111.88
2022-04-28,605123.XSHG,94.22,94.09,96.7,90.27,1538030.0,144435287.0,91.55,95.25,102.6,113.13
2022-04-27,605123.XSHG,84.27,94.04,94.04,83.17,1169900.0,103568680.0,92.33,95.4,104.22,114.21
2022-04-26,605123.XSHG,87.8,85.49,90.0,84.5,1242800.0,107909113.0,93.72,95.82,105.73,115.45
2022-04-25,605123.XSHG,95.41,87.51,95.41,87.21,867475.0,79198510.0,97.15,97.49,107.93,117.02
2022-04-22,605123.XSHG,97.0,96.64,99.66,95.06,938299.0,90738880.0,99.53,99.02,110.11,118.45
2022-04-21,605123.XSHG,100.97,97.98,103.51,97.28,826631.0,82839787.0,98.94,100.27,112.1,119.18
2022-04-20,605123.XSHG,102.39,100.97,104.06,100.67,1191737.0,122193025.0,98.47,101.43,114.03,119.87
2022-04-19,605123.XSHG,99.87,102.66,103.49,98.67,2623756.0,267210100.0,97.92,102.57,115.86,120.81
2022-04-18,605123.XSHG,92.12,99.42,99.54,90.7,2213210.0,213476579.0,97.83,104.43,117.73,121.8
2022-04-15,605123.XSHG,94.72,93.69,94.99,89.92,2515256.0,230849315.0,98.5,106.62,119.79,122.86
2022-04-14,605123.XSHG,98.63,95.62,100.11,93.99,1637066.0,156566743.0,101.59,109.96,122.07,124.19
2022-04-13,605123.XSHG,101.66,98.22,101.66,97.48,1430124.0,140819247.0,104.39,113.03,123.62,125.54
2022-04-12,605123.XSHG,102.76,102.19,104.15,99.42,1635680.0,166093649.0,107.21,115.65,125.27,126.55
