,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
2,2,000004.SZ,20220105,20.04,21.99,20.04,21.99,19.99,2.0,10.005,75662.54,162479.285
40,40,000056.SZ,20220105,6.46,6.92,6.35,6.92,6.29,0.63,10.0159,752188.48,509479.887
120,120,000530.SZ,20220105,6.86,6.86,6.33,6.86,6.24,0.62,9.9359,1059364.24,713704.952
134,134,000546.SZ,20220105,12.98,14.31,12.54,14.31,13.01,1.3,9.9923,995522.03,1396907.962
141,141,000554.SZ,20220105,5.46,5.98,5.38,5.98,5.44,0.54,9.9265,302968.45,174052.972
144,144,000558.SZ,20220105,4.6,4.66,4.46,4.66,4.24,0.42,9.9057,584883.35,270072.032
217,217,000665.SZ,20220105,7.17,7.59,7.02,7.59,6.9,0.69,10.0,1462040.14,1089012.749
324,324,000819.SZ,20220105,20.4,22.3,20.0,22.3,20.27,2.03,10.0148,306966.9,644785.416
413,413,000955.SZ,20220105,5.95,5.95,5.63,5.95,5.41,0.54,9.9815,879839.12,520366.974
438,438,000985.SZ,20220105,14.3,15.64,14.23,15.64,14.22,1.42,9.9859,35243.0,53446.302
508,508,002034.SZ,20220105,19.51,19.51,19.51,19.51,17.74,1.77,9.9775,52196.34,101835.059
533,533,002059.SZ,20220105,6.91,7.27,6.77,7.27,6.61,0.66,9.9849,625139.04,448489.579
579,579,002107.SZ,20220105,8.95,8.95,8.66,8.95,8.14,0.81,9.9509,675056.67,602344.808
812,812,002345.SZ,20220105,5.7,6.33,5.67,6.33,5.75,0.58,10.087,879625.35,537435.107
816,816,002349.SZ,20220105,13.65,13.65,12.6,13.65,12.41,1.24,9.9919,1857696.74,2475320.772
821,821,002354.SZ,20220105,6.01,6.92,5.98,6.92,6.29,0.63,10.0159,3200953.23,2037724.673
945,945,002481.SZ,20220105,8.95,9.77,8.95,9.77,8.88,0.89,10.0225,448359.56,428424.075
950,950,002486.SZ,20220105,3.11,3.41,3.07,3.41,3.1,0.31,10.0,553995.06,184913.609
1099,1099,002638.SZ,20220105,2.03,2.21,1.98,2.21,2.01,0.2,9.9502,1530155.62,324832.868
1100,1100,002639.SZ,20220105,13.7,15.33,12.6,15.33,13.94,1.39,9.9713,2410685.38,3325897.031
1154,1154,002694.SZ,20220105,5.42,5.42,5.42,5.42,4.93,0.49,9.9391,33644.2,18235.156
1159,1159,002699.SZ,20220105,6.55,7.3,6.45,7.3,6.64,0.66,9.9398,1765240.68,1239392.199
1177,1177,002721.SZ,20220105,3.6,3.96,3.6,3.96,3.6,0.36,10.0,1156729.06,448149.166
1179,1179,002723.SZ,20220105,17.13,17.86,17.13,17.86,16.24,1.62,9.9754,139390.84,245430.146
1205,1205,002750.SZ,20220105,18.0,19.51,16.8,19.51,17.74,1.77,9.9775,866165.31,1623497.708
1400,1400,002963.SZ,20220105,18.27,19.07,18.09,19.07,17.34,1.73,9.9769,133177.81,249351.203
2624,2624,600077.SH,20220105,3.28,3.28,3.28,3.28,2.98,0.3,10.0671,66300.96,21746.715
2790,2790,600272.SH,20220105,9.93,9.93,9.93,9.93,9.03,0.9,9.9668,36951.69,36693.028
2913,2913,600423.SH,20220105,4.2,4.63,4.16,4.63,4.21,0.42,9.9762,327061.18,147528.725
2989,2989,600530.SH,20220105,4.54,4.94,4.41,4.94,4.49,0.45,10.0223,676080.8,327156.278
3138,3138,600706.SH,20220105,7.54,8.24,7.39,8.24,7.49,0.75,10.0134,144051.61,112883.56
3181,3181,600753.SH,20220105,16.67,18.22,16.67,18.22,16.56,1.66,10.0242,171492.32,307311.997
3276,3276,600860.SH,20220105,18.4,20.42,18.23,20.42,18.56,1.86,10.0216,441950.07,851995.905
3367,3367,600996.SH,20220105,6.74,6.74,6.55,6.74,6.13,0.61,9.9511,224292.87,150959.249
3403,3403,601107.SH,20220105,4.87,5.47,4.81,5.47,4.97,0.5,10.0604,1230402.17,652400.239
3524,3524,601798.SH,20220105,8.82,9.7,8.45,9.7,8.82,0.88,9.9773,406126.5,375192.772
3656,3656,603096.SH,20220105,30.94,34.1,30.94,34.1,31.0,3.1,10.0,53800.58,177137.706
3675,3675,603123.SH,20220105,9.87,9.87,9.87,9.87,8.97,0.9,10.0334,112486.43,111024.106
3698,3698,603176.SH,20220105,2.97,2.97,2.97,2.97,2.7,0.27,10.0,2442.31,725.366
3857,3857,603536.SH,20220105,12.59,13.02,12.3,13.02,11.84,1.18,9.9662,200532.36,257249.393
4130,4130,605069.SH,20220105,23.25,23.25,23.25,23.25,21.14,2.11,9.9811,59106.83,137423.38
4205,4205,605388.SH,20220105,18.42,20.15,18.32,20.15,18.32,1.83,9.9891,167898.52,329521.094
4221,4221,605599.SH,20220105,13.7,15.08,13.7,15.08,13.71,1.37,9.9927,191597.62,281583.808
