,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
52,52,000078.SZ,20220304,3.89,3.89,3.7,3.89,3.54,0.35,9.887,771897.86,300102.125
80,80,000411.SZ,20220304,13.1,14.41,13.07,14.41,13.1,1.31,10.0,44334.31,62983.125
251,251,000710.SZ,20220304,16.9,18.7,16.9,18.7,17.0,1.7,10.0,198059.65,364879.491
359,359,000881.SZ,20220304,9.7,10.24,9.7,10.24,9.31,0.93,9.9893,539990.02,551088.171
409,409,000950.SZ,20220304,5.15,5.59,5.15,5.59,5.08,0.51,10.0394,434742.1,237670.263
412,412,000953.SZ,20220304,8.34,8.34,8.34,8.34,7.58,0.76,10.0264,39127.19,32632.076
450,450,001202.SZ,20220304,19.48,20.8,19.02,20.8,18.91,1.89,9.9947,197311.69,393294.25
467,467,001234.SZ,20220304,26.27,28.8,26.27,28.8,26.18,2.62,10.0076,88529.42,246620.209
473,473,001313.SZ,20220304,15.0,17.11,14.0,17.11,15.55,1.56,10.0322,699562.1,1052258.406
638,638,002162.SZ,20220304,7.5,7.72,7.41,7.72,7.02,0.7,9.9715,409705.26,312320.315
654,654,002178.SZ,20220304,5.77,6.48,5.68,6.48,5.89,0.59,10.017,1552066.32,951895.777
683,683,002207.SZ,20220304,12.24,12.24,12.06,12.24,11.13,1.11,9.973,1034217.45,1265610.766
721,721,002246.SZ,20220304,9.8,9.99,9.37,9.99,9.08,0.91,10.022,364158.25,355618.574
907,907,002435.SZ,20220304,5.2,5.58,5.12,5.58,5.07,0.51,10.0592,322914.53,177620.014
945,945,002474.SZ,20220304,6.88,7.52,6.77,7.52,6.84,0.68,9.9415,373510.61,272808.011
1057,1057,002589.SZ,20220304,3.89,4.27,3.89,4.27,3.88,0.39,10.0515,906284.07,378193.122
1093,1093,002626.SZ,20220304,32.68,33.06,31.01,33.06,30.05,3.01,10.0166,186402.43,605601.041
1165,1165,002699.SZ,20220304,4.84,5.37,4.83,5.37,4.88,0.49,10.041,1192147.4,612934.98
1187,1187,002725.SZ,20220304,8.73,9.6,8.5,9.6,8.73,0.87,9.9656,346420.21,316967.476
1257,1257,002800.SZ,20220304,25.33,25.33,25.33,25.33,23.03,2.3,9.987,17598.92,44578.064
1329,1329,002878.SZ,20220304,21.85,24.02,21.83,24.02,21.84,2.18,9.9817,187628.08,430513.855
1348,1348,002898.SZ,20220304,11.77,13.07,11.71,13.07,11.88,1.19,10.0168,54038.56,68545.763
1438,1438,002997.SZ,20220304,19.3,20.79,19.0,20.79,18.9,1.89,10.0,228671.27,465638.571
1739,1739,300264.SZ,20220304,7.65,9.08,7.65,8.63,7.85,0.78,9.9363,898790.91,760984.147
2501,2501,301056.SZ,20220304,10.58,12.86,10.55,11.78,10.72,1.06,9.8881,273179.58,326767.249
2633,2633,600051.SH,20220304,8.85,9.65,8.59,9.65,8.77,0.88,10.0342,548460.15,510031.703
2638,2638,600056.SH,20220304,14.77,14.77,14.77,14.77,13.43,1.34,9.9777,262229.77,387313.37
2752,2752,600190.SH,20220304,5.09,5.09,5.09,5.09,4.63,0.46,9.9352,217794.42,110857.36
2754,2754,600192.SH,20220304,5.49,6.03,5.42,6.03,5.48,0.55,10.0365,324106.98,188077.681
2820,2820,600272.SH,20220304,12.79,13.31,12.33,13.31,12.1,1.21,10.0,186674.03,244363.02
3068,3068,600587.SH,20220304,23.48,25.93,23.08,25.93,23.57,2.36,10.0127,253609.36,639027.954
3131,3131,600661.SH,20220304,10.96,11.98,10.71,11.98,10.89,1.09,10.0092,216933.9,246899.969
3149,3149,600684.SH,20220304,3.81,4.19,3.81,4.19,3.81,0.38,9.9738,438890.38,179801.389
3252,3252,600798.SH,20220304,6.1,6.14,5.67,6.14,5.58,0.56,10.0358,2820279.18,1691348.303
3283,3283,600833.SH,20220304,10.38,11.55,10.34,11.55,10.5,1.05,10.0,269232.36,306246.346
3460,3460,601199.SH,20220304,6.1,6.78,6.0,6.78,6.16,0.62,10.0649,674613.0,443090.07
3642,3642,603029.SH,20220304,19.88,21.4,19.88,21.4,19.45,1.95,10.0257,155882.87,326433.477
3705,3705,603122.SH,20220304,18.38,18.9,18.01,18.9,17.18,1.72,10.0116,486999.23,904829.019
3840,3840,603368.SH,20220304,17.15,19.03,17.13,19.03,17.3,1.73,10.0,312445.28,579191.462
3904,3904,603569.SH,20220304,10.26,10.26,10.26,10.26,9.33,0.93,9.9678,23437.49,24046.865
4117,4117,603963.SH,20220304,9.16,10.08,8.65,10.08,9.16,0.92,10.0437,222900.47,214249.452
4177,4177,605116.SH,20220304,22.15,24.53,22.15,24.53,22.3,2.23,10.0,78642.84,187902.744
4227,4227,605333.SH,20220304,20.59,22.57,20.02,22.57,20.52,2.05,9.9903,42714.16,92800.683
