,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
78,78,000409.SZ,20220106,6.52,7.12,6.39,7.12,6.47,0.65,10.0464,275961.27,188959.404
80,80,000411.SZ,20220106,13.78,15.04,13.74,15.04,13.67,1.37,10.0219,87997.13,128302.413
120,120,000530.SZ,20220106,7.55,7.55,7.35,7.55,6.86,0.69,10.0583,520857.55,393098.938
134,134,000546.SZ,20220106,14.31,15.74,13.95,15.74,14.31,1.43,9.993,959277.01,1414826.485
141,141,000554.SZ,20220106,6.37,6.58,6.21,6.58,5.98,0.6,10.0334,216344.19,139831.891
144,144,000558.SZ,20220106,4.99,5.13,4.83,5.13,4.66,0.47,10.0858,902080.1,458313.218
180,180,000607.SZ,20220106,5.32,6.0,5.12,6.0,5.45,0.55,10.0917,535166.12,297794.949
208,208,000650.SZ,20220106,8.92,9.9,8.85,9.9,9.0,0.9,10.0,1052292.72,1007487.498
259,259,000719.SZ,20220106,8.51,9.27,8.41,9.27,8.43,0.84,9.9644,423438.39,381242.607
287,287,000762.SZ,20220106,47.15,53.16,47.01,53.16,48.33,4.83,9.9938,781833.43,3985420.841
292,292,000777.SZ,20220106,14.26,15.55,14.08,15.55,14.14,1.41,9.9717,224177.64,337367.999
317,317,000810.SZ,20220106,11.63,12.71,11.41,12.71,11.55,1.16,10.0433,852478.97,1054195.376
319,319,000812.SZ,20220106,9.36,10.18,9.19,10.18,9.25,0.93,10.0541,2590401.63,2585116.998
462,462,001216.SZ,20220106,17.13,19.02,17.09,19.02,17.29,1.73,10.0058,245660.02,455789.531
465,465,001219.SZ,20220106,30.8,34.3,30.71,34.3,31.18,3.12,10.0064,70368.2,231464.012
492,492,002017.SZ,20220106,14.56,15.91,14.5,15.91,14.46,1.45,10.0277,280764.56,442029.518
517,517,002043.SZ,20220106,11.57,12.77,11.53,12.77,11.61,1.16,9.9914,451757.79,566689.014
573,573,002101.SZ,20220106,11.17,12.42,11.1,12.42,11.29,1.13,10.0089,232699.99,277232.464
612,612,002140.SZ,20220106,13.66,14.93,13.5,14.93,13.57,1.36,10.0221,317346.57,454546.196
648,648,002177.SZ,20220106,7.29,8.11,7.26,8.11,7.37,0.74,10.0407,1112065.56,868525.865
757,757,002289.SZ,20220106,7.55,8.29,7.51,8.29,7.54,0.75,9.9469,77000.0,62251.416
810,810,002342.SZ,20220106,4.87,5.41,4.84,5.41,4.92,0.49,9.9593,693390.77,365655.091
823,823,002355.SZ,20220106,6.25,6.74,6.11,6.74,6.13,0.61,9.9511,350179.03,230221.605
837,837,002370.SZ,20220106,4.94,5.25,4.83,5.25,4.77,0.48,10.0629,260731.46,133557.703
947,947,002482.SZ,20220106,2.52,2.75,2.5,2.75,2.5,0.25,10.0,584196.04,154494.6
951,951,002486.SZ,20220106,3.75,3.75,3.75,3.75,3.41,0.34,9.9707,468768.07,175788.026
1004,1004,002541.SZ,20220106,50.65,55.18,49.99,55.17,50.16,5.01,9.988,100809.94,546634.526
1089,1089,002627.SZ,20220106,5.46,6.04,5.45,6.04,5.49,0.55,10.0182,378908.19,222461.256
1101,1101,002639.SZ,20220106,14.88,16.86,14.63,16.86,15.33,1.53,9.9804,1981321.64,3158364.103
1133,1133,002671.SZ,20220106,4.95,5.43,4.93,5.43,4.94,0.49,9.919,361319.73,188330.585
1155,1155,002694.SZ,20220106,5.96,5.96,5.96,5.96,5.42,0.54,9.9631,27696.42,16507.066
1215,1215,002760.SZ,20220106,27.22,29.82,27.21,29.82,27.11,2.71,9.9963,68208.0,199425.415
1237,1237,002783.SZ,20220106,10.53,11.58,10.42,11.58,10.53,1.05,9.9715,182603.9,203720.968
