,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
2,2,000004.SZ,20220126,22.26,22.26,22.26,22.26,20.24,2.02,9.9802,56026.4,124714.766
30,30,000038.SZ,20220126,8.49,9.7,8.3,9.7,8.82,0.88,9.9773,141907.06,129260.029
96,96,000498.SZ,20220126,7.67,7.96,7.37,7.96,7.24,0.72,9.9448,591184.37,461487.019
180,180,000608.SZ,20220126,3.84,3.84,3.8,3.84,3.49,0.35,10.0287,366891.87,140876.603
238,238,000692.SZ,20220126,3.87,4.26,3.86,4.26,3.87,0.39,10.0775,197541.98,83688.845
251,251,000711.SZ,20220126,3.7,4.27,3.7,4.27,3.88,0.39,10.0515,1194205.75,490287.678
303,303,000793.SZ,20220126,2.79,2.87,2.79,2.87,2.61,0.26,9.9617,921517.81,263867.13
343,343,000856.SZ,20220126,7.69,8.46,7.65,8.46,7.69,0.77,10.013,124540.84,103818.326
467,467,001289.SZ,20220126,23.8,26.07,23.14,26.07,23.7,2.37,10.0,129797.74,328948.471
511,511,002037.SZ,20220126,7.96,9.21,7.96,9.21,8.37,0.84,10.0358,330913.51,282781.445
527,527,002053.SZ,20220126,8.85,9.72,8.75,9.72,8.84,0.88,9.9548,124387.11,116800.287
572,572,002101.SZ,20220126,13.66,14.85,13.3,14.85,13.5,1.35,10.0,385363.5,557760.659
575,575,002104.SZ,20220126,7.32,8.36,7.3,8.36,7.6,0.76,10.0,1146866.75,933239.199
667,667,002197.SZ,20220126,13.44,13.44,12.97,13.44,12.22,1.22,9.9836,748239.46,1004064.697
883,883,002417.SZ,20220126,5.85,6.45,5.51,6.45,5.86,0.59,10.0683,414850.99,247315.986
894,894,002428.SZ,20220126,11.45,12.5,11.37,12.5,11.36,1.14,10.0352,259660.7,316229.63
951,951,002487.SZ,20220126,31.79,34.8,31.79,34.8,31.64,3.16,9.9874,139581.37,479709.704
990,990,002528.SZ,20220126,4.5,4.62,4.35,4.62,4.2,0.42,10.0,356370.25,162212.004
1085,1085,002625.SZ,20220126,21.16,21.16,20.89,21.16,19.24,1.92,9.9792,373048.46,788978.664
1093,1093,002633.SZ,20220126,8.08,8.81,8.06,8.81,8.01,0.8,9.9875,47663.84,41006.206
1114,1114,002654.SZ,20220126,4.68,5.08,4.63,5.08,4.62,0.46,9.9567,745448.89,362811.0
1176,1176,002721.SZ,20220126,3.83,4.09,3.73,4.09,3.72,0.37,9.9462,776898.22,305253.09
1246,1246,002796.SZ,20220126,7.27,8.02,7.27,8.02,7.29,0.73,10.0137,62028.67,48462.689
1277,1277,002830.SZ,20220126,13.2,13.22,13.2,13.22,12.02,1.2,9.9834,109289.05,144457.686
1435,1435,003002.SZ,20220126,14.99,17.77,14.93,17.77,16.15,1.62,10.031,254811.75,422375.488
2612,2612,600053.SH,20220126,17.91,19.49,17.08,19.49,17.72,1.77,9.9887,178212.4,337830.577
2614,2614,600055.SH,20220126,21.7,22.66,21.05,22.66,20.6,2.06,10.0,174862.81,391005.48
2704,2704,600160.SH,20220126,12.48,13.33,12.22,13.33,12.12,1.21,9.9835,888094.06,1147378.758
2765,2765,600230.SH,20220126,14.99,16.08,14.95,16.08,14.62,1.46,9.9863,189553.27,298267.685
2990,2990,600522.SH,20220126,14.17,15.47,14.08,15.47,14.06,1.41,10.0284,1985204.75,3022269.503
3281,3281,600857.SH,20220126,10.28,11.34,10.22,11.34,10.31,1.03,9.9903,112420.25,122573.713
3284,3284,600860.SH,20220126,15.5,16.95,15.5,16.95,15.41,1.54,9.9935,370290.89,613477.828
3477,3477,601456.SH,20220126,14.57,15.86,14.52,15.86,14.42,1.44,9.9861,975322.11,1499958.016
3663,3663,603095.SH,20220126,24.9,25.58,24.24,25.58,23.25,2.33,10.0215,16354.28,41089.628
3669,3669,603102.SH,20220126,66.75,66.75,66.75,66.75,60.68,6.07,10.0033,1724.0,11507.7
3684,3684,603123.SH,20220126,17.79,19.5,16.88,19.5,17.73,1.77,9.9831,1105605.81,2027807.551
3833,3833,603399.SH,20220126,11.3,12.08,11.3,12.08,10.98,1.1,10.0182,412839.63,492619.322
3881,3881,603577.SH,20220126,9.19,10.14,9.19,10.14,9.22,0.92,9.9783,86038.68,86172.048
4018,4018,603822.SH,20220126,49.19,52.8,49.12,52.8,48.0,4.8,10.0,30342.87,156004.148
4040,4040,603869.SH,20220126,10.77,12.08,10.48,12.08,10.98,1.1,10.0182,284119.99,321434.059
4098,4098,603969.SH,20220126,4.12,4.51,4.12,4.51,4.1,0.41,10.0,405832.3,181322.819
4107,4107,603985.SH,20220126,40.28,43.97,40.28,43.97,39.97,4.0,10.0075,52162.43,226854.683
4169,4169,605168.SH,20220126,190.5,207.86,190.5,207.86,188.96,18.9,10.0021,13308.3,269763.775
4201,4201,605305.SH,20220126,86.79,94.66,86.79,94.66,86.05,8.61,10.0058,17893.3,166892.166
4203,4203,605319.SH,20220126,17.7,19.09,17.5,19.09,17.35,1.74,10.0288,58511.34,110206.059
4219,4219,605398.SH,20220126,55.97,59.77,52.01,59.77,54.34,5.43,9.9926,118829.75,688795.986
