,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
44,44,000061.SZ,20220413,6.6,7.18,6.57,7.18,6.53,0.65,9.9541,603095.09,419556.937
100,100,000505.SZ,20220413,10.36,11.42,10.25,11.42,10.38,1.04,10.0193,1335072.3,1483251.306
106,106,000514.SZ,20220413,5.31,6.18,5.28,6.18,5.62,0.56,9.9644,1672447.88,997249.145
224,224,000679.SZ,20220413,5.47,5.47,5.33,5.47,4.97,0.5,10.0604,236568.51,129278.239
240,240,000701.SZ,20220413,5.97,6.64,5.88,6.64,6.04,0.6,9.9338,207426.01,133280.174
244,244,000707.SZ,20220413,12.14,13.35,11.9,13.35,12.14,1.21,9.9671,528156.81,669773.681
247,247,000710.SZ,20220413,15.2,16.92,15.02,16.92,15.38,1.54,10.013,134629.29,218551.604
373,373,000905.SZ,20220413,9.54,9.54,9.25,9.54,8.67,0.87,10.0346,716149.06,681102.291
391,391,000927.SZ,20220413,4.27,4.27,4.0,4.27,3.88,0.39,10.0515,2833241.03,1205889.414
462,462,001234.SZ,20220413,23.58,25.81,23.5,25.81,23.46,2.35,10.0171,51693.58,131090.021
470,470,001317.SZ,20220413,59.49,62.74,58.3,62.74,57.04,5.7,9.993,87651.96,539991.402
571,571,002098.SZ,20220413,7.14,7.85,7.06,7.85,7.14,0.71,9.944,235357.1,179711.63
719,719,002248.SZ,20220413,7.16,7.93,7.0,7.93,7.21,0.72,9.9861,175983.01,134302.286
722,722,002251.SZ,20220413,8.39,8.39,8.39,8.39,7.63,0.76,9.9607,99639.34,83597.406
900,900,002432.SZ,20220413,76.0,81.92,75.86,81.92,74.47,7.45,10.004,570219.86,4546299.289
991,991,002527.SZ,20220413,6.44,7.01,6.35,7.01,6.37,0.64,10.0471,80156.33,54740.227
1091,1091,002629.SZ,20220413,3.74,4.07,3.73,4.07,3.7,0.37,10.0,233602.03,93901.164
1129,1129,002667.SZ,20220413,19.47,21.4,19.14,21.37,19.45,1.92,9.8715,255875.05,530112.015
1182,1182,002725.SZ,20220413,8.79,9.72,8.65,9.72,8.84,0.88,9.9548,434538.07,416124.404
1335,1335,002889.SZ,20220413,25.05,27.39,24.9,27.39,24.9,2.49,10.0,61414.44,165786.297
1348,1348,002903.SZ,20220413,14.1,15.61,13.94,15.61,14.19,1.42,10.007,110667.48,165758.122
1372,1372,002930.SZ,20220413,18.1,19.97,17.81,19.97,18.15,1.82,10.0275,43899.53,85757.02
1461,1461,003027.SZ,20220413,18.5,20.32,18.05,20.32,18.47,1.85,10.0162,19159.46,38106.62
2661,2661,600062.SH,20220413,17.36,19.11,16.58,19.11,17.37,1.74,10.0173,832212.9,1466219.056
2760,2760,600180.SH,20220413,6.88,7.57,6.85,7.57,6.88,0.69,10.0291,288258.28,210036.812
2772,2772,600193.SH,20220413,5.41,5.93,5.33,5.93,5.39,0.54,10.0186,73455.04,41970.276
2941,2941,600395.SH,20220413,8.72,9.5,8.64,9.5,8.64,0.86,9.9537,471988.0,436266.901
2943,2943,600397.SH,20220413,3.71,4.15,3.71,4.15,3.77,0.38,10.0796,777349.78,311095.579
2957,2957,600420.SH,20220413,10.0,11.06,9.69,11.06,10.05,1.01,10.0498,595332.1,639225.135
3100,3100,600603.SH,20220413,5.71,5.71,5.71,5.71,5.19,0.52,10.0193,64324.44,36729.255
3113,3113,600618.SH,20220413,12.2,13.53,12.09,13.53,12.3,1.23,10.0,434086.33,568663.073
3174,3174,600693.SH,20220413,5.97,5.97,5.97,5.97,5.43,0.54,9.9448,87377.07,52164.111
3261,3261,600791.SH,20220413,4.86,5.65,4.8,5.65,5.14,0.51,9.9222,724112.24,375277.387
3264,3264,600794.SH,20220413,4.15,4.15,4.15,4.15,3.77,0.38,10.0796,126244.04,52391.277
3289,3289,600822.SH,20220413,8.87,9.92,8.83,9.92,9.02,0.9,9.9778,147041.42,143508.049
3352,3352,600892.SH,20220413,3.95,3.97,3.84,3.97,3.61,0.36,9.9723,162099.48,64142.003
3390,3390,600969.SH,20220413,7.74,8.54,7.71,8.54,7.76,0.78,10.0515,150334.06,126682.122
3529,3529,601598.SH,20220413,4.19,4.52,4.16,4.52,4.11,0.41,9.9757,1512156.0,662590.866
3547,3547,601666.SH,20220413,14.5,15.65,14.35,15.65,14.23,1.42,9.9789,977142.44,1475893.111
3597,3597,601898.SH,20220413,9.1,9.66,9.02,9.66,8.78,0.88,10.0228,1818065.23,1716863.677
3730,3730,603132.SH,20220413,13.41,14.85,13.4,14.85,13.5,1.35,10.0,195366.27,281239.181
3892,3892,603500.SH,20220413,11.96,13.15,11.67,13.15,11.95,1.2,10.0418,104295.6,130036.167
3911,3911,603536.SH,20220413,10.37,11.41,10.11,11.41,10.37,1.04,10.0289,294158.0,318219.701
3923,3923,603569.SH,20220413,10.01,10.75,9.9,10.75,9.77,0.98,10.0307,213346.82,224923.406
3966,3966,603648.SH,20220413,12.13,12.13,12.13,12.13,11.03,1.1,9.9728,108927.15,132128.633
4109,4109,603908.SH,20220413,42.98,47.95,42.5,47.9,43.59,4.31,9.8876,24101.84,111732.318
4137,4137,603963.SH,20220413,15.24,17.18,14.3,17.18,15.62,1.56,9.9872,413754.55,668811.988
4190,4190,605090.SH,20220413,28.6,30.51,28.34,30.51,27.74,2.77,9.9856,91145.16,269468.907
4234,4234,605286.SH,20220413,21.44,23.58,21.22,23.58,21.44,2.14,9.9813,20733.3,48080.436
