,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
88,88,000422.SZ,20220111,19.37,21.31,19.37,21.28,19.37,1.91,9.8606,941393.3,1928240.619
89,89,000423.SZ,20220111,46.4,49.54,45.99,49.54,45.04,4.5,9.9911,264870.99,1294871.509
120,120,000530.SZ,20220111,6.93,7.8,6.61,7.8,7.09,0.71,10.0141,1793720.57,1290691.753
190,190,000619.SZ,20220111,5.98,6.53,5.7,6.53,5.94,0.59,9.9327,482357.18,304833.434
191,191,000620.SZ,20220111,3.01,3.01,2.66,3.01,2.74,0.27,9.854,1308946.65,382679.926
217,217,000665.SZ,20220111,8.58,9.31,8.47,9.31,8.46,0.85,10.0473,2849661.63,2602377.828
288,288,000766.SZ,20220111,4.75,5.17,4.68,5.17,4.7,0.47,10.0,297248.2,150341.086
294,294,000779.SZ,20220111,9.23,10.1,9.23,10.1,9.18,0.92,10.0218,93935.73,94323.301
497,497,002022.SZ,20220111,15.33,16.98,15.22,16.98,15.44,1.54,9.9741,740685.22,1213324.623
774,774,002305.SZ,20220111,2.34,2.53,2.3,2.53,2.3,0.23,10.0,1835625.08,457386.08
786,786,002317.SZ,20220111,12.7,13.75,12.68,13.75,12.5,1.25,10.0,501598.13,671460.658
817,817,002348.SZ,20220111,2.29,2.51,2.29,2.51,2.28,0.23,10.0877,557307.02,138319.852
824,824,002355.SZ,20220111,6.89,6.89,6.89,6.89,6.26,0.63,10.0639,140084.21,96518.02
838,838,002370.SZ,20220111,7.0,7.0,7.0,7.0,6.36,0.64,10.0629,49460.29,34622.203
900,900,002432.SZ,20220111,53.11,56.56,52.2,56.56,51.42,5.14,9.9961,748062.14,4134881.67
1153,1153,002691.SZ,20220111,5.15,5.67,5.12,5.67,5.15,0.52,10.0971,117782.1,65475.148
1155,1155,002693.SZ,20220111,4.73,5.17,4.7,5.17,4.7,0.47,10.0,107458.93,54180.531
1174,1174,002715.SZ,20220111,13.75,15.05,13.67,15.05,13.68,1.37,10.0146,18159.06,26605.999
1207,1207,002750.SZ,20220111,18.14,19.91,17.77,19.91,18.1,1.81,10.0,693760.52,1331280.975
1218,1218,002762.SZ,20220111,10.16,11.08,10.07,11.08,10.07,1.01,10.0298,139753.88,151629.966
1285,1285,002835.SZ,20220111,11.7,12.87,11.62,12.87,11.7,1.17,10.0,103224.89,128333.167
1325,1325,002878.SZ,20220111,21.2,23.9,21.11,23.9,21.73,2.17,9.9862,143508.14,336485.014
1344,1344,002898.SZ,20220111,12.35,12.35,12.35,12.35,11.23,1.12,9.9733,20673.47,25531.735
1352,1352,002907.SZ,20220111,16.76,18.8,16.43,18.8,17.09,1.71,10.0059,233928.1,423202.652
1392,1392,002952.SZ,20220111,17.0,18.05,16.62,18.05,16.41,1.64,9.9939,123673.57,218262.349
1745,1745,300275.SZ,20220111,12.27,14.17,12.26,13.41,12.18,1.23,10.0985,339404.14,449333.62
2646,2646,600096.SH,20220111,19.25,20.77,19.16,20.77,18.88,1.89,10.0106,1312010.66,2610019.584
2692,2692,600149.SH,20220111,5.46,6.02,5.45,6.02,5.47,0.55,10.0548,210389.63,123867.731
2766,2766,600233.SH,20220111,18.01,18.63,18.01,18.63,16.94,1.69,9.9764,623910.81,1157658.428
2796,2796,600272.SH,20220111,14.39,14.53,13.88,14.53,13.21,1.32,9.9924,130870.54,189004.779
2918,2918,600422.SH,20220111,11.95,12.65,11.94,12.65,11.5,1.15,10.0,273882.9,341585.451
3003,3003,600539.SH,20220111,8.08,8.8,8.08,8.8,8.0,0.8,10.0,165743.56,144185.671
3171,3171,600735.SH,20220111,7.05,7.74,7.04,7.74,7.04,0.7,9.9432,451489.87,341723.693
3245,3245,600818.SH,20220111,9.36,10.21,9.36,10.21,9.28,0.93,10.0216,119382.89,119740.018
3259,3259,600833.SH,20220111,9.7,10.7,9.64,10.7,9.73,0.97,9.9692,148721.68,156851.168
3335,3335,600936.SH,20220111,3.21,3.55,3.18,3.55,3.23,0.32,9.9071,586875.55,203235.638
3567,3567,601929.SH,20220111,2.29,2.53,2.28,2.53,2.3,0.23,10.0,2718920.5,676782.029
3677,3677,603117.SH,20220111,3.99,4.4,3.99,4.4,4.0,0.4,10.0,142314.67,61356.502
3700,3700,603168.SH,20220111,10.81,11.01,10.46,11.01,10.01,1.0,9.99,355006.48,388716.683
3810,3810,603368.SH,20220111,20.83,22.61,20.79,22.61,20.55,2.06,10.0243,205720.97,457546.379
3827,3827,603399.SH,20220111,9.49,9.55,8.6,9.55,8.68,0.87,10.023,988036.45,909232.538
3892,3892,603602.SH,20220111,10.57,11.53,10.51,11.53,10.48,1.05,10.0191,137298.87,154942.451
3903,3903,603615.SH,20220111,8.86,9.75,8.84,9.75,8.86,0.89,10.0451,163832.31,156712.467
3933,3933,603676.SH,20220111,9.18,10.09,9.11,10.09,9.17,0.92,10.0327,81528.72,80239.928
4088,4088,603963.SH,20220111,8.58,9.37,8.58,9.37,8.52,0.85,9.9765,95401.29,87823.344
4147,4147,605116.SH,20220111,21.56,23.28,21.1,23.28,21.16,2.12,10.0189,64098.5,143651.361
4161,4161,605167.SH,20220111,10.01,11.04,9.84,11.04,10.04,1.0,9.9602,285766.38,303048.841
4196,4196,605319.SH,20220111,16.46,18.17,16.38,18.17,16.52,1.65,9.9879,87204.94,154973.707
4206,4206,605369.SH,20220111,128.87,142.29,128.87,142.29,129.35,12.94,10.0039,17876.1,246936.035
