,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
60,60,000151.SZ,20220523,11.0,11.28,10.4,11.28,10.25,1.03,10.0488,717073.35,781795.889
97,97,000505.SZ,20220523,9.63,10.64,9.6,10.64,9.67,0.97,10.031,592486.35,603981.025
176,176,000607.SZ,20220523,4.58,4.66,4.58,4.66,4.24,0.42,9.9057,151830.01,70607.416
205,205,000655.SZ,20220523,6.8,6.8,6.8,6.8,6.18,0.62,10.0324,61105.9,41552.012
228,228,000688.SZ,20220523,14.85,16.32,14.72,16.32,14.84,1.48,9.973,144614.2,228126.069
251,251,000719.SZ,20220523,7.09,7.68,7.07,7.68,6.98,0.7,10.0287,202834.55,151555.065
272,272,000753.SZ,20220523,4.91,4.91,4.91,4.91,4.46,0.45,10.0897,104016.66,51072.18
274,274,000756.SZ,20220523,25.72,28.19,25.01,28.19,25.63,2.56,9.9883,929456.49,2465470.939
279,279,000762.SZ,20220523,38.94,42.02,38.92,42.02,38.2,3.82,10.0,223120.49,907933.528
349,349,000880.SZ,20220523,8.13,8.93,8.1,8.93,8.12,0.81,9.9754,54478.5,47491.735
354,354,000886.SZ,20220523,4.8,5.28,4.71,5.28,4.8,0.48,10.0,957268.51,491921.927
372,372,000909.SZ,20220523,10.3,10.42,9.93,10.42,9.47,0.95,10.0317,467368.06,479038.164
376,376,000913.SZ,20220523,13.15,13.15,13.15,13.15,11.95,1.2,10.0418,32258.8,42420.322
405,405,000957.SZ,20220523,8.4,8.47,8.09,8.47,7.7,0.77,10.0,1307465.62,1098583.587
442,442,001203.SZ,20220523,12.05,12.67,12.05,12.67,11.52,1.15,9.9826,276962.95,347359.07
450,450,001212.SZ,20220523,30.6,32.87,30.6,32.87,29.88,2.99,10.0067,37081.32,119935.689
468,468,001318.SZ,20220523,14.98,14.98,14.98,14.98,13.62,1.36,9.9853,4165.69,6240.204
469,469,001319.SZ,20220523,40.69,41.77,39.15,41.77,37.97,3.8,10.0079,288934.3,1180800.405
486,486,002011.SZ,20220523,8.7,9.46,8.7,9.46,8.6,0.86,10.0,682681.53,620637.428
607,607,002137.SZ,20220523,4.74,5.2,4.72,5.2,4.73,0.47,9.9366,262089.15,134082.072
651,651,002183.SZ,20220523,8.6,9.37,8.51,9.37,8.52,0.85,9.9765,5611124.81,5140285.66
758,758,002292.SZ,20220523,6.0,6.15,5.91,6.15,5.59,0.56,10.0179,564500.73,344022.469
