,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
11,11,000014.SZ,20220428,9.25,10.71,9.25,10.71,9.74,0.97,9.9589,323536.5,320709.083
22,22,000029.SZ,20220428,7.32,8.06,7.08,8.06,7.33,0.73,9.9591,107190.97,80921.123
73,73,000402.SZ,20220428,5.59,6.06,5.5,6.06,5.51,0.55,9.9819,1028757.48,608539.971
107,107,000514.SZ,20220428,4.84,5.47,4.76,5.47,4.97,0.5,10.0604,1310213.31,671927.363
108,108,000516.SZ,20220428,7.05,7.8,6.97,7.8,7.09,0.71,10.0141,975808.12,746974.552
140,140,000553.SZ,20220428,8.38,8.78,8.38,8.78,7.98,0.8,10.0251,128602.58,111664.839
150,150,000565.SZ,20220428,4.99,5.18,4.96,5.18,4.71,0.47,9.9788,71322.29,36348.799
175,175,000600.SZ,20220428,3.75,4.05,3.7,4.05,3.68,0.37,10.0543,156561.99,62198.08
259,259,000720.SZ,20220428,4.34,4.76,4.31,4.76,4.33,0.43,9.9307,116492.0,54548.032
261,261,000722.SZ,20220428,13.4,13.74,12.91,13.74,12.49,1.25,10.008,1001925.78,1353057.75
272,272,000736.SZ,20220428,21.11,23.1,20.79,23.1,21.0,2.1,10.0,1083037.47,2396540.279
281,281,000756.SZ,20220428,12.49,12.49,12.49,12.49,11.35,1.14,10.0441,33202.17,41469.51
337,337,000839.SZ,20220428,3.23,3.3,3.1,3.3,3.0,0.3,10.0,1596824.27,520885.887
370,370,000899.SZ,20220428,5.08,5.08,5.08,5.08,4.62,0.46,9.9567,53295.5,27074.114
416,416,000963.SZ,20220428,31.0,32.35,30.73,32.35,29.41,2.94,9.9966,196739.85,621637.916
464,464,001267.SZ,20220428,4.7,5.21,4.66,5.21,4.74,0.47,9.9156,114013.96,57918.806
560,560,002088.SZ,20220428,14.41,14.41,14.41,14.41,13.1,1.31,10.0,3293.11,4745.371
663,663,002192.SZ,20220428,92.9,94.85,91.56,94.85,86.23,8.62,9.9965,85472.15,802351.33
710,710,002240.SZ,20220428,39.05,41.21,39.05,41.21,37.46,3.75,10.0107,479892.88,1945833.313
711,711,002241.SZ,20220428,31.6,33.43,31.4,33.43,30.39,3.04,10.0033,1209584.09,3942883.05
714,714,002244.SZ,20220428,7.2,7.93,7.13,7.93,7.21,0.72,9.9861,727981.14,564699.861
804,804,002336.SZ,20220428,5.53,5.84,5.35,5.84,5.31,0.53,9.9812,51710.0,29661.536
870,870,002403.SZ,20220428,9.23,9.23,9.23,9.23,8.39,0.84,10.0119,29629.93,27348.425
886,886,002419.SZ,20220428,6.14,6.14,6.14,6.14,5.58,0.56,10.0358,82268.24,50512.699
919,919,002453.SZ,20220428,9.07,10.11,8.8,10.11,9.19,0.92,10.0109,378643.12,368313.019
1024,1024,002561.SZ,20220428,9.72,10.32,9.7,10.32,9.38,0.94,10.0213,819606.07,831986.341
