,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
158,158,000582.SZ,20220411,9.05,10.4,8.96,10.4,9.45,0.95,10.0529,1039382.28,1058111.989
269,269,000736.SZ,20220411,17.33,21.18,17.33,21.18,19.25,1.93,10.026,1004875.93,1858221.974
304,304,000798.SZ,20220411,7.48,8.36,7.42,8.36,7.6,0.76,10.0,147357.12,120522.527
391,391,000927.SZ,20220411,3.53,3.53,3.48,3.53,3.21,0.32,9.9688,1072294.47,378477.499
416,416,000965.SZ,20220411,9.47,10.42,9.02,10.42,9.47,0.95,10.0317,3588901.14,3601474.142
445,445,001202.SZ,20220411,16.65,16.65,16.65,16.65,15.14,1.51,9.9736,22055.0,36721.575
455,455,001213.SZ,20220411,5.9,5.9,5.9,5.9,5.36,0.54,10.0746,375014.23,221258.395
456,456,001215.SZ,20220411,37.5,41.17,37.11,41.17,37.43,3.74,9.992,16981.67,69082.291
470,470,001317.SZ,20220411,51.85,51.85,51.85,51.85,47.14,4.71,9.9915,31956.92,165696.63
486,486,002010.SZ,20220411,6.95,6.95,6.95,6.95,6.32,0.63,9.9684,203204.14,141226.877
647,647,002175.SZ,20220411,3.34,3.34,3.34,3.34,3.04,0.3,9.8684,38762.0,12946.508
677,677,002205.SZ,20220411,16.84,16.84,16.67,16.84,15.31,1.53,9.9935,200905.87,338278.801
722,722,002251.SZ,20220411,6.39,6.94,6.3,6.94,6.31,0.63,9.9842,648507.42,440753.652
776,776,002307.SZ,20220411,7.74,7.74,7.74,7.74,7.04,0.7,9.9432,93955.06,72721.216
1162,1162,002702.SZ,20220411,5.52,5.97,5.47,5.97,5.43,0.54,9.9448,196581.2,113374.031
1236,1236,002783.SZ,20220411,8.04,8.94,7.96,8.94,8.13,0.81,9.9631,202802.44,172860.533
1241,1241,002789.SZ,20220411,12.46,13.74,12.32,13.74,12.49,1.25,10.008,82712.01,108137.321
1251,1251,002800.SZ,20220411,20.75,20.75,20.75,20.75,18.86,1.89,10.0212,40759.2,84575.34
1279,1279,002830.SZ,20220411,14.91,15.82,14.66,15.82,14.38,1.44,10.0139,157469.39,246010.713
2655,2655,600062.SH,20220411,14.71,16.19,14.38,16.19,14.72,1.47,9.9864,498809.07,767816.58
2663,2663,600073.SH,20220411,7.36,7.93,7.3,7.93,7.21,0.72,9.9861,736950.86,579525.923
2704,2704,600119.SH,20220411,8.87,8.88,8.56,8.88,8.07,0.81,10.0372,272386.17,241284.209
2867,2867,600313.SH,20220411,7.04,7.73,7.04,7.73,7.03,0.7,9.9573,2113792.6,1581076.958
2899,2899,600354.SH,20220411,6.24,6.86,6.2,6.86,6.24,0.62,9.9359,574603.99,379032.404
2903,2903,600359.SH,20220411,8.45,9.35,8.41,9.35,8.5,0.85,10.0,483900.77,447858.592
2976,2976,600463.SH,20220411,9.99,10.63,9.66,10.63,9.66,0.97,10.0414,335279.49,344282.607
2981,2981,600470.SH,20220411,9.88,10.01,9.28,10.01,9.1,0.91,10.0,1861848.22,1832883.521
3005,3005,600502.SH,20220411,6.22,6.22,6.06,6.22,5.65,0.57,10.0885,1537871.98,956004.668
3094,3094,600603.SH,20220411,4.72,4.72,4.72,4.72,4.29,0.43,10.0233,220470.86,104062.246
3111,3111,600622.SH,20220411,5.54,5.54,5.5,5.54,5.04,0.5,9.9206,2956820.32,1637956.762
3168,3168,600693.SH,20220411,4.94,4.94,4.94,4.94,4.49,0.45,10.0223,74405.9,36756.515
3195,3195,600724.SH,20220411,6.36,6.36,6.31,6.36,5.78,0.58,10.0346,1032718.42,656733.796
3251,3251,600785.SH,20220411,11.05,12.42,11.04,12.42,11.29,1.13,10.0089,34999.37,42225.3
3252,3252,600787.SH,20220411,5.93,5.93,5.93,5.93,5.39,0.54,10.0186,178473.09,105834.542
3258,3258,600794.SH,20220411,3.43,3.43,3.43,3.43,3.12,0.31,9.9359,243791.58,83620.512
3293,3293,600833.SH,20220411,12.98,12.98,12.33,12.98,11.8,1.18,10.0,147946.21,189446.109
3406,3406,600996.SH,20220411,8.18,9.32,8.14,9.32,8.47,0.85,10.0354,1109426.22,997993.169
3445,3445,601116.SH,20220411,9.66,10.16,9.64,10.16,9.24,0.92,9.9567,236747.19,237537.304
3689,3689,603086.SH,20220411,11.57,11.57,11.57,11.57,10.52,1.05,9.981,37050.67,42867.625
3779,3779,603229.SH,20220411,62.11,70.64,61.01,70.64,64.22,6.42,9.9969,147245.89,994565.919
3834,3834,603336.SH,20220411,7.45,8.07,7.45,8.07,7.34,0.73,9.9455,343819.88,273651.216
3903,3903,603535.SH,20220411,31.0,31.04,29.8,31.04,28.22,2.82,9.9929,87327.69,269059.352
3916,3916,603569.SH,20220411,8.88,8.88,8.88,8.88,8.07,0.81,10.0372,46869.85,41620.427
3959,3959,603648.SH,20220411,10.03,10.03,10.03,10.03,9.12,0.91,9.9781,67310.35,67512.281
4030,4030,603778.SH,20220411,4.99,5.56,4.92,5.56,5.05,0.51,10.099,790357.89,412682.377
4130,4130,603963.SH,20220411,12.24,14.2,11.62,14.2,12.91,1.29,9.9923,330363.78,446746.724
4182,4182,605089.SH,20220411,56.27,61.66,56.27,61.66,56.05,5.61,10.0089,21743.96,131610.864
