,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
11,11,000014.SZ,20220406,14.5,14.78,14.28,14.78,13.44,1.34,9.9702,109174.7,159762.403
17,17,000023.SZ,20220406,15.0,16.02,14.46,16.02,14.56,1.46,10.0275,82755.23,126366.413
22,22,000029.SZ,20220406,9.45,10.44,9.11,10.44,9.49,0.95,10.0105,199309.44,194160.508
116,116,000526.SZ,20220406,17.9,19.02,17.8,19.02,17.29,1.73,10.0058,60962.13,114586.703
119,119,000530.SZ,20220406,4.5,4.96,4.46,4.96,4.51,0.45,9.9778,658565.15,313619.975
135,135,000548.SZ,20220406,4.7,5.17,4.7,5.17,4.7,0.47,10.0,371290.4,185295.031
150,150,000566.SZ,20220406,5.77,6.08,5.6,6.08,5.53,0.55,9.9458,1844418.85,1100260.162
156,156,000573.SZ,20220406,4.36,4.69,4.27,4.69,4.26,0.43,10.0939,1014310.61,458471.167
164,164,000590.SZ,20220406,9.73,10.55,9.7,10.55,9.59,0.96,10.0104,71121.25,73528.426
188,188,000620.SZ,20220406,3.26,3.51,3.21,3.51,3.19,0.32,10.0313,859634.49,288357.889
198,198,000632.SZ,20220406,5.4,5.4,4.7,5.4,4.91,0.49,9.9796,1357294.31,711790.534
270,270,000736.SZ,20220406,17.11,17.11,17.11,17.11,15.55,1.56,10.0322,31967.51,54696.409
304,304,000797.SZ,20220406,4.71,4.71,4.71,4.71,4.28,0.43,10.0467,52876.84,24904.991
341,341,000856.SZ,20220406,9.63,10.69,9.62,10.69,9.72,0.97,9.9794,246730.03,256945.825
359,359,000886.SZ,20220406,4.59,4.98,4.51,4.98,4.53,0.45,9.9338,796857.81,386256.55
397,397,000932.SZ,20220406,5.58,6.13,5.58,6.13,5.57,0.56,10.0539,2627922.85,1541503.736
403,403,000948.SZ,20220406,14.24,15.54,14.24,15.54,14.13,1.41,9.9788,182311.34,272891.306
448,448,001205.SZ,20220406,34.97,34.97,34.01,34.97,31.79,3.18,10.0031,78446.65,274214.576
461,461,001219.SZ,20220406,24.61,26.9,24.45,26.9,24.45,2.45,10.0204,29670.27,78036.34
607,607,002133.SZ,20220406,4.58,4.88,4.36,4.88,4.44,0.44,9.9099,1160352.24,538085.536
670,670,002197.SZ,20220406,11.06,12.11,11.06,12.11,11.01,1.1,9.9909,403733.62,471891.007
678,678,002205.SZ,20220406,11.3,12.65,10.35,12.65,11.5,1.15,10.0,599678.56,668519.378
684,684,002211.SZ,20220406,3.74,4.08,3.72,4.08,3.71,0.37,9.973,202016.53,80609.696
706,706,002234.SZ,20220406,17.3,18.51,17.27,18.51,16.83,1.68,9.9822,186050.9,337931.657
775,775,002305.SZ,20220406,3.88,3.88,3.88,3.88,3.53,0.35,9.915,287668.5,111615.378
777,777,002307.SZ,20220406,5.35,5.82,5.29,5.82,5.29,0.53,10.0189,1145113.73,638169.399
784,784,002314.SZ,20220406,5.07,5.27,5.01,5.27,4.79,0.48,10.0209,847603.73,442962.11
930,930,002462.SZ,20220406,14.52,15.96,14.52,15.96,14.51,1.45,9.9931,103466.0,160908.886
1054,1054,002589.SZ,20220406,6.12,6.12,6.12,6.12,5.56,0.56,10.0719,161158.17,98628.8
1061,1061,002596.SZ,20220406,5.04,5.04,4.8,5.04,4.58,0.46,10.0437,639989.37,321369.611
1068,1068,002603.SZ,20220406,33.99,34.69,33.58,34.69,31.54,3.15,9.9873,1237367.72,4265179.128
1101,1101,002639.SZ,20220406,11.2,12.16,11.14,12.16,11.05,1.11,10.0452,1196995.99,1391966.662
1160,1160,002699.SZ,20220406,6.68,6.85,6.38,6.85,6.23,0.62,9.9518,3394205.12,2283211.314
