,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
60,60,000151.SZ,20220520,10.17,10.25,9.8,10.25,9.32,0.93,9.9785,337210.99,339625.354
180,180,000612.SZ,20220520,5.6,6.0,5.58,6.0,5.45,0.55,10.0917,267676.42,154362.625
307,307,000807.SZ,20220520,10.66,11.35,10.62,11.35,10.32,1.03,9.9806,1519635.6,1659473.056
314,314,000816.SZ,20220520,3.32,3.66,3.31,3.66,3.33,0.33,9.9099,644364.39,227764.848
340,340,000860.SZ,20220520,20.19,22.14,20.13,22.14,20.13,2.01,9.9851,310760.52,670801.631
344,344,000868.SZ,20220520,4.1,4.55,4.0,4.55,4.14,0.41,9.9034,540770.73,230855.057
373,373,000909.SZ,20220520,9.47,9.47,9.47,9.47,8.61,0.86,9.9884,352324.4,333651.207
383,383,000921.SZ,20220520,11.59,12.73,11.54,12.73,11.57,1.16,10.0259,205076.88,250530.921
394,394,000933.SZ,20220520,12.43,13.5,12.4,13.5,12.27,1.23,10.0244,1451035.27,1896803.766
406,406,000957.SZ,20220520,7.7,7.7,7.7,7.7,7.0,0.7,10.0,99020.73,76245.962
451,451,001212.SZ,20220520,26.2,29.88,25.82,29.88,27.16,2.72,10.0147,65419.84,182912.28
453,453,001215.SZ,20220520,45.1,49.28,45.1,49.28,44.8,4.48,10.0,26670.35,129819.894
470,470,001319.SZ,20220520,37.97,37.97,37.97,37.97,34.52,3.45,9.9942,26203.79,99495.791
487,487,002011.SZ,20220520,7.9,8.6,7.9,8.6,7.82,0.78,9.9744,219401.68,183090.586
528,528,002053.SZ,20220520,13.35,13.62,13.06,13.62,12.38,1.24,10.0162,171780.97,231204.654
531,531,002056.SZ,20220520,21.49,22.75,20.89,22.75,20.68,2.07,10.0097,897669.96,1944938.305
588,588,002116.SZ,20220520,11.3,11.3,10.81,11.3,10.27,1.03,10.0292,206074.34,232528.842
609,609,002139.SZ,20220520,9.78,10.46,9.71,10.46,9.51,0.95,9.9895,553308.27,561005.547
688,688,002221.SZ,20220520,7.78,8.49,7.73,8.49,7.72,0.77,9.9741,375447.59,309684.459
758,758,002292.SZ,20220520,5.38,5.59,5.13,5.59,5.08,0.51,10.0394,1888415.06,1032168.336
775,775,002309.SZ,20220520,5.94,5.94,5.94,5.94,5.4,0.54,10.0,146187.17,86835.179
790,790,002324.SZ,20220520,10.71,11.67,10.71,11.67,10.61,1.06,9.9906,256976.54,293018.169
799,799,002333.SZ,20220520,5.5,5.71,5.5,5.71,5.19,0.52,10.0193,79578.0,45126.315
807,807,002341.SZ,20220520,3.34,3.66,3.34,3.66,3.33,0.33,9.9099,151084.32,54363.445
821,821,002355.SZ,20220520,4.14,4.55,4.13,4.55,4.14,0.41,9.9034,69324.4,30575.511
911,911,002449.SZ,20220520,7.7,7.7,7.7,7.7,7.0,0.7,10.0,21439.13,16508.13
944,944,002486.SZ,20220520,2.9,3.22,2.87,3.22,2.93,0.29,9.8976,838688.52,258285.619
985,985,002529.SZ,20220520,15.03,15.52,14.81,15.52,14.11,1.41,9.9929,75898.0,115671.249
988,988,002532.SZ,20220520,6.9,7.36,6.81,7.36,6.69,0.67,10.0149,867469.07,613597.769
1034,1034,002578.SZ,20220520,4.1,4.48,4.1,4.48,4.07,0.41,10.0737,192938.0,84178.05
1065,1065,002610.SZ,20220520,3.42,3.76,3.37,3.76,3.42,0.34,9.9415,2745293.46,975778.963
1108,1108,002655.SZ,20220520,11.68,12.43,11.68,12.43,11.3,1.13,10.0,294452.92,358350.056
1172,1172,002725.SZ,20220520,10.81,12.08,10.65,12.08,10.98,1.1,10.0182,578514.05,659338.581
1210,1210,002766.SZ,20220520,8.89,8.99,8.5,8.99,8.17,0.82,10.0367,595633.12,527878.183
1240,1240,002800.SZ,20220520,15.68,17.24,15.6,17.24,15.67,1.57,10.0191,102157.45,169794.375
1247,1247,002808.SZ,20220520,7.43,7.63,7.27,7.63,6.94,0.69,9.9424,128027.62,96668.62
1262,1262,002824.SZ,20220520,34.49,37.57,34.36,37.57,34.15,3.42,10.0146,65085.07,235283.056
1317,1317,002883.SZ,20220520,17.17,18.89,16.3,18.89,17.17,1.72,10.0175,440346.03,778770.402
1321,1321,002887.SZ,20220520,11.98,12.29,11.51,12.29,11.17,1.12,10.0269,108351.65,131396.813
1354,1354,002923.SZ,20220520,18.97,20.79,18.97,20.79,18.9,1.89,10.0,30837.9,62076.877
1391,1391,002965.SZ,20220520,21.61,24.01,21.61,24.01,21.83,2.18,9.9863,52469.87,124726.491
1425,1425,003001.SZ,20220520,18.16,19.8,17.99,19.8,18.0,1.8,10.0,23292.0,45050.744
1460,1460,003039.SZ,20220520,18.22,19.92,18.22,19.92,18.11,1.81,9.9945,76934.54,149787.219
2646,2646,600059.SH,20220520,9.61,10.53,9.61,10.53,9.57,0.96,10.0313,184575.81,190175.622
2816,2816,600267.SH,20220520,15.55,15.55,15.55,15.55,14.14,1.41,9.9717,66748.23,103793.498
2855,2855,600313.SH,20220520,11.0,12.44,10.82,12.44,11.31,1.13,9.9912,3073226.44,3625264.644
2928,2928,600403.SH,20220520,4.7,5.1,4.65,5.1,4.64,0.46,9.9138,337307.0,165696.59
3009,3009,600521.SH,20220520,20.2,20.63,19.42,20.63,18.75,1.88,10.0267,1153226.03,2346929.891
3069,3069,600593.SH,20220520,14.3,14.3,14.3,14.3,13.0,1.3,10.0,495.0,707.85
3090,3090,600616.SH,20220520,6.42,7.14,6.42,7.14,6.49,0.65,10.0154,297886.28,210785.538
3318,3318,600881.SH,20220520,2.56,2.79,2.56,2.79,2.54,0.25,9.8425,1015074.38,277964.536
3337,3337,600906.SH,20220520,7.57,8.23,7.57,8.23,7.48,0.75,10.0267,1480617.86,1196976.484
3358,3358,600960.SH,20220520,3.33,3.61,3.3,3.61,3.28,0.33,10.061,390286.56,139719.917
3431,3431,601126.SH,20220520,12.58,13.78,12.38,13.78,12.53,1.25,9.9761,539171.08,710825.1
3434,3434,601137.SH,20220520,13.96,14.96,13.96,14.96,13.6,1.36,10.0,512071.8,753161.124
3486,3486,601388.SH,20220520,3.41,3.71,3.4,3.71,3.37,0.34,10.089,831146.93,296200.911
3499,3499,601567.SH,20220520,9.02,9.88,8.98,9.88,8.98,0.9,10.0223,338896.33,321392.437
3507,3507,601600.SH,20220520,4.7,5.07,4.68,5.07,4.61,0.46,9.9783,3581854.01,1736458.513
3523,3523,601666.SH,20220520,13.95,15.21,13.88,15.21,13.83,1.38,9.9783,580790.37,858942.852
3545,3545,601798.SH,20220520,6.26,6.89,6.19,6.89,6.26,0.63,10.0639,255011.61,173128.529
3679,3679,603097.SH,20220520,21.77,21.77,21.77,21.77,19.79,1.98,10.0051,20490.56,44607.949
