,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
40,40,000056.SZ,20220114,7.75,8.33,7.66,8.33,7.57,0.76,10.0396,655809.88,535201.264
410,410,000953.SZ,20220114,5.72,6.3,5.6,6.3,5.73,0.57,9.9476,194981.21,117284.628
464,464,001234.SZ,20220114,31.68,31.68,31.68,31.68,28.8,2.88,10.0,22271.44,70555.921
541,541,002068.SZ,20220114,9.52,10.52,9.4,10.52,9.56,0.96,10.0418,361359.06,370372.821
553,553,002082.SZ,20220114,14.0,15.77,13.86,15.77,14.34,1.43,9.9721,331016.28,497640.507
572,572,002101.SZ,20220114,12.52,13.92,12.52,13.92,12.65,1.27,10.0395,203325.3,275615.207
636,636,002166.SZ,20220114,9.25,10.34,9.25,10.34,9.4,0.94,10.0,293153.76,296406.419
712,712,002243.SZ,20220114,12.3,13.43,12.23,13.43,12.21,1.22,9.9918,404377.18,528302.49
767,767,002300.SZ,20220114,8.32,8.9,8.28,8.9,8.09,0.81,10.0124,247795.53,216778.11
781,781,002314.SZ,20220114,3.62,3.62,3.58,3.62,3.29,0.33,10.0304,424436.95,153633.83
797,797,002330.SZ,20220114,8.86,8.86,8.86,8.86,8.05,0.81,10.0621,44877.44,39761.411
803,803,002336.SZ,20220114,6.49,6.49,6.46,6.49,5.9,0.59,10.0,72635.62,47140.247
816,816,002349.SZ,20220114,14.0,14.63,13.88,14.63,13.3,1.33,10.0,523696.42,752947.34
836,836,002370.SZ,20220114,7.7,9.3,7.69,9.3,8.45,0.85,10.0592,2128866.75,1858257.123
898,898,002432.SZ,20220114,75.28,75.28,72.54,75.28,68.44,6.84,9.9942,171610.64,1289750.895
969,969,002505.SZ,20220114,3.53,3.88,3.51,3.88,3.53,0.35,9.915,2047223.85,771192.75
992,992,002530.SZ,20220114,7.39,8.05,7.31,8.05,7.32,0.73,9.9727,1095631.54,861510.487
1012,1012,002550.SZ,20220114,6.66,7.11,6.6,7.11,6.46,0.65,10.0619,649708.19,451276.625
1065,1065,002603.SZ,20220114,22.79,25.38,22.71,25.38,23.07,2.31,10.013,939197.62,2318454.707
1153,1153,002693.SZ,20220114,4.98,5.46,4.92,5.46,4.96,0.5,10.0806,143146.28,77033.533
1162,1162,002702.SZ,20220114,8.22,8.22,8.22,8.22,7.47,0.75,10.0402,217775.17,179011.189
1250,1250,002799.SZ,20220114,13.31,14.2,12.96,14.2,12.91,1.29,9.9923,158856.53,218955.024
1255,1255,002805.SZ,20220114,28.5,31.42,28.28,31.42,28.56,2.86,10.014,73799.72,224151.695
1302,1302,002856.SZ,20220114,12.98,14.25,12.97,14.25,12.95,1.3,10.0386,75879.54,106173.017
1339,1339,002895.SZ,20220114,23.69,25.69,23.5,25.69,23.35,2.34,10.0214,265963.3,661459.264
1342,1342,002898.SZ,20220114,13.9,16.45,13.78,16.45,14.95,1.5,10.0334,189521.6,295655.768
1373,1373,002932.SZ,20220114,101.0,112.74,98.0,112.74,102.49,10.25,10.001,97445.6,1047401.904
1377,1377,002937.SZ,20220114,19.35,21.55,19.35,21.55,19.59,1.96,10.0051,121884.71,258356.736
1389,1389,002950.SZ,20220114,16.46,18.05,16.46,18.05,16.41,1.64,9.9939,346982.9,611269.368
1390,1390,002951.SZ,20220114,13.61,14.5,13.5,14.5,13.18,1.32,10.0152,189738.81,265975.66
1451,1451,003017.SZ,20220114,39.1,43.38,38.63,43.38,39.44,3.94,9.9899,49188.3,202669.191
1474,1474,003042.SZ,20220114,27.13,30.16,26.87,30.16,27.42,2.74,9.9927,75101.43,215765.159
1737,1737,300268.SZ,20220114,22.7,25.42,22.7,23.3,21.18,2.12,10.0094,232694.52,559510.239
2100,2100,300639.SZ,20220114,33.82,38.25,33.7,37.19,33.81,3.38,9.997,301392.9,1079297.264
2627,2627,600072.SH,20220114,17.73,17.73,17.73,17.73,16.12,1.61,9.9876,28544.55,50609.487
2793,2793,600267.SH,20220114,13.69,15.07,13.69,15.07,13.7,1.37,10.0,500524.12,739275.946
2797,2797,600272.SH,20220114,15.0,16.5,15.0,16.5,15.0,1.5,10.0,477445.28,763161.499
2864,2864,600353.SH,20220114,7.03,7.83,6.92,7.83,7.12,0.71,9.9719,370814.68,284294.803
2937,2937,600458.SH,20220114,11.7,12.82,11.55,12.82,11.65,1.17,10.0429,230283.03,283977.325
3095,3095,600645.SH,20220114,23.6,26.06,23.6,26.06,23.69,2.37,10.0042,224062.1,568472.416
3115,3115,600668.SH,20220114,18.3,20.44,18.01,20.44,18.58,1.86,10.0108,991777.64,1949463.366
3156,3156,600718.SH,20220114,14.18,15.66,14.13,15.66,14.24,1.42,9.9719,887001.17,1367255.618
3236,3236,600807.SH,20220114,5.31,5.8,5.15,5.8,5.27,0.53,10.0569,794403.62,445732.082
3334,3334,600933.SH,20220114,19.31,21.24,19.13,21.24,19.31,1.93,9.9948,117446.93,245132.83
3347,3347,600965.SH,20220114,8.86,8.86,8.25,8.86,8.05,0.81,10.0621,709789.15,614790.164
3383,3383,601007.SH,20220114,7.4,7.93,7.29,7.93,7.21,0.72,9.9861,451958.01,352148.682
3515,3515,601689.SH,20220114,51.17,56.4,50.66,56.39,51.27,5.12,9.9863,248388.74,1372171.919
3648,3648,603077.SH,20220114,3.58,3.96,3.55,3.96,3.6,0.36,10.0,9831089.49,3804423.833
3670,3670,603108.SH,20220114,14.76,16.35,14.58,16.34,14.86,1.48,9.9596,447495.86,704523.191
3701,3701,603168.SH,20220114,10.2,11.28,10.2,11.28,10.25,1.03,10.0488,178713.54,196245.42
3704,3704,603176.SH,20220114,5.81,5.81,5.81,5.81,5.28,0.53,10.0379,13869.9,8058.412
