,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
39,39,000055.SZ,20220318,4.17,4.58,4.16,4.58,4.16,0.42,10.0962,180815.7,80722.611
115,115,000524.SZ,20220318,12.09,12.93,12.0,12.93,11.75,1.18,10.0426,370519.69,467544.703
190,190,000619.SZ,20220318,5.74,6.27,5.71,6.27,5.7,0.57,10.0,126568.0,78647.613
191,191,000620.SZ,20220318,3.0,3.31,2.86,3.31,3.01,0.3,9.9668,1991852.93,625284.584
207,207,000639.SZ,20220318,4.33,4.71,4.26,4.71,4.28,0.43,10.0467,155585.43,71670.99
236,236,000688.SZ,20220318,15.37,17.07,15.37,17.07,15.52,1.55,9.9871,135995.21,227129.109
238,238,000691.SZ,20220318,4.56,5.07,4.55,5.07,4.61,0.46,9.9783,125091.52,61259.768
262,262,000722.SZ,20220318,7.96,8.81,7.96,8.81,8.01,0.8,9.9875,154515.1,132576.772
421,421,000965.SZ,20220318,3.69,3.94,3.57,3.94,3.58,0.36,10.0559,1543433.41,577243.345
422,422,000966.SZ,20220318,5.66,6.24,5.62,6.24,5.67,0.57,10.0529,562269.94,345882.52
457,457,001210.SZ,20220318,25.7,28.27,25.56,28.27,25.7,2.57,10.0,9226.17,25405.964
478,478,001896.SZ,20220318,5.7,6.16,5.61,6.16,5.6,0.56,10.0,195379.66,116710.215
496,496,002015.SZ,20220318,16.2,17.13,15.8,17.13,15.57,1.56,10.0193,307820.06,518881.68
527,527,002047.SZ,20220318,3.34,3.66,3.32,3.66,3.33,0.33,9.9099,716998.73,255649.0
533,533,002053.SZ,20220318,16.21,17.83,15.9,17.83,16.21,1.62,9.9938,752500.04,1291196.696
641,641,002165.SZ,20220318,4.57,4.98,4.52,4.98,4.53,0.45,9.9338,595429.01,289767.528
710,710,002235.SZ,20220318,5.5,6.05,5.46,6.05,5.5,0.55,10.0,375526.08,221817.435
722,722,002247.SZ,20220318,2.8,3.12,2.8,3.12,2.84,0.28,9.8592,369113.02,111846.549
790,790,002317.SZ,20220318,13.3,14.85,13.1,14.85,13.5,1.35,10.0,737693.6,1029968.079
822,822,002349.SZ,20220318,16.3,18.56,15.89,18.56,16.87,1.69,10.0178,1658639.98,2801539.811
960,960,002490.SZ,20220318,4.3,4.73,4.28,4.73,4.3,0.43,10.0,184179.43,84715.395
975,975,002505.SZ,20220318,3.37,3.71,3.35,3.71,3.37,0.34,10.089,2186879.39,788585.233
1005,1005,002537.SZ,20220318,11.68,12.06,11.05,12.06,10.96,1.1,10.0365,3055618.74,3547170.234
1030,1030,002562.SZ,20220318,4.53,5.02,4.51,5.02,4.56,0.46,10.0877,401502.48,193366.81
1034,1034,002566.SZ,20220318,9.27,9.27,9.27,9.27,8.43,0.84,9.9644,29847.0,27668.169
1080,1080,002613.SZ,20220318,5.84,5.84,5.83,5.84,5.31,0.53,9.9812,740059.53,432194.735
1093,1093,002626.SZ,20220318,28.1,30.83,27.7,30.83,28.03,2.8,9.9893,129899.69,385157.859
1100,1100,002633.SZ,20220318,9.3,10.2,9.24,10.2,9.27,0.93,10.0324,103497.45,103694.191
1134,1134,002667.SZ,20220318,22.94,22.98,22.0,22.98,20.89,2.09,10.0048,78420.61,178686.579
1160,1160,002694.SZ,20220318,4.82,5.35,4.81,5.35,4.86,0.49,10.0823,185224.48,97136.613
1199,1199,002737.SZ,20220318,13.83,15.21,13.79,15.21,13.83,1.38,9.9783,209254.98,308070.627
1221,1221,002761.SZ,20220318,35.2,38.07,35.2,38.07,34.61,3.46,9.9971,768170.52,2853566.214
1247,1247,002789.SZ,20220318,10.09,11.09,9.98,11.09,10.08,1.01,10.0198,43925.5,47225.31
1267,1267,002811.SZ,20220318,8.55,9.41,8.49,9.41,8.55,0.86,10.0585,31022.0,28377.256
1280,1280,002825.SZ,20220318,16.97,18.24,16.45,18.24,16.58,1.66,10.0121,71299.54,124633.237
1316,1316,002864.SZ,20220318,36.07,36.07,36.07,36.07,32.79,3.28,10.003,4324.01,15596.704
1363,1363,002915.SZ,20220318,24.45,24.45,24.45,24.45,22.23,2.22,9.9865,13370.66,32691.263
1394,1394,002949.SZ,20220318,14.37,15.82,14.25,15.82,14.38,1.44,10.0139,61100.83,92720.525
1432,1432,002990.SZ,20220318,23.3,25.63,23.17,25.63,23.3,2.33,10.0,37390.39,93478.239
1473,1473,003035.SZ,20220318,6.49,7.11,6.42,7.11,6.46,0.65,10.0619,306401.0,214259.984
2638,2638,600048.SH,20220318,15.2,16.98,15.1,16.98,15.44,1.54,9.9741,1251615.41,2019119.702
2645,2645,600056.SH,20220318,30.85,33.26,29.5,33.26,30.24,3.02,9.9868,2101518.42,6701612.532
2662,2662,600077.SH,20220318,5.7,5.96,5.61,5.96,5.42,0.54,9.9631,1582145.96,925910.379
2702,2702,600121.SH,20220318,3.94,4.32,3.93,4.32,3.93,0.39,9.9237,268459.41,114408.053
2713,2713,600133.SH,20220318,5.3,5.87,5.29,5.87,5.34,0.53,9.9251,483128.57,278849.16
2723,2723,600149.SH,20220318,4.81,5.36,4.8,5.36,4.87,0.49,10.0616,133935.53,68842.913
2728,2728,600155.SH,20220318,9.31,10.26,9.31,10.26,9.33,0.93,9.9678,940527.6,934628.853
