,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
101,101,000505.SZ,20220324,8.5,9.58,8.5,9.58,8.71,0.87,9.9885,995328.74,935453.238
181,181,000608.SZ,20220324,4.21,4.21,4.06,4.21,3.83,0.38,9.9217,536777.51,225796.364
203,203,000635.SZ,20220324,9.31,10.23,9.24,10.23,9.3,0.93,10.0,85773.07,85275.128
222,222,000671.SZ,20220324,3.6,3.83,3.57,3.83,3.48,0.35,10.0575,8582515.12,3227987.022
301,301,000790.SZ,20220324,5.3,5.87,5.28,5.87,5.34,0.53,9.9251,359451.3,204539.583
330,330,000826.SZ,20220324,3.27,3.64,3.24,3.64,3.31,0.33,9.9698,306970.86,108540.994
369,369,000893.SZ,20220324,30.52,33.35,30.46,33.35,30.32,3.03,9.9934,340572.17,1099426.883
380,380,000908.SZ,20220324,4.2,4.64,4.14,4.64,4.22,0.42,9.9526,729119.08,325107.926
409,409,000950.SZ,20220324,5.75,6.38,5.62,6.38,5.8,0.58,10.0,1536817.63,945680.637
421,421,000965.SZ,20220324,5.75,5.76,5.47,5.76,5.24,0.52,9.9237,2098586.41,1204302.841
500,500,002020.SZ,20220324,8.66,9.57,8.6,9.57,8.7,0.87,10.0,339125.15,315939.392
540,540,002060.SZ,20220324,8.34,8.34,8.34,8.34,7.58,0.76,10.0264,59532.66,49650.238
614,614,002136.SZ,20220324,16.7,18.81,16.7,18.81,17.1,1.71,10.0,266332.41,477665.692
671,671,002194.SZ,20220324,10.48,10.48,10.04,10.48,9.53,0.95,9.9685,610870.05,637131.754
702,702,002226.SZ,20220324,5.97,6.67,5.95,6.67,6.06,0.61,10.066,918165.86,594175.025
800,800,002326.SZ,20220324,35.93,39.11,34.77,39.11,35.55,3.56,10.0141,894623.21,3329256.229
823,823,002349.SZ,20220324,24.5,26.18,23.88,26.18,23.8,2.38,10.0,1232235.69,3108889.378
843,843,002370.SZ,20220324,7.19,7.51,6.88,7.51,6.83,0.68,9.9561,1293684.76,935009.06
905,905,002432.SZ,20220324,61.18,67.3,60.73,67.3,61.18,6.12,10.0033,941074.8,6140428.73
917,917,002444.SZ,20220324,16.48,17.92,16.41,17.92,16.29,1.63,10.0061,593857.19,1012523.461
948,948,002476.SZ,20220324,5.7,5.84,5.35,5.84,5.31,0.53,9.9812,399360.11,225463.316
952,952,002481.SZ,20220324,8.0,8.84,7.9,8.84,8.04,0.8,9.9502,230648.99,195217.438
1081,1081,002613.SZ,20220324,7.61,8.55,6.99,8.55,7.77,0.78,10.0386,2605066.29,1949829.449
1188,1188,002725.SZ,20220324,8.82,9.81,8.72,9.81,8.92,0.89,9.9776,155297.4,148664.89
1317,1317,002864.SZ,20220324,52.82,52.82,52.82,52.82,48.02,4.8,9.9958,80027.0,422702.614
1349,1349,002898.SZ,20220324,13.3,15.02,13.01,15.02,13.65,1.37,10.0366,191124.51,274987.367
1357,1357,002907.SZ,20220324,16.98,17.69,16.74,17.69,16.08,1.61,10.0124,58668.85,101643.839
1364,1364,002915.SZ,20220324,31.98,34.43,31.0,34.43,31.3,3.13,10.0,341024.78,1130173.265
2656,2656,600062.SH,20220324,13.21,14.14,13.15,14.14,12.85,1.29,10.0389,289941.27,405626.866
2660,2660,600067.SH,20220324,4.71,4.71,4.71,4.71,4.28,0.43,10.0467,160429.04,75562.078
2672,2672,600082.SH,20220324,3.6,3.93,3.6,3.93,3.57,0.36,10.084,208049.64,81145.554
