,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
2,2,000004.SZ,20220322,19.44,21.57,19.38,21.57,19.61,1.96,9.9949,105119.11,220937.697
6,6,000008.SZ,20220322,2.74,2.79,2.74,2.79,2.54,0.25,9.8425,461628.95,128489.473
18,18,000025.SZ,20220322,13.08,14.32,13.02,14.32,13.02,1.3,9.9846,73937.57,102124.269
36,36,000048.SZ,20220322,20.45,22.5,20.11,22.48,20.45,2.03,9.9267,100603.82,222523.874
101,101,000505.SZ,20220322,9.5,9.5,9.5,9.5,8.64,0.86,9.9537,140073.46,133069.787
109,109,000517.SZ,20220322,3.3,3.42,2.93,3.42,3.11,0.31,9.9678,2701917.91,875417.691
207,207,000639.SZ,20220322,5.7,5.7,5.7,5.7,5.18,0.52,10.0386,83301.68,47481.957
217,217,000665.SZ,20220322,6.5,7.22,6.45,7.22,6.56,0.66,10.061,1199611.73,818085.011
241,241,000697.SZ,20220322,7.4,7.91,7.3,7.91,7.19,0.72,10.0139,54848.31,42655.756
247,247,000705.SZ,20220322,10.6,10.6,9.92,10.6,9.64,0.96,9.9585,573830.54,603173.704
253,253,000712.SZ,20220322,14.04,15.49,13.99,15.48,14.08,1.4,9.9432,297652.63,450860.671
317,317,000810.SZ,20220322,13.8,15.04,13.8,15.04,13.67,1.37,10.0219,617909.69,909627.777
319,319,000812.SZ,20220322,6.29,6.94,6.22,6.94,6.31,0.63,9.9842,955287.52,633915.097
331,331,000828.SZ,20220322,9.7,10.77,9.67,10.77,9.79,0.98,10.0102,244182.46,255439.403
388,388,000918.SZ,20220322,2.7,3.07,2.62,3.07,2.79,0.28,10.0358,2210812.12,640281.991
409,409,000950.SZ,20220322,5.98,6.38,5.88,6.38,5.8,0.58,10.0,1233834.91,775121.508
421,421,000965.SZ,20220322,4.76,4.76,4.33,4.76,4.33,0.43,9.9307,2007880.61,939077.927
474,474,001313.SZ,20220322,17.2,18.77,16.06,18.77,17.06,1.71,10.0234,554746.6,971996.235
527,527,002047.SZ,20220322,3.61,3.96,3.51,3.96,3.6,0.36,10.0,1040997.73,388197.608
540,540,002060.SZ,20220322,6.89,6.89,6.89,6.89,6.26,0.63,10.0639,53260.19,36696.27
562,562,002084.SZ,20220322,4.77,5.3,4.75,5.3,4.82,0.48,9.9585,323138.92,168074.612
643,643,002166.SZ,20220322,9.53,9.9,9.21,9.9,9.0,0.9,10.0,869335.64,845478.561
670,670,002193.SZ,20220322,7.25,7.25,7.25,7.25,6.59,0.66,10.0152,22107.0,16027.575
684,684,002207.SZ,20220322,9.21,9.78,9.0,9.78,8.89,0.89,10.0112,856466.34,806556.476
770,770,002296.SZ,20220322,7.17,7.88,7.14,7.88,7.16,0.72,10.0559,227134.19,172953.433
823,823,002349.SZ,20220322,20.49,22.46,20.01,22.46,20.42,2.04,9.9902,1733617.2,3672042.676
1006,1006,002537.SZ,20220322,10.82,12.12,10.72,12.12,11.02,1.1,9.9819,2909490.71,3434082.516
1035,1035,002566.SZ,20220322,11.22,11.22,10.8,11.22,10.2,1.02,10.0,478217.4,535714.151
1049,1049,002580.SZ,20220322,7.58,7.98,7.31,7.98,7.25,0.73,10.069,229126.65,177119.47
1081,1081,002613.SZ,20220322,7.06,7.06,7.06,7.06,6.42,0.64,9.9688,66436.65,46904.274
1097,1097,002629.SZ,20220322,3.98,4.31,3.96,4.31,3.92,0.39,9.949,334436.0,141178.946
1182,1182,002718.SZ,20220322,12.64,13.92,12.48,13.92,12.65,1.27,10.0395,17259.4,23281.198
1212,1212,002750.SZ,20220322,16.95,18.02,16.01,18.02,16.38,1.64,10.0122,834635.44,1414787.401
1235,1235,002775.SZ,20220322,4.1,4.33,3.94,4.33,3.94,0.39,9.8985,120176.36,50988.431
1248,1248,002789.SZ,20220322,11.1,12.6,11.02,12.6,11.45,1.15,10.0437,119642.29,142916.472
1307,1307,002853.SZ,20220322,12.3,13.64,12.14,13.64,12.4,1.24,10.0,43146.23,57866.625
1317,1317,002864.SZ,20220322,43.65,43.65,43.65,43.65,39.68,3.97,10.005,3766.0,16438.59
1360,1360,002910.SZ,20220322,12.8,14.21,12.75,14.21,12.92,1.29,9.9845,210531.78,291664.394
1364,1364,002915.SZ,20220322,29.59,29.59,29.59,29.59,26.9,2.69,10.0,16958.92,50181.444
1372,1372,002923.SZ,20220322,20.49,22.87,20.01,22.87,20.79,2.08,10.0048,48581.64,105976.562
2659,2659,600067.SH,20220322,3.55,3.89,3.5,3.89,3.54,0.35,9.887,250171.11,94910.26
2666,2666,600077.SH,20220322,7.22,7.22,6.26,7.22,6.56,0.66,10.061,3795295.65,2653354.126
2811,2811,600246.SH,20220322,9.5,10.52,9.5,10.52,9.56,0.96,10.0418,301991.88,310268.354
2885,2885,600335.SH,20220322,8.75,9.45,8.45,9.45,8.59,0.86,10.0116,896509.36,814610.563
2890,2890,600340.SH,20220322,3.16,3.52,3.08,3.52,3.2,0.32,10.0,2319276.96,775619.135
3138,3138,600655.SH,20220322,9.32,10.21,9.31,10.21,9.28,0.93,10.0216,265639.17,263275.492
3139,3139,600657.SH,20220322,4.22,4.76,4.22,4.76,4.33,0.43,9.9307,618357.64,283547.921
3206,3206,600736.SH,20220322,7.94,7.94,7.33,7.94,7.22,0.72,9.9723,1786983.43,1402412.532
3250,3250,600784.SH,20220322,5.82,6.33,5.8,6.33,5.75,0.58,10.087,110041.23,68863.466
3280,3280,600819.SH,20220322,7.36,7.37,7.2,7.37,6.7,0.67,10.0,327736.13,241368.222
3291,3291,600830.SH,20220322,7.7,7.7,7.7,7.7,7.0,0.7,10.0,160341.57,123463.009
3316,3316,600860.SH,20220322,17.97,19.7,17.63,19.7,17.91,1.79,9.9944,393997.67,744727.061
3322,3322,600866.SH,20220322,7.02,7.02,7.02,7.02,6.38,0.64,10.0313,45533.24,31964.334
3390,3390,600976.SH,20220322,56.98,61.67,56.62,61.67,56.06,5.61,10.0071,73297.31,437756.179
3395,3395,600982.SH,20220322,5.8,6.29,5.74,6.29,5.72,0.57,9.965,1419151.63,860225.811
3413,3413,601002.SH,20220322,5.65,6.09,5.65,6.09,5.54,0.55,9.9278,492678.75,291131.711
3433,3433,601068.SH,20220322,5.2,5.71,5.14,5.71,5.19,0.52,10.0193,265645.33,147602.781
3436,3436,601086.SH,20220322,4.27,4.73,4.2,4.73,4.3,0.43,10.0,220904.91,100288.67
3441,3441,601101.SH,20220322,9.67,10.68,9.6,10.68,9.71,0.97,9.9897,687711.9,707366.32
3563,3563,601789.SH,20220322,8.3,8.39,8.01,8.39,7.63,0.76,9.9607,1285793.7,1071006.093
3653,3653,603030.SH,20220322,3.75,4.1,3.66,4.1,3.73,0.37,9.9196,378622.0,148762.089
3680,3680,603070.SH,20220322,29.02,29.08,28.05,29.08,26.44,2.64,9.9849,235760.58,681555.849
3717,3717,603122.SH,20220322,26.63,26.63,24.12,26.63,24.21,2.42,9.9959,772656.65,2023840.627
3718,3718,603123.SH,20220322,17.42,19.05,17.31,19.05,17.32,1.73,9.9885,479171.11,889849.808
3791,3791,603261.SH,20220322,45.69,45.69,45.69,45.69,41.54,4.15,9.9904,1104.02,5044.267
3870,3870,603399.SH,20220322,21.2,21.43,20.5,21.43,19.48,1.95,10.0103,351850.3,744100.631
3875,3875,603439.SH,20220322,17.91,17.91,17.2,17.91,16.28,1.63,10.0123,229113.07,407971.611
3886,3886,603500.SH,20220322,9.27,10.03,9.2,10.03,9.12,0.91,9.9781,37993.57,37568.814
3899,3899,603527.SH,20220322,11.99,12.87,11.76,12.87,11.7,1.17,10.0,135535.22,167771.515
4047,4047,603810.SH,20220322,12.59,13.9,12.42,13.9,12.64,1.26,9.9684,45530.81,60818.557
4158,4158,605001.SH,20220322,7.48,8.13,7.41,8.13,7.39,0.74,10.0135,227727.36,184797.102
4253,4253,605378.SH,20220322,25.0,27.3,24.8,27.3,24.82,2.48,9.9919,54181.49,143012.618
