,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
141,141,000554.SZ,20220224,5.83,6.42,5.82,6.42,5.84,0.58,9.9315,871271.6,545743.401
170,170,000595.SZ,20220224,3.6,3.94,3.58,3.94,3.58,0.36,10.0559,813773.44,315583.6
214,214,000659.SZ,20220224,3.49,3.83,3.46,3.83,3.48,0.35,10.0575,792058.02,299844.413
321,321,000815.SZ,20220224,10.65,10.65,10.65,10.65,9.68,0.97,10.0207,35388.39,37688.635
471,471,001313.SZ,20220224,13.74,13.74,13.74,13.74,12.49,1.25,10.008,179697.96,246904.997
629,629,002155.SZ,20220224,12.15,13.08,11.91,13.08,11.89,1.19,10.0084,1962178.28,2490733.82
681,681,002207.SZ,20220224,6.28,6.91,6.26,6.91,6.28,0.63,10.0318,319371.9,215595.075
704,704,002231.SZ,20220224,7.15,7.67,7.03,7.67,6.97,0.7,10.043,699659.64,524296.761
825,825,002354.SZ,20220224,5.14,5.27,4.97,5.27,4.79,0.48,10.0209,2120595.21,1103866.994
1093,1093,002629.SZ,20220224,3.45,3.76,3.44,3.76,3.42,0.34,9.9415,340663.0,124481.775
1108,1108,002644.SZ,20220224,10.58,11.39,10.51,11.39,10.35,1.04,10.0483,511613.82,573295.511
1129,1129,002665.SZ,20220224,3.59,3.98,3.58,3.98,3.62,0.36,9.9448,3596649.15,1408405.419
1176,1176,002716.SZ,20220224,3.39,3.74,3.35,3.74,3.4,0.34,10.0,1827568.53,662541.086
1184,1184,002725.SZ,20220224,10.57,10.57,10.0,10.57,9.61,0.96,9.9896,530717.58,554549.306
1236,1236,002781.SZ,20220224,7.21,7.87,7.15,7.87,7.15,0.72,10.0699,422786.38,325854.44
1263,1263,002811.SZ,20220224,9.43,10.32,9.34,10.32,9.38,0.94,10.0213,65241.46,66737.222
1273,1273,002822.SZ,20220224,6.66,7.49,6.65,7.49,6.81,0.68,9.9853,1281158.06,950772.195
1276,1276,002825.SZ,20220224,18.45,19.39,18.43,19.39,17.63,1.76,9.983,36407.71,69813.308
1279,1279,002828.SZ,20220224,9.9,10.67,9.8,10.67,9.7,0.97,10.0,486235.85,504515.464
1444,1444,003007.SZ,20220224,29.44,29.44,28.0,29.44,26.76,2.68,10.0149,162686.54,477011.57
2921,2921,600396.SH,20220224,2.89,3.19,2.88,3.19,2.9,0.29,10.0,1563142.38,491311.977
3271,3271,600824.SH,20220224,5.1,5.32,4.7,5.32,4.84,0.48,9.9174,1620033.6,825745.45
3302,3302,600860.SH,20220224,14.59,16.03,14.48,16.03,14.57,1.46,10.0206,598494.06,935241.812
3381,3381,600982.SH,20220224,4.42,4.87,4.42,4.87,4.43,0.44,9.9323,1352705.27,654298.056
3393,3393,600996.SH,20220224,11.26,11.26,10.95,11.26,10.24,1.02,9.9609,1843579.65,2074118.814
3420,3420,601069.SH,20220224,15.1,16.25,15.05,16.25,14.77,1.48,10.0203,578620.7,913200.69
3549,3549,601789.SH,20220224,9.17,9.17,9.0,9.17,8.34,0.83,9.952,3623110.54,3321452.847
3702,3702,603122.SH,20220224,10.67,10.67,10.67,10.67,9.7,0.97,10.0,6460.63,6893.492
3709,3709,603132.SH,20220224,18.82,18.82,18.82,18.82,17.11,1.71,9.9942,6689.2,12589.074
3752,3752,603215.SH,20220224,26.36,26.36,22.42,26.36,23.96,2.4,10.0167,359194.04,899758.066
4089,4089,603912.SH,20220224,25.29,25.29,24.81,25.29,22.99,2.3,10.0043,479355.91,1211497.604
4178,4178,605122.SH,20220224,24.0,26.22,23.98,26.22,23.84,2.38,9.9832,76546.67,197659.499
4250,4250,605580.SH,20220224,15.0,15.96,14.88,15.96,14.51,1.45,9.9931,84094.41,132523.742
