,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
107,107,000514.SZ,20220415,7.1,7.48,7.0,7.48,6.8,0.68,10.0,1410437.88,1043309.714
174,174,000605.SZ,20220415,6.64,6.64,6.64,6.64,6.04,0.6,9.9338,144388.8,95874.163
269,269,000736.SZ,20220415,23.47,24.42,20.8,24.42,22.2,2.22,10.0,973701.03,2244140.972
355,355,000882.SZ,20220415,2.1,2.31,2.09,2.31,2.1,0.21,10.0,747639.35,169960.092
381,381,000915.SZ,20220415,34.5,34.96,32.26,34.96,31.78,3.18,10.0063,127956.39,438419.389
419,419,000968.SZ,20220415,9.03,9.35,8.5,9.35,8.5,0.85,10.0,639715.47,579275.636
432,432,000983.SZ,20220415,15.05,15.05,14.63,15.05,13.68,1.37,10.0146,2411184.67,3614383.336
438,438,000993.SZ,20220415,10.51,11.54,10.51,11.54,10.49,1.05,10.0095,237570.35,268655.601
722,722,002251.SZ,20220415,9.39,10.15,9.3,10.15,9.23,0.92,9.9675,1212146.49,1203350.369
786,786,002317.SZ,20220415,14.5,16.17,14.43,16.17,14.7,1.47,10.0,494577.58,774698.341
1008,1008,002544.SZ,20220415,20.0,22.0,19.9,22.0,20.0,2.0,10.0,151722.86,326345.095
1144,1144,002683.SZ,20220415,21.8,23.98,21.61,23.98,21.8,2.18,10.0,142676.0,332780.166
1253,1253,002801.SZ,20220415,23.3,24.53,23.22,24.53,22.3,2.23,10.0,43173.49,104742.204
1257,1257,002806.SZ,20220415,10.89,11.31,10.58,11.31,10.28,1.03,10.0195,38293.0,42828.398
1470,1470,003037.SZ,20220415,13.43,13.46,13.08,13.46,12.24,1.22,9.9673,102895.84,138419.927
2142,2142,300680.SZ,20220415,17.8,19.69,17.51,19.45,17.71,1.74,9.825,61304.48,114992.621
3014,3014,600508.SH,20220415,12.1,12.1,12.1,12.1,11.0,1.1,10.0,63055.37,76296.998
3145,3145,600660.SH,20220415,32.1,35.08,32.1,35.08,31.89,3.19,10.0031,536151.7,1839350.697
3150,3150,600665.SH,20220415,4.17,4.53,4.17,4.53,4.12,0.41,9.9515,900340.64,401683.506
3199,3199,600725.SH,20220415,4.22,4.43,4.16,4.43,4.03,0.4,9.9256,543478.26,238195.675
3229,3229,600758.SH,20220415,4.59,4.76,4.43,4.76,4.33,0.43,9.9307,1575388.19,735034.488
3254,3254,600785.SH,20220415,11.9,13.07,11.84,13.07,11.88,1.19,10.0168,26682.38,34107.421
3258,3258,600791.SH,20220415,6.84,6.84,5.67,6.84,6.22,0.62,9.9678,1327580.8,881255.931
3317,3317,600858.SH,20220415,5.39,6.0,5.39,6.0,5.45,0.55,10.0917,304010.15,181467.503
3530,3530,601606.SH,20220415,11.05,12.13,11.01,12.13,11.03,1.1,9.9728,447321.78,529922.598
3659,3659,603035.SH,20220415,11.95,13.17,11.7,13.17,11.97,1.2,10.0251,215985.12,272769.706
3720,3720,603122.SH,20220415,15.64,17.07,15.52,17.07,15.52,1.55,9.9871,462144.36,764372.359
3748,3748,603179.SH,20220415,25.45,27.69,24.8,27.69,25.17,2.52,10.0119,114418.67,302213.851
3795,3795,603266.SH,20220415,14.6,15.95,14.1,15.95,14.5,1.45,10.0,232750.75,352261.675
3809,3809,603299.SH,20220415,9.43,9.43,9.43,9.43,8.57,0.86,10.035,92832.73,87541.264
3933,3933,603596.SH,20220415,51.26,56.43,48.0,56.43,51.3,5.13,10.0,116581.64,616041.712
3963,3963,603648.SH,20220415,12.72,14.67,12.39,14.67,13.34,1.33,9.97,853076.31,1201591.341
3994,3994,603696.SH,20220415,8.77,9.64,8.68,9.64,8.76,0.88,10.0457,197898.75,186380.167
4024,4024,603755.SH,20220415,30.89,34.25,30.72,34.25,31.14,3.11,9.9872,15051.0,49686.034
4243,4243,605333.SH,20220415,16.93,19.12,16.43,19.12,17.38,1.74,10.0115,45908.73,84335.01
4264,4264,605555.SH,20220415,27.34,29.33,27.34,29.33,26.66,2.67,10.015,60848.84,175988.823
