,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
49,49,000068.SZ,20220510,2.63,2.95,2.63,2.95,2.68,0.27,10.0746,101495.42,29136.802
100,100,000506.SZ,20220510,3.18,3.5,3.14,3.5,3.18,0.32,10.0629,1255539.99,428128.324
197,197,000632.SZ,20220510,4.09,4.66,4.03,4.66,4.24,0.42,9.9057,822522.79,355493.393
238,238,000701.SZ,20220510,7.18,7.72,6.73,7.72,7.02,0.7,9.9715,1119558.28,821711.086
256,256,000722.SZ,20220510,19.19,21.18,18.31,21.18,19.25,1.93,10.026,896805.71,1787239.34
267,267,000736.SZ,20220510,23.35,26.6,22.88,26.6,24.18,2.42,10.0083,739507.51,1915978.595
276,276,000756.SZ,20220510,20.11,20.11,20.11,20.11,18.28,1.83,10.0109,29522.27,59369.284
288,288,000779.SZ,20220510,10.49,11.65,10.4,11.65,10.59,1.06,10.0094,236634.07,268467.233
296,296,000791.SZ,20220510,5.0,5.56,4.92,5.56,5.05,0.51,10.099,282731.29,150738.63
332,332,000837.SZ,20220510,6.92,7.78,6.91,7.78,7.07,0.71,10.0424,279475.79,213342.914
348,348,000875.SZ,20220510,5.9,6.58,5.86,6.58,5.98,0.6,10.0334,1030763.44,650295.945
389,389,000926.SZ,20220510,4.61,4.88,4.47,4.88,4.44,0.44,9.9099,445487.43,207609.566
414,414,000965.SZ,20220510,7.21,8.35,7.21,8.35,7.59,0.76,10.0132,2683060.63,2149725.269
460,460,001228.SZ,20220510,61.78,64.23,60.56,64.23,58.39,5.84,10.0017,114968.59,726345.664
481,481,002006.SZ,20220510,19.01,21.09,18.93,21.09,19.17,1.92,10.0156,67221.59,136417.013
525,525,002051.SZ,20220510,8.83,9.92,8.82,9.92,9.02,0.9,9.9778,972238.66,931173.418
536,536,002062.SZ,20220510,8.62,8.62,8.62,8.62,7.84,0.78,9.949,73377.28,63251.215
575,575,002103.SZ,20220510,4.8,5.16,4.7,5.16,4.69,0.47,10.0213,1022796.71,515090.752
576,576,002104.SZ,20220510,8.29,9.35,8.24,9.35,8.5,0.85,10.0,734055.91,646268.16
632,632,002163.SZ,20220510,11.33,12.63,11.33,12.63,11.48,1.15,10.0174,280960.48,350937.174
634,634,002165.SZ,20220510,3.74,4.16,3.73,4.16,3.78,0.38,10.0529,149177.02,60857.492
661,661,002192.SZ,20220510,102.8,115.72,101.8,115.72,105.2,10.52,10.0,167407.98,1791052.819
674,674,002205.SZ,20220510,12.44,14.05,12.26,14.05,12.77,1.28,10.0235,444008.58,593845.65
