,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
14,14,000019.SZ,20220407,8.21,9.08,8.15,9.08,8.25,0.83,10.0606,887116.02,782277.54
86,86,000421.SZ,20220407,5.26,5.71,5.17,5.71,5.19,0.52,10.0193,257280.85,142687.229
159,159,000582.SZ,20220407,7.74,8.59,7.62,8.59,7.81,0.78,9.9872,128180.87,102042.026
168,168,000595.SZ,20220407,3.27,3.6,3.24,3.6,3.27,0.33,10.0917,196260.5,69425.296
188,188,000620.SZ,20220407,3.66,3.86,3.62,3.86,3.51,0.35,9.9715,558469.13,212702.053
304,304,000797.SZ,20220407,5.18,5.18,5.18,5.18,4.71,0.47,9.9788,183835.33,95226.7
440,440,000995.SZ,20220407,13.2,14.53,13.18,14.53,13.21,1.32,9.9924,99550.95,142438.549
448,448,001205.SZ,20220407,36.97,38.47,36.07,38.47,34.97,3.5,10.0086,169932.72,642318.359
556,556,002082.SZ,20220407,11.43,11.98,11.32,11.98,10.89,1.09,10.0092,122630.22,145391.347
678,678,002205.SZ,20220407,13.8,13.92,13.3,13.92,12.65,1.27,10.0395,262219.86,360680.755
735,735,002265.SZ,20220407,15.94,17.04,15.91,17.04,15.49,1.55,10.0065,398814.11,674926.577
777,777,002307.SZ,20220407,6.13,6.4,5.93,6.4,5.82,0.58,9.9656,1402163.02,875548.946
784,784,002314.SZ,20220407,5.8,5.8,5.55,5.8,5.27,0.53,10.0569,1631928.34,943305.661
1010,1010,002545.SZ,20220407,11.2,12.51,11.15,12.51,11.37,1.14,10.0264,415919.62,500404.852
1061,1061,002596.SZ,20220407,5.1,5.54,4.8,5.54,5.04,0.5,9.9206,3784527.58,2021223.727
1068,1068,002603.SZ,20220407,34.35,38.16,34.11,38.16,34.69,3.47,10.0029,1825951.35,6686422.481
1381,1381,002941.SZ,20220407,15.02,16.6,14.85,16.6,15.09,1.51,10.0066,661301.16,1070140.575
1425,1425,002989.SZ,20220407,21.39,23.19,21.28,23.19,21.08,2.11,10.0095,33902.73,76191.043
1469,1469,003037.SZ,20220407,10.64,11.73,10.55,11.73,10.66,1.07,10.0375,98830.99,113404.864
2562,2562,301167.SZ,20220407,35.13,42.14,35.13,38.6,35.12,3.48,9.9089,105332.78,416575.08
2923,2923,600381.SH,20220407,16.05,17.79,16.05,17.79,16.17,1.62,10.0186,420866.65,726903.357
2977,2977,600466.SH,20220407,2.23,2.55,2.21,2.55,2.32,0.23,9.9138,3671849.16,898604.248
3072,3072,600581.SH,20220407,6.55,7.0,6.5,6.99,6.36,0.63,9.9057,2493853.56,1703466.179
3194,3194,600724.SH,20220407,4.78,5.25,4.71,5.25,4.77,0.48,10.0629,209948.18,108572.448
3337,3337,600883.SH,20220407,8.85,9.72,8.57,9.72,8.84,0.88,9.9548,131025.11,123684.347
3342,3342,600888.SH,20220407,7.34,7.94,7.3,7.94,7.22,0.72,9.9723,809121.93,634527.06
3406,3406,600996.SH,20220407,8.16,9.04,8.07,9.04,8.22,0.82,9.9757,780789.34,691914.978
3667,3667,603051.SH,20220407,66.45,72.37,61.0,72.37,65.79,6.58,10.0015,135118.33,909840.377
3741,3741,603176.SH,20220407,11.03,12.03,10.6,12.03,10.94,1.09,9.9634,421194.57,481780.731
4130,4130,603963.SH,20220407,11.74,11.74,11.11,11.74,10.67,1.07,10.0281,267346.73,308797.251
