,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
30,30,000038.SZ,20220124,8.69,9.7,8.29,9.7,8.82,0.88,9.9773,138162.9,126350.701
36,36,000048.SZ,20220124,18.0,19.73,17.91,19.73,17.94,1.79,9.9777,86561.49,166640.036
77,77,000408.SZ,20220124,29.0,31.74,28.54,31.74,28.85,2.89,10.0173,345683.27,1064766.569
190,190,000620.SZ,20220124,3.72,3.98,3.26,3.98,3.62,0.36,9.9448,2089935.78,746301.803
251,251,000711.SZ,20220124,3.53,3.53,3.53,3.53,3.21,0.32,9.9688,129094.5,45570.358
331,331,000829.SZ,20220124,13.64,15.0,13.51,15.0,13.64,1.36,9.9707,412107.19,590811.354
338,338,000838.SZ,20220124,7.2,7.78,7.15,7.78,7.07,0.71,10.0424,305525.5,229707.361
396,396,000928.SZ,20220124,7.39,8.06,7.36,8.06,7.33,0.73,9.9591,432537.77,340585.136
406,406,000948.SZ,20220124,16.97,17.92,16.67,17.92,16.29,1.63,10.0061,250193.11,434799.641
577,577,002104.SZ,20220124,7.3,8.16,7.25,8.16,7.42,0.74,9.973,768151.53,612839.512
607,607,002134.SZ,20220124,10.0,11.26,10.0,11.26,10.24,1.02,9.9609,125078.8,136804.957
625,625,002153.SZ,20220124,29.56,32.73,29.24,32.73,29.75,2.98,10.0168,110565.65,348628.079
633,633,002161.SZ,20220124,5.09,5.64,5.08,5.64,5.13,0.51,9.9415,315983.85,173442.154
669,669,002197.SZ,20220124,11.11,11.11,11.11,11.11,10.1,1.01,10.0,55915.61,62122.242
698,698,002227.SZ,20220124,17.05,17.05,17.05,17.05,15.5,1.55,10.0,35119.01,59877.912
706,706,002235.SZ,20220124,7.4,7.96,7.39,7.96,7.24,0.72,9.9448,2286507.75,1789546.008
727,727,002256.SZ,20220124,3.72,4.09,3.65,4.09,3.72,0.37,9.9462,2568963.12,1018174.198
793,793,002324.SZ,20220124,13.2,14.27,13.09,14.27,12.97,1.3,10.0231,215120.57,303913.114
798,798,002329.SZ,20220124,5.56,5.87,5.35,5.87,5.34,0.53,9.9251,529333.71,300330.914
805,805,002336.SZ,20220124,6.5,6.89,6.45,6.89,6.26,0.63,10.0639,202993.43,138696.736
885,885,002417.SZ,20220124,5.36,5.95,5.27,5.95,5.41,0.54,9.9815,239559.77,138459.313
927,927,002460.SZ,20220124,124.0,134.87,122.63,134.87,122.61,12.26,9.9992,484452.31,6335261.063
1104,1104,002642.SZ,20220124,6.33,7.13,6.3,7.13,6.48,0.65,10.0309,580976.08,399725.828
1122,1122,002660.SZ,20220124,7.62,8.33,7.49,8.33,7.57,0.76,10.0396,118410.17,97567.237
1167,1167,002707.SZ,20220124,6.43,7.11,6.21,7.11,6.46,0.65,10.0619,669504.37,444181.007
1175,1175,002717.SZ,20220124,4.99,4.99,4.77,4.99,4.54,0.45,9.9119,1000026.28,496822.875
1180,1180,002723.SZ,20220124,19.7,20.9,19.7,20.9,19.0,1.9,10.0,61293.4,126185.88
1195,1195,002738.SZ,20220124,57.22,62.72,57.22,62.72,57.02,5.7,9.9965,166584.46,1014471.122
1211,1211,002756.SZ,20220124,108.08,118.89,107.24,118.89,108.08,10.81,10.0019,95927.99,1107309.147
1256,1256,002805.SZ,20220124,30.29,32.57,29.9,32.57,29.61,2.96,9.9966,63662.43,201097.323
1312,1312,002865.SZ,20220124,56.67,63.47,56.4,63.47,57.7,5.77,10.0,41545.55,259453.929
1394,1394,002955.SZ,20220124,20.63,22.36,20.22,22.36,20.33,2.03,9.9852,59032.23,128880.401
1424,1424,002987.SZ,20220124,44.04,47.32,43.55,47.32,43.02,4.3,9.9954,215895.21,993316.614
1437,1437,003001.SZ,20220124,21.95,24.35,21.28,24.35,22.14,2.21,9.9819,79300.62,186375.679
1463,1463,003029.SZ,20220124,22.58,24.74,22.51,24.74,22.49,2.25,10.0044,23973.74,58467.52
1475,1475,003043.SZ,20220124,66.17,73.15,66.17,73.15,66.5,6.65,10.0,13271.0,93339.08
2868,2868,600355.SH,20220124,3.23,3.72,3.16,3.72,3.38,0.34,10.0592,758045.91,266077.062
2878,2878,600367.SH,20220124,15.63,16.69,15.63,16.69,15.17,1.52,10.0198,132124.95,217328.03
2932,2932,600444.SH,20220124,13.56,15.14,13.47,15.14,13.76,1.38,10.0291,114274.6,166111.576
3147,3147,600706.SH,20220124,9.99,10.42,8.91,10.42,9.47,0.95,10.0317,422425.03,419667.329
3672,3672,603106.SH,20220124,7.61,7.61,7.43,7.61,6.92,0.69,9.9711,271943.5,206848.045
3708,3708,603176.SH,20220124,10.29,10.29,10.29,10.29,9.35,0.94,10.0535,227927.49,234537.387
3831,3831,603396.SH,20220124,74.72,81.91,74.03,81.91,74.46,7.45,10.0054,49181.94,384404.791
3972,3972,603721.SH,20220124,16.4,18.03,15.93,18.03,16.39,1.64,10.0061,239426.21,418582.03
4027,4027,603839.SH,20220124,8.78,9.6,8.69,9.6,8.73,0.87,9.9656,93056.72,87680.944
4057,4057,603895.SH,20220124,29.93,31.97,28.6,31.97,29.06,2.91,10.0138,44556.64,137203.413
4072,4072,603918.SH,20220124,9.16,10.14,9.08,10.14,9.22,0.92,9.9783,270232.55,264890.618
4135,4135,605055.SH,20220124,8.17,9.04,8.11,9.04,8.22,0.82,9.9757,159099.31,141273.562
4155,4155,605117.SH,20220124,245.09,271.37,244.55,271.37,246.7,24.67,10.0,17355.47,457254.132
4219,4219,605398.SH,20220124,44.63,49.4,42.2,49.4,44.91,4.49,9.9978,49885.47,229935.687
