,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
23,23,000030.SZ,20220511,4.68,5.15,4.63,5.15,4.68,0.47,10.0427,82266.32,41046.035
37,37,000049.SZ,20220511,32.42,35.16,32.42,35.16,31.96,3.2,10.0125,75169.88,257303.195
80,80,000411.SZ,20220511,12.43,13.68,12.32,13.68,12.44,1.24,9.9678,78832.79,103064.988
238,238,000701.SZ,20220511,8.25,8.49,8.18,8.49,7.72,0.77,9.9741,265991.09,223422.583
256,256,000722.SZ,20220511,23.0,23.3,21.02,23.3,21.18,2.12,10.0094,1544212.09,3511211.998
267,267,000736.SZ,20220511,29.2,29.26,28.33,29.26,26.6,2.66,10.0,753756.32,2199286.957
276,276,000756.SZ,20220511,22.12,22.12,22.12,22.12,20.11,2.01,9.995,501728.26,1109822.911
305,305,000801.SZ,20220511,6.0,6.44,5.95,6.44,5.85,0.59,10.0855,64289.0,40614.355
320,320,000821.SZ,20220511,7.96,8.76,7.96,8.76,7.96,0.8,10.0503,211553.0,180437.046
333,333,000838.SZ,20220511,6.38,6.99,6.38,6.99,6.35,0.64,10.0787,149080.49,102028.609
389,389,000926.SZ,20220511,5.37,5.37,5.37,5.37,4.88,0.49,10.041,119099.32,63956.334
460,460,001228.SZ,20220511,66.0,70.65,61.66,70.65,64.23,6.42,9.9953,170552.17,1154056.726
486,486,002011.SZ,20220511,7.23,7.93,7.16,7.93,7.21,0.72,9.9861,146712.71,111886.439
536,536,002062.SZ,20220511,9.48,9.48,9.48,9.48,8.62,0.86,9.9768,48639.15,46109.914
719,719,002251.SZ,20220511,8.88,9.61,8.76,9.61,8.74,0.87,9.9542,2011391.98,1836410.227
764,764,002297.SZ,20220511,7.35,7.35,7.35,7.35,6.68,0.67,10.0299,162499.71,119437.286
801,801,002334.SZ,20220511,4.87,5.38,4.84,5.38,4.89,0.49,10.0204,221167.09,116115.077
809,809,002342.SZ,20220511,3.38,3.72,3.38,3.72,3.38,0.34,10.0592,327269.53,120311.105
