,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
60,60,000151.SZ,20220302,8.71,9.68,8.61,9.68,8.8,0.88,10.0,395097.06,376554.189
205,205,000637.SZ,20220302,5.16,5.53,5.09,5.53,5.03,0.5,9.9404,477063.68,255973.347
339,339,000838.SZ,20220302,8.67,8.95,8.28,8.95,8.14,0.81,9.9509,380281.89,330917.664
383,383,000911.SZ,20220302,9.19,10.02,9.19,10.02,9.11,0.91,9.989,159074.18,155197.265
412,412,000953.SZ,20220302,6.17,6.89,6.16,6.89,6.26,0.63,10.0639,380309.86,251996.621
467,467,001266.SZ,20220302,67.28,67.28,63.91,67.28,61.16,6.12,10.0065,91350.41,610723.06
472,472,001313.SZ,20220302,13.45,14.14,12.96,14.14,12.85,1.29,10.0389,598732.07,826470.344
594,594,002118.SZ,20220302,3.04,3.34,3.02,3.34,3.04,0.3,9.8684,929733.18,300067.42
637,637,002162.SZ,20220302,6.06,6.38,5.9,6.38,5.8,0.58,10.0,786093.52,483478.428
653,653,002178.SZ,20220302,5.26,5.81,5.23,5.81,5.28,0.53,10.0379,628184.35,351501.571
682,682,002207.SZ,20220302,10.12,10.12,10.12,10.12,9.2,0.92,10.0,54389.56,55042.234
751,751,002279.SZ,20220302,5.01,5.57,5.0,5.57,5.06,0.51,10.0791,168451.65,92418.187
789,789,002317.SZ,20220302,10.98,12.27,10.92,12.27,11.15,1.12,10.0448,500414.53,582130.213
803,803,002331.SZ,20220302,8.48,9.22,8.31,9.22,8.38,0.84,10.0239,110484.07,98389.809
805,805,002333.SZ,20220302,5.28,5.84,5.26,5.84,5.31,0.53,9.9812,133078.82,75592.389
837,837,002366.SZ,20220302,4.9,5.3,4.8,5.3,4.82,0.48,9.9585,1053455.0,540681.504
841,841,002370.SZ,20220302,5.48,6.06,5.43,6.06,5.51,0.55,9.9819,902283.0,524341.523
1004,1004,002537.SZ,20220302,9.85,10.45,9.85,10.45,9.5,0.95,10.0,2721042.31,2806359.641
1050,1050,002583.SZ,20220302,5.31,5.82,5.22,5.82,5.29,0.53,10.0189,415841.99,232339.338
1086,1086,002620.SZ,20220302,6.6,7.08,6.3,7.08,6.44,0.64,9.9379,568559.92,385262.518
1095,1095,002629.SZ,20220302,4.95,5.16,4.95,5.16,4.69,0.47,10.0213,979908.91,496529.397
1210,1210,002750.SZ,20220302,12.95,14.22,12.8,14.22,12.93,1.29,9.9768,343862.77,468348.758
1229,1229,002771.SZ,20220302,14.5,15.25,14.28,15.25,13.86,1.39,10.0289,221902.52,329825.734
1239,1239,002781.SZ,20220302,8.3,8.67,7.9,8.67,7.88,0.79,10.0254,269986.01,228679.653
1256,1256,002800.SZ,20220302,20.88,20.94,20.0,20.94,19.04,1.9,9.979,53708.43,112284.62
1282,1282,002828.SZ,20220302,10.4,10.89,10.11,10.89,9.9,0.99,10.0,422495.15,442356.843
1288,1288,002835.SZ,20220302,12.3,13.6,12.21,13.6,12.36,1.24,10.0324,113922.0,148590.602
2637,2637,600056.SH,20220302,11.12,12.21,10.97,12.21,11.1,1.11,10.0,565179.46,681059.038
2679,2679,600107.SH,20220302,6.28,7.03,6.26,7.03,6.39,0.64,10.0156,332026.29,224313.006
2685,2685,600113.SH,20220302,8.53,10.32,8.53,10.32,9.38,0.94,10.0213,821783.41,786909.611
2699,2699,600128.SH,20220302,7.71,8.42,7.66,8.42,7.65,0.77,10.0654,165859.47,136540.582
2729,2729,600165.SH,20220302,10.3,11.37,10.03,11.37,10.34,1.03,9.9613,233116.87,250075.829
2751,2751,600190.SH,20220302,4.0,4.21,3.91,4.21,3.83,0.38,9.9217,1216204.62,499196.082
2762,2762,600202.SH,20220302,5.78,6.53,5.77,6.53,5.94,0.59,9.9327,371775.45,236667.994
2801,2801,600249.SH,20220302,4.87,5.38,4.86,5.38,4.89,0.49,10.0204,136766.98,71258.409
2819,2819,600272.SH,20220302,10.04,11.0,9.92,11.0,10.0,1.0,10.0,162713.91,172951.675
2902,2902,600371.SH,20220302,13.42,14.58,13.33,14.58,13.25,1.33,10.0377,318202.98,455817.483
3111,3111,600639.SH,20220302,12.44,13.01,12.38,13.01,11.83,1.18,9.9746,132860.33,171103.672
3194,3194,600735.SH,20220302,7.79,8.67,7.71,8.67,7.88,0.79,10.0254,488256.0,414901.012
3224,3224,600768.SH,20220302,11.27,12.36,11.11,12.36,11.24,1.12,9.9644,296425.7,355343.338
3245,3245,600792.SH,20220302,4.29,4.29,4.29,4.29,3.9,0.39,10.0,249313.0,106955.277
3251,3251,600798.SH,20220302,4.53,5.07,4.51,5.07,4.61,0.46,9.9783,1125619.39,536928.688
3384,3384,600982.SH,20220302,6.6,7.14,6.5,7.14,6.49,0.65,10.0154,2147761.04,1490829.806
3647,3647,603036.SH,20220302,12.67,12.67,12.15,12.67,11.52,1.15,9.9826,446922.62,561950.513
3704,3704,603122.SH,20220302,15.62,15.62,15.62,15.62,14.2,1.42,10.0,67123.64,104847.126
3712,3712,603133.SH,20220302,9.94,10.96,9.86,10.96,9.96,1.0,10.0402,103260.44,109557.441
3781,3781,603269.SH,20220302,15.08,16.47,15.08,16.47,14.97,1.5,10.02,62720.45,99166.72
3800,3800,603311.SH,20220302,12.37,13.71,12.27,13.71,12.46,1.25,10.0321,60066.0,79695.976
3883,3883,603519.SH,20220302,12.31,13.41,12.31,13.41,12.19,1.22,10.0082,84638.51,110164.907
3886,3886,603528.SH,20220302,6.26,6.93,6.24,6.93,6.3,0.63,10.0,66021.9,44940.735
3903,3903,603569.SH,20220302,7.61,8.48,7.58,8.48,7.71,0.77,9.987,103533.8,85636.964
3904,3904,603577.SH,20220302,11.7,12.42,11.5,12.42,11.29,1.13,10.0089,453002.44,540354.576
3980,3980,603700.SH,20220302,18.02,19.88,17.95,19.88,18.07,1.81,10.0166,54019.75,105834.165
