,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
83,83,000416.SZ,20220422,4.85,5.08,4.63,5.08,4.62,0.46,9.9567,1646034.72,824698.062
210,210,000656.SZ,20220422,4.14,4.53,4.01,4.53,4.12,0.41,9.9515,3046575.62,1341034.049
224,224,000677.SZ,20220422,3.38,3.38,3.38,3.38,3.07,0.31,10.0977,99417.54,33603.128
242,242,000701.SZ,20220422,5.55,6.17,5.53,6.17,5.61,0.56,9.9822,116288.75,70741.622
253,253,000715.SZ,20220422,9.05,9.05,8.01,9.05,8.23,0.82,9.9635,814005.29,720280.572
260,260,000722.SZ,20220422,8.45,9.38,7.75,9.38,8.53,0.85,9.9648,394169.51,346261.712
295,295,000785.SZ,20220422,4.52,4.82,4.42,4.82,4.38,0.44,10.0457,465159.85,220165.282
336,336,000839.SZ,20220422,2.52,2.64,2.41,2.64,2.4,0.24,10.0,1894775.23,490728.156
420,420,000968.SZ,20220422,11.19,12.32,11.19,12.32,11.2,1.12,10.0,1160080.61,1401945.574
439,439,000993.SZ,20220422,11.91,13.24,11.91,13.24,12.04,1.2,9.9668,472262.28,601411.882
448,448,001205.SZ,20220422,18.06,19.69,18.0,19.69,17.9,1.79,10.0,33722.2,64437.417
452,452,001209.SZ,20220422,22.59,23.86,22.17,23.86,21.69,2.17,10.0046,24252.61,56181.697
461,461,001219.SZ,20220422,33.02,35.28,33.0,35.28,32.07,3.21,10.0094,93571.19,321306.595
463,463,001234.SZ,20220422,29.96,29.96,29.96,29.96,27.24,2.72,9.9853,21348.79,63960.974
505,505,002029.SZ,20220422,5.57,6.09,5.57,6.09,5.54,0.55,9.9278,254747.72,150421.64
538,538,002062.SZ,20220422,4.62,5.15,4.54,5.15,4.68,0.47,10.0427,355490.0,179160.899
660,660,002187.SZ,20220422,8.77,9.94,8.77,9.94,9.04,0.9,9.9558,84382.28,82387.583
734,734,002264.SZ,20220422,6.14,6.14,6.03,6.14,5.58,0.56,10.0358,368313.24,226107.605
866,866,002397.SZ,20220422,3.45,3.78,3.41,3.78,3.44,0.34,9.8837,301223.79,109343.418
1025,1025,002561.SZ,20220422,7.52,8.43,7.52,8.43,7.66,0.77,10.0522,211978.17,170813.615
1194,1194,002737.SZ,20220422,14.65,15.52,14.65,15.52,14.11,1.41,9.9929,134222.24,203467.108
1218,1218,002763.SZ,20220422,8.8,9.61,8.67,9.61,8.74,0.87,9.9542,115203.58,108338.636
1343,1343,002898.SZ,20220422,9.9,11.11,9.71,11.11,10.1,1.01,10.0,70655.0,73121.163
1447,1447,003011.SZ,20220422,21.7,23.8,21.1,23.8,21.64,2.16,9.9815,21694.01,48994.076
1474,1474,003041.SZ,20220422,20.0,21.02,20.0,21.02,19.11,1.91,9.9948,18666.49,39152.965
2697,2697,600101.SH,20220422,7.39,8.06,7.19,8.06,7.33,0.73,9.9591,212624.72,168095.591
2730,2730,600137.SH,20220422,15.68,17.42,15.68,17.42,15.84,1.58,9.9747,80551.96,138301.659
2784,2784,600202.SH,20220422,5.29,6.0,5.13,6.0,5.45,0.55,10.0917,817305.61,468379.276
2820,2820,600243.SH,20220422,4.13,4.52,4.12,4.52,4.11,0.41,9.9757,346416.4,153865.52
2999,2999,600483.SH,20220422,10.82,11.9,10.65,11.9,10.82,1.08,9.9815,317184.23,364281.389
3019,3019,600508.SH,20220422,15.66,17.19,15.33,17.19,15.63,1.56,9.9808,917402.7,1505255.635
3035,3035,600526.SH,20220422,5.36,5.79,5.3,5.79,5.26,0.53,10.076,124800.03,70643.029
3126,3126,600630.SH,20220422,6.4,6.66,6.34,6.66,6.05,0.61,10.0826,478607.61,315966.999
3173,3173,600689.SH,20220422,8.6,9.33,8.6,9.33,8.48,0.85,10.0236,373546.56,339072.62
3243,3243,600767.SH,20220422,6.2,6.24,6.2,6.24,5.67,0.57,10.0529,24240.78,15100.237
3260,3260,600785.SH,20220422,11.9,13.07,10.88,13.07,11.88,1.19,10.0168,63098.03,75586.666
3319,3319,600854.SH,20220422,5.34,6.18,5.34,6.18,5.62,0.56,9.9644,697753.47,400376.899
3322,3322,600857.SH,20220422,11.39,12.65,11.3,12.65,11.5,1.15,10.0,146251.13,181841.376
3328,3328,600863.SH,20220422,3.12,3.39,3.08,3.39,3.08,0.31,10.0649,2470969.31,812811.738
3380,3380,600938.SH,20220422,14.51,15.17,14.05,15.17,13.79,1.38,10.0073,3576643.59,5241455.845
3403,3403,600982.SH,20220422,5.16,5.72,5.13,5.72,5.2,0.52,10.0,852491.64,469909.428
3444,3444,601086.SH,20220422,5.11,5.81,5.06,5.81,5.28,0.53,10.0379,761319.57,431031.189
3455,3455,601116.SH,20220422,10.15,11.04,10.01,11.04,10.04,1.0,9.9602,383157.44,406219.781
3675,3675,603048.SH,20220422,19.34,21.14,19.24,21.14,19.22,1.92,9.9896,24601.18,51265.214
3690,3690,603071.SH,20220422,18.04,20.08,17.82,20.08,18.25,1.83,10.0274,116172.1,224213.951
3722,3722,603116.SH,20220422,5.99,6.4,5.9,6.4,5.82,0.58,9.9656,92359.11,58259.172
3752,3752,603176.SH,20220422,9.09,10.22,8.79,10.22,9.29,0.93,10.0108,339734.54,336411.894
