,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
25,25,000032.SZ,20220110,23.0,24.9,23.0,24.9,22.64,2.26,9.9823,237700.54,586296.481
143,143,000557.SZ,20220110,4.5,4.99,4.42,4.99,4.54,0.45,9.9119,580648.52,281915.631
190,190,000619.SZ,20220110,5.39,5.94,5.38,5.94,5.4,0.54,10.0,157024.67,89126.49
191,191,000620.SZ,20220110,2.57,2.74,2.57,2.74,2.49,0.25,10.0402,1572008.27,424081.859
217,217,000665.SZ,20220110,6.92,8.46,6.92,8.46,7.69,0.77,10.013,2258785.05,1708270.869
301,301,000790.SZ,20220110,5.93,6.49,5.92,6.49,5.9,0.59,10.0,293319.4,184152.926
351,351,000863.SZ,20220110,4.1,4.5,4.02,4.5,4.09,0.41,10.0244,1143970.69,500613.802
452,452,001205.SZ,20220110,28.0,29.96,27.93,29.96,27.24,2.72,9.9853,63397.13,184577.472
465,465,001219.SZ,20220110,38.7,41.5,35.15,41.5,37.73,3.77,9.992,135752.08,522208.227
533,533,002059.SZ,20220110,7.05,7.76,6.72,7.76,7.05,0.71,10.0709,406207.57,298667.53
536,536,002062.SZ,20220110,4.43,4.86,4.34,4.86,4.42,0.44,9.9548,1188531.69,549654.865
784,784,002316.SZ,20220110,5.12,5.51,5.08,5.51,5.01,0.5,9.98,407622.0,216283.353
785,785,002317.SZ,20220110,11.4,12.5,11.4,12.5,11.36,1.14,10.0352,463009.79,565389.749
814,814,002346.SZ,20220110,21.32,21.32,21.32,21.32,19.38,1.94,10.0103,51319.94,109414.112
837,837,002370.SZ,20220110,5.98,6.36,5.85,6.36,5.78,0.58,10.0346,622689.8,382387.068
1011,1011,002548.SZ,20220110,6.07,6.69,6.03,6.69,6.08,0.61,10.0329,611972.99,397462.849
1030,1030,002567.SZ,20220110,7.77,8.45,7.71,8.45,7.68,0.77,10.026,1126953.37,932210.8
1047,1047,002584.SZ,20220110,9.85,10.58,9.71,10.58,9.62,0.96,9.9792,869783.83,886083.452
1066,1066,002603.SZ,20220110,22.71,24.26,22.3,24.26,22.05,2.21,10.0227,1394705.59,3243267.311
1075,1075,002613.SZ,20220110,4.6,4.83,4.6,4.83,4.39,0.44,10.0228,284236.26,134494.136
1185,1185,002728.SZ,20220110,15.76,17.53,15.76,17.53,15.94,1.59,9.9749,203265.76,342861.204
1192,1192,002735.SZ,20220110,20.04,22.18,19.9,22.18,20.16,2.02,10.0198,67362.27,146084.562
1202,1202,002746.SZ,20220110,9.34,10.03,9.25,10.03,9.12,0.91,9.9781,680211.83,673020.404
1254,1254,002802.SZ,20220110,22.79,25.14,22.79,25.14,22.85,2.29,10.0219,28260.0,69760.587
1292,1292,002843.SZ,20220110,10.95,12.02,10.94,12.02,10.93,1.09,9.9726,79808.0,92070.094
1312,1312,002865.SZ,20220110,53.8,58.77,53.8,58.77,53.43,5.34,9.9944,22603.2,130071.218
1320,1320,002873.SZ,20220110,23.34,24.4,23.29,24.4,22.18,2.22,10.009,253749.6,613292.968
1343,1343,002898.SZ,20220110,10.36,11.23,10.29,11.23,10.21,1.02,9.9902,28500.6,31660.776
1352,1352,002908.SZ,20220110,19.09,20.57,18.8,20.57,18.7,1.87,10.0,157901.26,311928.852
1374,1374,002932.SZ,20220110,87.14,92.31,86.66,92.31,83.92,8.39,9.9976,127935.87,1164136.625
1391,1391,002952.SZ,20220110,16.41,16.41,15.59,16.41,14.92,1.49,9.9866,156832.15,254325.819
1418,1418,002982.SZ,20220110,49.92,55.22,49.92,55.22,50.2,5.02,10.0,34304.62,183123.92
2119,2119,300659.SZ,20220110,44.57,51.99,43.9,49.3,44.82,4.48,9.9955,109785.66,534292.456
2680,2680,600136.SH,20220110,7.09,7.72,7.08,7.72,7.02,0.7,9.9715,276587.69,205723.154
2706,2706,600168.SH,20220110,6.78,7.44,6.78,7.44,6.76,0.68,10.0592,362262.04,266922.895
2736,2736,600202.SH,20220110,5.37,5.89,5.36,5.89,5.35,0.54,10.0935,158194.78,90277.079
2793,2793,600272.SH,20220110,11.9,13.21,11.81,13.21,12.01,1.2,9.9917,303595.48,391019.707
2803,2803,600283.SH,20220110,13.31,14.6,12.88,14.6,13.27,1.33,10.0226,148647.63,209324.112
2849,2849,600337.SH,20220110,3.81,3.99,3.75,3.99,3.63,0.36,9.9174,1174168.65,457994.042
2858,2858,600351.SH,20220110,10.27,11.06,10.15,11.06,10.05,1.01,10.0498,716493.01,761598.811
2945,2945,600476.SH,20220110,12.4,13.75,12.15,13.75,12.5,1.25,10.0,100050.82,133477.258
3247,3247,600823.SH,20220110,3.41,3.74,3.37,3.74,3.4,0.34,10.0,847343.94,307729.83
3504,3504,601666.SH,20220110,8.5,9.23,8.46,9.23,8.39,0.84,10.0119,644958.85,578162.511
3619,3619,603035.SH,20220110,17.07,18.84,17.01,18.84,17.13,1.71,9.9825,157539.78,286686.229
3676,3676,603121.SH,20220110,10.84,11.97,10.84,11.97,10.88,1.09,10.0184,147339.39,170988.33
3677,3677,603123.SH,20220110,11.2,13.15,10.8,13.15,11.95,1.2,10.0418,1269820.43,1588544.843
3685,3685,603138.SH,20220110,19.5,21.25,19.5,21.25,19.32,1.93,9.9896,249415.3,522425.931
3697,3697,603168.SH,20220110,9.11,10.01,9.11,10.01,9.1,0.91,10.0,53222.69,52324.845
3700,3700,603176.SH,20220110,3.96,3.96,3.96,3.96,3.6,0.36,10.0,4741.39,1877.59
3736,3736,603230.SH,20220110,21.68,23.95,21.21,23.95,21.77,2.18,10.0138,622914.97,1437677.941
3799,3799,603357.SH,20220110,9.7,10.58,9.55,10.58,9.62,0.96,9.9792,305717.11,316390.772
3824,3824,603399.SH,20220110,8.68,8.68,8.59,8.68,7.89,0.79,10.0127,267051.56,231745.108
3829,3829,603439.SH,20220110,16.31,17.83,16.25,17.83,16.21,1.62,9.9938,197219.43,339236.644
3839,3839,603499.SH,20220110,8.99,9.78,8.97,9.78,8.89,0.89,10.0112,49663.89,47406.043
3875,3875,603580.SH,20220110,11.87,12.94,11.87,12.94,11.76,1.18,10.034,38327.86,48557.767
3884,3884,603596.SH,20220110,63.0,70.13,63.0,70.13,63.75,6.38,10.0078,36319.62,247745.455
3885,3885,603598.SH,20220110,10.35,11.61,10.3,11.61,10.55,1.06,10.0474,130494.89,148016.799
3895,3895,603609.SH,20220110,10.81,11.92,10.79,11.92,10.84,1.08,9.9631,214292.31,251372.342
3901,3901,603616.SH,20220110,8.55,9.03,8.55,9.03,8.21,0.82,9.9878,229626.08,204179.212
3959,3959,603716.SH,20220110,17.66,17.66,16.59,17.66,16.05,1.61,10.0312,324047.42,562675.822
4048,4048,603895.SH,20220110,23.2,25.32,23.2,25.32,23.02,2.3,9.9913,30058.4,74305.244
