,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
83,83,000416.SZ,20220420,3.85,4.2,3.8,4.2,3.82,0.38,9.9476,248075.46,102411.002
85,85,000419.SZ,20220420,5.22,5.86,5.22,5.86,5.33,0.53,9.9437,353080.04,202641.743
107,107,000514.SZ,20220420,5.46,6.67,5.46,6.67,6.06,0.61,10.066,1794430.41,1089807.248
252,252,000713.SZ,20220420,9.96,11.07,9.93,11.07,10.06,1.01,10.0398,874968.4,928670.145
253,253,000715.SZ,20220420,7.48,7.48,7.47,7.48,6.8,0.68,10.0,211439.57,158156.609
280,280,000756.SZ,20220420,8.85,9.82,8.84,9.82,8.93,0.89,9.9664,251516.04,242274.802
306,306,000798.SZ,20220420,9.1,10.27,8.98,10.27,9.34,0.93,9.9572,480042.37,466635.981
328,328,000826.SZ,20220420,3.73,3.99,3.61,3.99,3.63,0.36,9.9174,875037.32,332583.361
471,471,001317.SZ,20220420,57.64,63.39,56.0,63.39,57.63,5.76,9.9948,91598.44,553986.886
688,688,002216.SZ,20220420,19.05,20.32,18.84,20.32,18.47,1.85,10.0162,613574.13,1215387.564
722,722,002251.SZ,20220420,11.02,11.47,10.7,11.47,10.43,1.04,9.9712,1404695.42,1584461.4
748,748,002279.SZ,20220420,4.93,4.93,4.93,4.93,4.48,0.45,10.0446,89293.7,44021.794
838,838,002370.SZ,20220420,5.62,5.95,5.58,5.95,5.41,0.54,9.9815,342630.26,199609.505
977,977,002513.SZ,20220420,5.66,5.82,5.66,5.82,5.29,0.53,10.0189,133016.19,76930.429
991,991,002528.SZ,20220420,3.74,3.74,3.74,3.74,3.4,0.34,10.0,190422.41,71217.981
1162,1162,002702.SZ,20220420,6.3,6.99,6.22,6.99,6.35,0.64,10.0787,929559.54,625423.811
1322,1322,002877.SZ,20220420,6.74,7.43,6.7,7.43,6.75,0.68,10.0741,92681.0,67939.825
1335,1335,002890.SZ,20220420,16.96,18.68,16.96,18.68,16.98,1.7,10.0118,39238.4,71023.075
1419,1419,002983.SZ,20220420,17.0,18.32,16.81,18.32,16.65,1.67,10.03,17087.8,30544.102
1429,1429,002993.SZ,20220420,27.16,29.03,27.16,29.03,26.39,2.64,10.0038,32135.37,91451.495
2762,2762,600180.SH,20220420,8.29,9.09,8.04,9.09,8.26,0.83,10.0484,751471.97,648801.777
2874,2874,600313.SH,20220420,10.01,10.8,10.01,10.8,9.82,0.98,9.9796,1712485.31,1790640.574
2892,2892,600335.SH,20220420,7.68,8.45,7.6,8.45,7.68,0.77,10.026,617276.81,511885.546
2989,2989,600476.SH,20220420,15.0,15.75,14.5,15.75,14.32,1.43,9.986,196654.39,302596.658
3016,3016,600508.SH,20220420,16.1,16.1,16.1,16.1,14.64,1.46,9.9727,355198.77,571870.02
3043,3043,600538.SH,20220420,5.0,5.48,5.0,5.48,4.98,0.5,10.0402,269342.59,143026.08
3099,3099,600602.SH,20220420,7.49,7.79,7.4,7.79,7.08,0.71,10.0282,668384.94,517727.266
3100,3100,600603.SH,20220420,4.51,5.04,4.38,5.04,4.58,0.46,10.0437,1830138.41,866495.954
3121,3121,600628.SH,20220420,7.34,8.17,7.32,8.17,7.43,0.74,9.9596,415446.01,333607.139
3145,3145,600657.SH,20220420,6.76,7.29,6.32,7.29,6.63,0.66,9.9548,2069025.66,1417442.556
3295,3295,600828.SH,20220420,4.26,4.73,4.22,4.73,4.3,0.43,10.0,191212.49,89718.117
3316,3316,600854.SH,20220420,4.93,5.42,4.89,5.42,4.93,0.49,9.9391,209369.0,110805.449
3352,3352,600892.SH,20220420,4.0,4.32,3.97,4.32,3.93,0.39,9.9237,535368.48,226239.888
3440,3440,601086.SH,20220420,4.37,4.8,4.31,4.8,4.36,0.44,10.0917,365508.92,173531.109
3525,3525,601579.SH,20220420,10.58,11.67,10.58,11.67,10.61,1.06,9.9906,241797.54,271588.16
3635,3635,603006.SH,20220420,10.52,11.92,10.52,11.92,10.84,1.08,9.9631,261869.36,294815.858
3731,3731,603136.SH,20220420,24.8,27.5,24.76,27.5,25.0,2.5,10.0,154156.53,406612.103
3746,3746,603171.SH,20220420,31.15,31.16,31.14,31.16,28.33,2.83,9.9894,24645.98,76794.465
3797,3797,603266.SH,20220420,19.3,21.24,19.18,21.24,19.31,1.93,9.9948,445571.86,923923.398
3811,3811,603299.SH,20220420,9.88,10.87,9.75,10.87,9.88,0.99,10.0202,813444.39,840711.169
3879,3879,603429.SH,20220420,21.9,23.43,21.41,23.43,21.3,2.13,10.0,108421.52,246852.769
3910,3910,603536.SH,20220420,11.23,12.46,10.9,12.46,11.33,1.13,9.9735,202407.2,240301.256
3996,3996,603696.SH,20220420,11.6,12.83,10.9,12.83,11.66,1.17,10.0343,351203.49,425022.973
4036,4036,603778.SH,20220420,4.88,5.31,4.87,5.31,4.83,0.48,9.9379,1242240.27,650499.416
4118,4118,603926.SH,20220420,13.4,14.62,13.31,14.62,13.29,1.33,10.0075,47221.55,68017.07
4139,4139,603968.SH,20220420,16.36,17.42,16.36,17.42,15.84,1.58,9.9747,70897.56,122342.506
4203,4203,605138.SH,20220420,10.67,11.61,10.67,11.61,10.55,1.06,10.0474,113419.74,130467.752
