,Unnamed: 0,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
40,40,000056.SZ,20220208,6.8,7.34,6.72,7.34,6.67,0.67,10.045,432051.08,306677.918
115,115,000524.SZ,20220208,8.68,9.5,8.64,9.5,8.64,0.86,9.9537,184466.8,168897.363
129,129,000540.SZ,20220208,2.31,2.52,2.29,2.52,2.29,0.23,10.0437,978668.97,240064.458
181,181,000608.SZ,20220208,3.2,3.53,3.16,3.53,3.21,0.32,9.9688,229655.17,78685.26
191,191,000620.SZ,20220208,2.77,3.17,2.67,3.17,2.88,0.29,10.0694,1826222.26,535557.956
225,225,000676.SZ,20220208,6.68,7.4,6.62,7.4,6.73,0.67,9.9554,602108.58,425867.04
226,226,000677.SZ,20220208,3.75,4.18,3.73,4.18,3.8,0.38,10.0,453741.19,181179.164
244,244,000701.SZ,20220208,5.38,5.9,5.29,5.9,5.36,0.54,10.0746,108450.1,62465.978
270,270,000732.SZ,20220208,2.64,2.68,2.49,2.68,2.44,0.24,9.8361,960856.0,249637.147
304,304,000793.SZ,20220208,2.6,2.86,2.57,2.86,2.6,0.26,10.0,1527079.07,430401.687
319,319,000812.SZ,20220208,7.43,7.84,7.33,7.84,7.13,0.71,9.9579,659341.71,503017.234
332,332,000829.SZ,20220208,14.25,15.64,14.1,15.64,14.22,1.42,9.9859,343565.02,518455.951
345,345,000856.SZ,20220208,10.43,10.43,10.43,10.43,9.48,0.95,10.0211,36579.25,38152.157
402,402,000933.SZ,20220208,11.54,12.64,11.4,12.64,11.49,1.15,10.0087,1236629.84,1497405.4
466,466,001227.SZ,20220208,5.4,6.02,5.31,6.02,5.47,0.55,10.0548,2679678.0,1576883.389
514,514,002037.SZ,20220208,13.48,13.48,13.48,13.48,12.25,1.23,10.0408,54785.86,73851.339
539,539,002062.SZ,20220208,6.1,6.27,5.88,6.27,5.7,0.57,10.0,956683.39,593806.399
579,579,002104.SZ,20220208,10.0,10.3,9.83,10.3,9.36,0.94,10.0427,1593161.22,1623244.285
591,591,002116.SZ,20220208,9.03,9.03,9.03,9.03,8.21,0.82,9.9878,63601.97,57432.578
635,635,002161.SZ,20220208,5.58,6.22,5.47,6.22,5.65,0.57,10.0885,546235.57,323982.096
787,787,002316.SZ,20220208,5.65,6.27,5.32,6.27,5.7,0.57,10.0,1011167.57,588492.083
819,819,002348.SZ,20220208,2.38,2.66,2.35,2.66,2.42,0.24,9.9174,1095938.13,283630.865
830,830,002360.SZ,20220208,8.65,9.45,8.65,9.45,8.59,0.86,10.0116,208051.94,193786.012
902,902,002432.SZ,20220208,55.51,61.56,54.0,61.56,55.96,5.6,10.0071,858310.69,4952593.376
950,950,002482.SZ,20220208,2.3,2.53,2.28,2.53,2.3,0.23,10.0,366999.78,90405.767
996,996,002530.SZ,20220208,10.78,11.89,9.92,11.89,10.81,1.08,9.9907,1474767.76,1655096.022
1085,1085,002621.SZ,20220208,3.78,4.17,3.73,4.17,3.79,0.38,10.0264,168961.2,69152.676
1098,1098,002634.SZ,20220208,5.37,5.84,5.29,5.84,5.31,0.53,9.9812,97809.03,55153.29
1127,1127,002663.SZ,20220208,1.84,2.01,1.83,2.01,1.83,0.18,9.8361,384746.87,75758.271
1157,1157,002694.SZ,20220208,4.87,5.14,4.84,5.14,4.67,0.47,10.0642,377312.95,191380.322
1173,1173,002713.SZ,20220208,6.59,7.25,6.46,7.25,6.59,0.66,10.0152,91923.87,63793.875
1177,1177,002717.SZ,20220208,3.57,3.96,3.48,3.96,3.6,0.36,10.0,1757995.03,657557.709
1180,1180,002721.SZ,20220208,3.4,3.72,3.4,3.72,3.38,0.34,10.0592,212864.31,77285.213
1218,1218,002761.SZ,20220208,9.0,9.47,9.0,9.47,8.61,0.86,9.9884,149614.63,139840.797
1266,1266,002813.SZ,20220208,25.05,25.05,25.05,25.05,22.77,2.28,10.0132,5814.0,14564.07
1278,1278,002827.SZ,20220208,11.68,12.43,11.38,12.43,11.3,1.13,10.0,246076.1,291928.223
1279,1279,002828.SZ,20220208,9.5,9.7,8.76,9.7,8.82,0.88,9.9773,273612.93,251636.638
1325,1325,002878.SZ,20220208,22.36,22.36,22.36,22.36,20.33,2.03,9.9852,5969.34,13347.444
1437,1437,003001.SZ,20220208,29.21,29.21,29.21,29.21,26.55,2.66,10.0188,21563.32,62986.457
1465,1465,003031.SZ,20220208,95.43,95.43,95.43,95.43,86.75,8.68,10.0058,701.05,6690.12
2605,2605,600026.SH,20220208,5.25,5.76,5.25,5.76,5.24,0.52,9.9237,447421.34,253061.924
2731,2731,600180.SH,20220208,7.01,7.65,6.95,7.65,6.95,0.7,10.0719,357472.6,268624.307
2751,2751,600202.SH,20220208,5.01,5.43,5.01,5.43,4.94,0.49,9.919,137294.0,73713.233
2773,2773,600228.SH,20220208,6.7,7.43,6.68,7.43,6.75,0.68,10.0741,53408.7,38678.761
2791,2791,600250.SH,20220208,5.01,5.46,4.9,5.46,4.96,0.5,10.0806,143594.46,76879.619
2835,2835,600303.SH,20220208,4.53,5.02,4.46,5.02,4.56,0.46,10.0877,248163.55,119772.74
2882,2882,600361.SH,20220208,5.6,6.17,5.52,6.17,5.61,0.56,9.9822,214706.98,129773.594
2914,2914,600397.SH,20220208,3.13,3.19,3.13,3.19,2.9,0.29,10.0,550124.69,175383.939
2989,2989,600510.SH,20220208,7.23,7.96,7.16,7.96,7.24,0.72,9.9448,245557.6,191484.625
3155,3155,600706.SH,20220208,9.38,10.46,9.26,10.46,9.51,0.95,9.9895,383446.38,391824.22
3163,3163,600715.SH,20220208,3.5,3.5,3.5,3.5,3.18,0.32,10.0629,69576.0,24351.6
3226,3226,600783.SH,20220208,13.8,15.25,13.69,15.25,13.86,1.39,10.0289,199546.96,287558.576
3282,3282,600847.SH,20220208,16.36,17.9,16.36,17.9,16.27,1.63,10.0184,153103.61,271236.229
3338,3338,600917.SH,20220208,7.87,8.62,7.8,8.62,7.84,0.78,9.949,178675.07,149926.433
3346,3346,600935.SH,20220208,6.31,6.93,6.26,6.93,6.3,0.63,10.0,505459.01,336703.598
3348,3348,600939.SH,20220208,4.75,4.93,4.6,4.93,4.48,0.45,10.0446,653332.96,309071.079
3389,3389,601001.SH,20220208,11.5,12.18,11.2,12.18,11.07,1.11,10.0271,928466.83,1077753.025
3486,3486,601456.SH,20220208,14.3,15.79,14.04,15.79,14.35,1.44,10.0348,1000443.49,1519942.759
3646,3646,603053.SH,20220208,9.82,10.84,9.82,10.84,9.85,0.99,10.0508,128216.09,135248.036
3679,3679,603103.SH,20220208,12.49,13.88,12.36,13.88,12.62,1.26,9.9842,98056.47,129768.088
3693,3693,603123.SH,20220208,22.88,24.49,21.5,24.49,22.26,2.23,10.018,1497948.43,3511897.732
3717,3717,603176.SH,20220208,11.0,11.0,11.0,11.0,10.0,1.0,10.0,22054.13,24259.543
3734,3734,603199.SH,20220208,23.66,26.07,23.5,26.07,23.7,2.37,10.0,44652.27,113113.611
3918,3918,603616.SH,20220208,8.4,8.81,8.3,8.81,8.01,0.8,9.9875,574010.28,493150.259
4028,4028,603825.SH,20220208,20.02,22.12,20.02,22.12,20.11,2.01,9.995,54425.4,118363.719
4076,4076,603912.SH,20220208,13.95,15.37,13.51,15.37,13.97,1.4,10.0215,61532.21,90760.312
4087,4087,603929.SH,20220208,11.7,12.82,11.6,12.82,11.65,1.17,10.0429,45649.0,57103.241
4143,4143,605055.SH,20220208,7.35,8.1,7.35,8.1,7.36,0.74,10.0543,175000.28,138071.186
